,id,aid_related,aid_related_prediction
1265,5067,0,1.0
1266,5071,1,1.0
1267,5074,1,0.0
1268,5082,0,0.0
1269,5086,0,0.0
1270,5091,0,0.0
1271,5094,0,0.0
1272,5095,1,1.0
1273,5099,1,1.0
1274,5101,1,1.0
1275,5105,0,0.0
1276,5106,0,0.0
1277,5109,0,0.0
1278,5112,1,1.0
1279,5113,0,0.0
1280,5117,1,1.0
1281,5121,0,0.0
1282,5132,0,1.0
1283,5133,1,1.0
1284,5134,0,0.0
1285,5144,0,0.0
1286,5146,0,0.0
1287,5152,1,1.0
1288,5153,1,1.0
1289,5155,0,0.0
1290,5163,0,1.0
1291,5164,0,0.0
1292,5165,0,0.0
1293,5171,0,0.0
1294,5177,0,0.0
1295,5179,1,0.0
1296,5181,0,0.0
1297,5183,1,0.0
1298,5185,0,0.0
1299,5189,1,0.0
1300,5192,1,1.0
1301,5196,1,1.0
1302,5197,0,0.0
1303,5207,0,0.0
1304,5209,0,0.0
1305,5214,0,1.0
1306,5222,0,0.0
1307,5229,1,1.0
1308,5230,1,1.0
1309,5232,0,1.0
1310,5233,1,0.0
1311,5240,1,1.0
1312,5242,0,0.0
1313,5247,1,1.0
1314,5249,1,1.0
1315,5253,0,0.0
1316,5261,1,0.0
1317,5269,0,0.0
1318,5272,0,0.0
1319,5276,0,0.0
1320,5277,0,0.0
1321,5282,0,0.0
1322,5283,0,0.0
1323,5286,0,0.0
1324,5291,1,0.0
1325,5294,0,1.0
1326,5295,1,0.0
1327,5303,0,0.0
1328,5304,0,0.0
1329,5305,1,1.0
1330,5306,0,1.0
1331,5326,0,0.0
1332,5333,1,1.0
1333,5335,0,0.0
1334,5347,1,1.0
1335,5349,0,0.0
1336,5350,1,1.0
1337,5351,0,0.0
1338,5357,0,0.0
1339,5359,1,1.0
1340,5363,0,0.0
1341,5364,0,0.0
1342,5369,0,0.0
1343,5370,0,0.0
1344,5373,0,0.0
1345,5379,1,1.0
1346,5380,0,0.0
1347,5393,0,0.0
1348,5396,1,1.0
1349,5400,0,1.0
1350,5405,0,1.0
1351,5412,0,0.0
1352,5419,1,0.0
1353,5420,0,0.0
1354,5427,0,0.0
1355,5433,0,0.0
1356,5434,1,1.0
1357,5436,1,1.0
1358,5439,1,1.0
1359,5442,0,0.0
1360,5443,1,1.0
1361,5444,0,0.0
1362,5445,1,1.0
1363,5447,1,1.0
1364,5450,0,0.0
1365,5469,1,0.0
1366,5471,0,0.0
1367,5475,0,0.0
1368,5477,0,0.0
1369,5479,0,0.0
1370,5484,1,0.0
1371,5487,0,0.0
1372,5490,0,0.0
1373,5502,1,1.0
1374,5512,1,1.0
1375,5513,1,1.0
1376,5521,0,0.0
1377,5522,1,1.0
1378,5525,1,1.0
1379,5530,0,1.0
1380,5533,0,0.0
1381,5539,0,1.0
1382,5540,1,0.0
1383,5541,1,1.0
1384,5545,0,0.0
1385,5566,0,0.0
1386,5571,1,0.0
1387,5576,1,1.0
1388,5580,1,1.0
1389,5585,1,1.0
1390,5586,1,1.0
1391,5590,1,1.0
1392,5591,1,1.0
1393,5599,1,1.0
1394,5604,1,1.0
1395,5607,0,0.0
1396,5614,0,0.0
1397,5630,1,1.0
1398,5632,1,1.0
1399,5646,0,1.0
1400,5653,1,1.0
1401,5659,1,1.0
1402,5676,0,0.0
1403,5680,1,1.0
1404,5684,1,1.0
1405,5686,1,0.0
1406,5689,1,0.0
1407,5690,1,1.0
1408,5691,0,0.0
1409,5692,1,1.0
1410,5696,0,0.0
1411,5697,0,0.0
1412,5701,0,0.0
1413,5703,0,0.0
1414,5706,0,0.0
1415,5707,1,1.0
1416,5709,1,1.0
1417,5711,0,0.0
1418,5712,0,1.0
1419,5713,0,1.0
1420,5716,1,1.0
1421,5726,1,1.0
1422,5730,1,1.0
1423,5731,1,1.0
1424,5736,1,0.0
1425,5740,0,0.0
1426,5744,0,0.0
1427,5746,1,1.0
1428,5747,1,0.0
1429,5749,0,1.0
1430,5751,0,0.0
1431,5753,0,0.0
1432,5761,0,0.0
1433,5762,0,1.0
1434,5767,1,1.0
1435,5769,1,1.0
1436,5789,0,0.0
1437,5792,0,0.0
1438,5806,1,0.0
1439,5809,0,0.0
1440,5813,1,0.0
1441,5816,0,1.0
1442,5817,1,0.0
1443,5827,0,0.0
1444,5830,1,1.0
1445,5831,0,0.0
1446,5833,1,0.0
1447,5839,0,0.0
1448,5842,0,0.0
1449,5843,0,1.0
1450,5847,1,1.0
1451,5852,0,0.0
1452,5860,0,0.0
1453,5861,0,0.0
1454,5862,1,1.0
1455,5863,0,0.0
1456,5870,0,0.0
1457,5874,1,1.0
1458,5875,0,0.0
1459,5891,1,0.0
1460,5892,1,1.0
1461,5894,0,0.0
1462,5896,0,0.0
1463,5902,1,1.0
1464,5903,1,0.0
1465,5909,0,0.0
1466,5912,1,1.0
1467,5915,0,0.0
1468,5917,0,0.0
1469,5919,0,0.0
1470,5921,0,1.0
1471,5929,0,1.0
1472,5932,0,0.0
1473,5939,1,1.0
1474,5943,0,1.0
1475,5947,1,1.0
1476,5950,1,1.0
1477,5953,0,0.0
1478,5954,0,0.0
1479,5957,0,0.0
1480,5960,0,0.0
1481,5962,1,1.0
1482,5963,0,1.0
1483,5967,0,0.0
1484,5971,1,1.0
1485,5982,0,0.0
1486,5984,0,0.0
1487,5991,1,1.0
1488,6004,0,0.0
1489,6005,0,1.0
1490,6007,0,0.0
1491,6016,1,0.0
1492,6019,0,0.0
1493,6021,0,0.0
1494,6022,0,0.0
1495,6024,0,0.0
1496,6025,0,0.0
1497,6026,0,0.0
1498,6027,0,1.0
1499,6030,1,0.0
1500,6033,0,1.0
1501,6035,0,1.0
1502,6036,1,0.0
1503,6039,0,0.0
1504,6040,1,1.0
1505,6042,1,1.0
1506,6046,0,0.0
1507,6047,0,0.0
1508,6053,1,1.0
1509,6055,0,0.0
1510,6057,0,0.0
1511,6066,0,0.0
1512,6067,0,0.0
1513,6071,0,0.0
1514,6075,0,0.0
1515,6086,0,0.0
1516,6089,0,1.0
1517,6091,0,0.0
1518,6092,0,0.0
1519,6097,0,0.0
1520,6109,0,0.0
1521,6110,0,1.0
1522,6113,0,0.0
1523,6119,0,0.0
1524,6130,1,1.0
1525,6132,1,1.0
1526,6135,1,1.0
1527,6145,0,1.0
1528,6150,0,0.0
1529,6151,0,0.0
1530,6154,1,1.0
1531,6155,1,1.0
1532,6161,0,1.0
1533,6165,1,1.0
1534,6172,1,0.0
1535,6173,1,1.0
1536,6175,1,1.0
1537,6177,1,1.0
1538,6180,0,1.0
1539,6183,0,0.0
1540,6184,1,1.0
1541,6185,1,0.0
1542,6187,1,1.0
1543,6191,0,0.0
1544,6197,0,0.0
1545,6201,0,0.0
1546,6209,1,0.0
1547,6211,0,0.0
1548,6213,0,1.0
1549,6219,1,1.0
1550,6231,1,0.0
1551,6232,1,1.0
1552,6233,1,0.0
1553,6236,0,0.0
1554,6245,0,1.0
1555,6247,1,1.0
1556,6251,1,1.0
1557,6254,0,1.0
1558,6255,0,0.0
1559,6256,0,1.0
1560,6260,1,1.0
1561,6267,0,1.0
1562,6275,1,1.0
1563,6277,0,0.0
1564,6281,0,1.0
1565,6284,0,1.0
1566,6285,1,1.0
1567,6287,0,0.0
1568,6291,1,1.0
1569,6294,0,0.0
1570,6295,0,0.0
1571,6300,0,0.0
1572,6301,0,0.0
1573,6312,1,1.0
1574,6314,0,0.0
1575,6329,0,0.0
1576,6332,0,1.0
1577,6336,1,1.0
1578,6342,1,1.0
1579,6343,1,0.0
1580,6344,0,1.0
1581,6349,0,0.0
1582,6352,0,0.0
1583,6359,0,0.0
1584,6364,0,0.0
1585,6379,1,0.0
1586,6382,0,0.0
1587,6385,0,0.0
1588,6390,0,0.0
1589,6391,0,0.0
1590,6394,0,1.0
1591,6397,0,0.0
1592,6399,0,0.0
1593,6401,1,1.0
1594,6403,0,0.0
1595,6410,1,1.0
1596,6413,0,1.0
1597,6430,0,1.0
1598,6439,0,0.0
1599,6444,0,0.0
1600,6445,0,0.0
1601,6446,1,1.0
1602,6452,0,0.0
1603,6454,1,1.0
1604,6457,0,0.0
1605,6460,1,0.0
1606,6463,0,0.0
1607,6466,0,0.0
1608,6469,0,0.0
1609,6470,1,0.0
1610,6474,1,1.0
1611,6476,0,1.0
1612,6477,0,0.0
1613,6485,0,0.0
1614,6486,0,1.0
1615,6489,1,1.0
1616,6494,0,0.0
1617,6504,0,0.0
1618,6506,0,0.0
1619,6507,0,0.0
1620,6513,0,0.0
1621,6519,0,0.0
1622,6522,0,0.0
1623,6524,0,0.0
1624,6529,0,0.0
1625,6530,0,1.0
1626,6532,0,1.0
1627,6534,1,1.0
1628,6540,0,0.0
1629,6551,0,0.0
1630,6552,0,0.0
1631,6565,0,0.0
1632,6573,1,1.0
1633,6582,1,1.0
1634,6585,0,0.0
1635,6586,0,0.0
1636,6589,1,1.0
1637,6591,0,0.0
1638,6595,0,0.0
1639,6596,0,0.0
1640,6604,0,0.0
1641,6607,0,0.0
1642,6615,0,0.0
1643,6624,0,0.0
1644,6631,0,0.0
1645,6635,0,0.0
1646,6639,1,1.0
1647,6651,0,0.0
1648,6653,0,1.0
1649,6656,0,1.0
1650,6662,1,0.0
1651,6664,0,0.0
1652,6665,0,0.0
1653,6669,0,0.0
1654,6670,0,0.0
1655,6671,0,0.0
1656,6674,0,0.0
1657,6675,0,0.0
1658,6687,0,0.0
1659,6693,0,0.0
1660,6694,0,0.0
1661,6695,0,0.0
1662,6705,0,1.0
1663,6706,0,1.0
1664,6714,0,0.0
1665,6716,1,1.0
1666,6719,1,0.0
1667,6725,0,0.0
1668,6733,0,0.0
1669,6735,1,1.0
1670,6736,1,1.0
1671,6737,0,1.0
1672,6753,0,0.0
1673,6756,0,0.0
1674,6759,1,1.0
1675,6762,0,0.0
1676,6766,0,1.0
1677,6769,1,1.0
1678,6770,0,1.0
1679,6772,0,0.0
1680,6774,0,0.0
1681,6775,0,0.0
1682,6780,0,0.0
1683,6785,0,0.0
1684,6793,1,1.0
1685,6795,0,1.0
1686,6801,1,1.0
1687,6810,0,1.0
1688,6814,0,0.0
1689,6820,0,1.0
1690,6822,0,0.0
1691,6830,0,0.0
1692,6843,0,0.0
1693,6847,0,0.0
1694,6849,1,1.0
1695,6852,0,1.0
1696,6855,0,0.0
1697,6863,0,0.0
1698,6865,1,0.0
1699,6869,0,0.0
1700,6871,1,1.0
1701,6874,0,0.0
1702,6875,1,1.0
1703,6880,0,0.0
1704,6884,0,0.0
1705,6885,1,0.0
1706,6886,1,1.0
1707,6895,0,0.0
1708,6902,1,1.0
1709,6919,0,1.0
1710,6920,1,1.0
1711,6922,0,1.0
1712,6925,0,1.0
1713,6926,1,1.0
1714,6933,0,1.0
1715,6951,0,0.0
1716,6953,1,1.0
1717,6962,0,0.0
1718,6964,0,0.0
1719,6965,1,1.0
1720,6969,0,0.0
1721,6970,0,1.0
1722,6974,0,0.0
1723,6975,0,0.0
1724,6976,0,0.0
1725,6982,0,0.0
1726,6985,1,1.0
1727,6990,0,0.0
1728,6992,0,0.0
1729,6993,1,1.0
1730,6994,0,0.0
1731,6995,0,0.0
1732,6997,1,1.0
1733,6999,0,0.0
1734,7000,0,0.0
1735,7004,0,0.0
1736,7006,0,1.0
1737,7009,0,1.0
1738,7015,1,0.0
1739,7031,0,1.0
1740,7035,0,0.0
1741,7037,1,1.0
1742,7040,1,1.0
1743,7042,1,1.0
1744,7050,1,0.0
1745,7053,0,1.0
1746,7057,0,0.0
1747,7067,1,1.0
1748,7071,0,0.0
1749,7072,0,0.0
1750,7075,0,0.0
1751,7080,0,0.0
1752,7083,1,1.0
1753,7084,0,1.0
1754,7087,0,0.0
1755,7096,1,1.0
1756,7107,0,0.0
1757,7109,0,0.0
1758,7110,0,0.0
1759,7111,0,0.0
1760,7113,1,0.0
1761,7114,0,0.0
1762,7117,0,0.0
1763,7125,1,1.0
1764,7127,1,1.0
1765,7133,0,0.0
1766,7136,0,1.0
1767,7145,0,0.0
1768,7146,1,0.0
1769,7150,0,1.0
1770,7155,0,1.0
1771,7160,0,1.0
1772,7166,0,0.0
1773,7167,0,1.0
1774,7169,0,0.0
1775,7172,0,1.0
1776,7173,1,0.0
1777,7183,1,1.0
1778,7184,0,0.0
1779,7189,1,1.0
1780,7192,1,1.0
1781,7194,0,0.0
1782,7201,0,0.0
1783,7203,0,0.0
1784,7211,1,0.0
1785,7216,0,0.0
1786,7217,0,1.0
1787,7219,0,1.0
1788,7222,0,0.0
1789,7225,0,1.0
1790,7230,0,0.0
1791,7231,1,1.0
1792,7232,1,1.0
1793,7237,1,1.0
1794,7243,0,0.0
1795,7250,1,1.0
1796,7255,0,0.0
1797,7256,0,1.0
1798,7257,1,1.0
1799,7259,0,0.0
1800,7267,0,0.0
1801,7270,0,0.0
1802,7275,0,0.0
1803,7281,1,1.0
1804,7283,0,0.0
1805,7290,1,1.0
1806,7293,0,0.0
1807,7296,0,0.0
1808,7303,0,0.0
1809,7306,0,0.0
1810,7310,0,0.0
1811,7311,0,0.0
1812,7322,1,0.0
1813,7324,1,1.0
1814,7329,0,0.0
1815,7330,1,1.0
1816,7335,0,0.0
1817,7336,1,0.0
1818,7344,0,0.0
1819,7354,1,0.0
1820,7359,0,1.0
1821,7362,0,0.0
1822,7364,0,0.0
1823,7365,0,0.0
1824,7369,0,1.0
1825,7371,0,0.0
1826,7375,0,0.0
1827,7391,0,0.0
1828,7397,1,0.0
1829,7399,0,0.0
1830,7404,0,0.0
1831,7406,1,1.0
1832,7411,1,0.0
1833,7413,0,1.0
1834,7419,0,1.0
1835,7421,1,1.0
1836,7424,1,0.0
1837,7429,1,1.0
1838,7430,1,1.0
1839,7432,0,0.0
1840,7433,0,0.0
1841,7435,0,0.0
1842,7436,0,0.0
1843,7442,0,0.0
1844,7443,1,1.0
1845,7444,1,1.0
1846,7447,1,1.0
1847,7449,0,0.0
1848,7451,1,0.0
1849,7454,1,0.0
1850,7459,0,1.0
1851,7463,0,0.0
1852,7464,1,1.0
1853,7467,0,0.0
1854,7470,1,1.0
1855,7471,1,1.0
1856,7476,0,0.0
1857,7477,1,1.0
1858,7485,0,1.0
1859,7496,1,0.0
1860,7504,0,0.0
1861,7506,0,0.0
1862,7510,1,0.0
1863,7515,0,0.0
1864,7516,1,0.0
1865,7521,0,0.0
1866,7522,0,0.0
1867,7523,0,0.0
1868,7524,0,1.0
1869,7527,1,1.0
1870,7529,0,0.0
1871,7532,0,0.0
1872,7535,1,1.0
1873,7536,0,0.0
1874,7537,0,0.0
1875,7542,1,1.0
1876,7543,0,0.0
1877,7544,0,0.0
1878,7545,0,0.0
1879,7546,0,0.0
1880,7547,0,1.0
1881,7553,1,0.0
1882,7554,0,0.0
1883,7556,0,1.0
1884,7557,0,0.0
1885,7559,0,0.0
1886,7562,0,0.0
1887,7567,1,1.0
1888,7569,1,1.0
1889,7570,0,0.0
1890,7577,1,1.0
1891,7583,1,1.0
1892,7589,0,0.0
1893,7591,1,1.0
1894,7593,1,1.0
1895,7597,0,0.0
1896,7600,0,0.0
1897,7603,0,1.0
1898,7607,0,0.0
1899,7610,0,0.0
1900,7619,0,0.0
1901,7620,1,1.0
1902,7622,0,0.0
1903,7629,0,0.0
1904,7630,0,0.0
1905,7636,0,1.0
1906,7639,1,1.0
1907,7650,0,0.0
1908,7654,0,0.0
1909,7657,1,0.0
1910,7661,0,0.0
1911,7662,0,1.0
1912,7663,0,0.0
1913,7671,1,1.0
1914,7672,0,0.0
1915,7679,1,0.0
1916,7681,1,0.0
1917,7689,1,1.0
1918,7693,0,0.0
1919,7697,1,1.0
1920,7700,0,1.0
1921,7705,1,0.0
1922,7711,0,0.0
1923,7720,0,0.0
1924,7725,1,1.0
1925,7726,0,0.0
1926,7736,0,0.0
1927,7739,0,0.0
1928,7742,0,0.0
1929,7747,0,0.0
1930,7751,1,1.0
1931,7754,1,1.0
1932,7755,0,0.0
1933,7760,0,1.0
1934,7761,0,0.0
1935,7775,0,0.0
1936,7780,0,0.0
1937,7781,0,0.0
1938,7786,0,0.0
1939,7797,0,0.0
1940,7806,0,1.0
1941,7807,0,1.0
1942,7816,0,0.0
1943,7819,0,0.0
1944,7823,0,0.0
1945,7827,0,0.0
1946,7831,0,0.0
1947,7833,0,0.0
1948,7834,0,0.0
1949,7835,0,0.0
1950,7836,1,1.0
1951,7839,1,0.0
1952,7846,0,1.0
1953,7850,0,1.0
1954,7851,0,0.0
1955,7853,0,1.0
1956,7856,0,0.0
1957,7861,0,0.0
1958,7866,0,0.0
1959,7871,0,1.0
1960,7873,1,0.0
1961,7875,0,0.0
1962,7882,0,1.0
1963,7885,1,0.0
1964,7887,0,0.0
1965,7890,0,1.0
1966,7891,1,1.0
1967,7892,0,0.0
1968,7894,0,0.0
1969,7896,0,0.0
1970,7899,0,0.0
1971,7905,0,0.0
1972,7909,0,1.0
1973,7915,0,0.0
1974,7920,1,0.0
1975,7921,1,0.0
1976,7922,0,0.0
1977,7924,0,0.0
1978,7925,0,0.0
1979,7932,0,0.0
1980,7933,0,0.0
1981,7935,0,0.0
1982,7939,0,0.0
1983,7940,0,0.0
1984,7942,0,1.0
1985,7945,1,0.0
1986,7945,1,0.0
1987,7949,0,0.0
1988,7953,0,0.0
1989,7961,0,0.0
1990,7963,0,0.0
1991,7964,1,0.0
1992,7967,1,1.0
1993,7969,1,0.0
1994,7971,0,0.0
1995,7986,0,0.0
1996,7990,1,0.0
1997,7992,0,0.0
1998,7996,0,0.0
1999,7997,0,1.0
2000,8002,1,1.0
2001,8006,1,1.0
2002,8020,0,1.0
2003,8029,0,1.0
2004,8030,0,1.0
2005,8031,1,1.0
2006,8032,1,1.0
2007,8034,0,0.0
2008,8040,0,0.0
2009,8041,0,0.0
2010,8042,1,0.0
2011,8044,0,1.0
2012,8045,1,0.0
2013,8050,0,1.0
2014,8059,1,1.0
2015,8069,0,0.0
2016,8075,1,1.0
2017,8080,1,1.0
2018,8081,0,0.0
2019,8089,1,1.0
2020,8095,0,0.0
2021,8099,0,1.0
2022,8100,0,0.0
2023,8102,0,0.0
2024,8105,0,0.0
2025,8111,0,0.0
2026,8117,1,0.0
2027,8124,0,0.0
2028,8129,1,1.0
2029,8130,0,0.0
2030,8133,1,1.0
2031,8135,0,0.0
2032,8136,0,0.0
2033,8139,1,0.0
2034,8140,1,1.0
2035,8145,0,0.0
2036,8146,1,1.0
2037,8150,0,1.0
2038,8152,0,0.0
2039,8153,0,0.0
2040,8159,0,0.0
2041,8164,0,0.0
2042,8166,0,0.0
2043,8175,0,0.0
2044,8177,0,0.0
2045,8179,1,0.0
2046,8180,1,0.0
2047,8184,0,0.0
2048,8185,1,0.0
2049,8186,1,0.0
2050,8187,0,0.0
2051,8190,1,0.0
2052,8191,1,0.0
2053,8193,0,1.0
2054,8194,0,1.0
2055,8195,0,0.0
2056,8197,0,0.0
2057,8209,0,0.0
2058,8215,0,0.0
2059,8216,0,0.0
2060,8219,0,0.0
2061,8220,1,0.0
2062,8221,0,0.0
2063,8226,0,0.0
2064,8231,0,0.0
2065,8235,1,0.0
2066,8239,0,0.0
2067,8244,1,1.0
2068,8246,1,1.0
2069,8247,1,1.0
2070,8253,0,0.0
2071,8255,0,0.0
2072,8267,0,0.0
2073,8270,1,1.0
2074,8271,0,0.0
2075,8277,0,0.0
2076,8280,0,0.0
2077,8281,1,1.0
2078,8290,1,0.0
2079,8291,0,0.0
2080,8297,0,0.0
2081,8299,0,0.0
2082,8300,0,0.0
2083,8304,1,1.0
2084,8305,0,0.0
2085,8306,0,1.0
2086,8309,0,0.0
2087,8320,0,0.0
2088,8324,0,0.0
2089,8330,0,0.0
2090,8331,0,0.0
2091,8335,0,0.0
2092,8336,0,0.0
2093,8340,0,0.0
2094,8343,0,0.0
2095,8345,1,1.0
2096,8351,0,0.0
2097,8355,0,1.0
2098,8359,1,0.0
2099,8360,1,0.0
2100,8363,1,1.0
2101,8369,0,1.0
2102,8371,0,1.0
2103,8372,0,0.0
2104,8376,0,0.0
2105,8392,1,1.0
2106,8394,0,0.0
2107,8395,1,0.0
2108,8400,0,1.0
2109,8403,1,0.0
2110,8405,1,0.0
2111,8406,0,1.0
2112,8410,0,1.0
2113,8423,1,1.0
2114,8429,0,0.0
2115,8436,1,1.0
2116,8440,0,0.0
2117,8443,1,1.0
2118,8457,0,0.0
2119,8462,0,0.0
2120,8466,0,0.0
2121,8471,1,0.0
2122,8485,0,0.0
2123,8490,1,1.0
2124,8491,0,0.0
2125,8495,0,1.0
2126,8502,1,1.0
2127,8503,0,1.0
2128,8504,0,0.0
2129,8506,1,1.0
2130,8509,1,1.0
2131,8512,1,1.0
2132,8514,0,0.0
2133,8529,0,0.0
2134,8533,0,0.0
2135,8549,0,0.0
2136,8556,0,0.0
2137,8557,1,0.0
2138,8561,0,1.0
2139,8563,0,0.0
2140,8564,0,0.0
2141,8567,0,0.0
2142,8574,1,1.0
2143,8575,1,1.0
2144,8577,0,0.0
2145,8582,0,0.0
2146,8591,0,0.0
2147,8606,0,0.0
2148,8607,0,0.0
2149,8610,0,1.0
2150,8613,0,0.0
2151,8614,0,0.0
2152,8616,0,0.0
2153,8624,0,0.0
2154,8627,0,0.0
2155,8634,0,0.0
2156,8641,0,0.0
2157,8644,0,0.0
2158,8646,0,0.0
2159,8655,0,1.0
2160,8659,0,0.0
2161,8660,1,0.0
2162,8663,0,0.0
2163,8665,0,0.0
2164,8669,0,0.0
2165,8674,1,1.0
2166,8681,0,0.0
2167,8690,0,0.0
2168,8693,0,0.0
2169,8696,0,1.0
2170,8697,0,0.0
2171,8700,1,1.0
2172,8705,0,0.0
2173,8715,0,0.0
2174,8721,1,0.0
2175,8723,0,0.0
2176,8725,1,0.0
2177,8733,0,0.0
2178,8737,0,0.0
2179,8739,1,1.0
2180,8743,0,0.0
2181,8745,1,1.0
2182,8749,1,1.0
2183,8751,0,1.0
2184,8753,0,1.0
2185,8764,1,0.0
2186,8766,0,0.0
2187,8767,0,0.0
2188,8769,0,1.0
2189,8776,0,0.0
2190,8784,0,0.0
2191,8792,1,0.0
2192,8794,0,0.0
2193,8797,1,1.0
2194,8799,0,1.0
2195,8805,0,0.0
2196,8806,0,0.0
2197,8817,0,0.0
2198,8820,1,1.0
2199,8823,0,0.0
2200,8826,0,1.0
2201,8829,0,0.0
2202,8830,0,0.0
2203,8831,1,1.0
2204,8835,0,1.0
2205,8840,1,0.0
2206,8843,0,0.0
2207,8845,0,0.0
2208,8849,0,0.0
2209,8852,0,1.0
2210,8855,0,0.0
2211,8860,1,0.0
2212,8864,0,1.0
2213,8877,0,0.0
2214,8880,1,0.0
2215,8885,0,0.0
2216,8886,0,0.0
2217,8892,0,1.0
2218,8893,0,0.0
2219,8900,0,0.0
2220,8905,0,0.0
2221,8910,1,0.0
2222,8911,1,1.0
2223,8914,0,0.0
2224,8915,1,1.0
2225,8920,1,1.0
2226,8927,0,0.0
2227,8929,0,0.0
2228,8934,0,1.0
2229,8943,1,1.0
2230,8946,0,0.0
2231,8950,0,0.0
2232,8951,0,0.0
2233,8956,0,0.0
2234,8959,0,0.0
2235,8961,1,1.0
2236,8970,0,0.0
2237,8980,0,0.0
2238,8981,0,0.0
2239,8982,0,0.0
2240,8986,0,0.0
2241,8989,0,0.0
2242,8990,0,0.0
2243,8997,0,1.0
2244,8999,0,0.0
2245,9000,0,0.0
2246,9002,0,0.0
2247,9005,0,1.0
2248,9011,0,1.0
2249,9013,0,0.0
2250,9014,1,1.0
2251,9015,0,0.0
2252,9019,1,1.0
2253,9022,0,0.0
2254,9029,0,0.0
2255,9032,1,1.0
2256,9033,0,0.0
2257,9039,0,1.0
2258,9044,0,0.0
2259,9045,0,0.0
2260,9050,0,0.0
2261,9052,0,0.0
2262,9053,0,0.0
2263,9054,0,0.0
2264,9064,0,0.0
2265,9066,0,0.0
2266,9086,0,0.0
2267,9091,0,0.0
2268,9093,1,1.0
2269,9096,0,1.0
2270,9097,0,0.0
2271,9099,1,0.0
2272,9103,0,0.0
2273,9109,0,0.0
2274,9119,0,0.0
2275,9121,0,0.0
2276,9123,0,0.0
2277,9133,0,0.0
2278,9145,0,0.0
2279,9146,0,0.0
2280,9159,0,0.0
2281,9162,0,0.0
2282,9167,0,0.0
2283,9171,0,1.0
2284,9179,0,0.0
2285,9182,0,0.0
2286,9186,0,0.0
2287,9197,0,0.0
2288,9199,1,1.0
2289,9203,1,1.0
2290,9210,0,0.0
2291,9211,0,0.0
2292,9214,0,0.0
2293,9217,1,0.0
2294,9220,0,1.0
2295,9222,0,0.0
2296,9223,0,0.0
2297,9224,0,0.0
2298,9236,0,0.0
2299,9240,1,1.0
2300,9244,1,1.0
2301,9246,0,0.0
2302,9247,1,1.0
2303,9260,0,0.0
2304,9262,0,0.0
2305,9270,0,0.0
2306,9275,0,0.0
2307,9280,0,0.0
2308,9284,0,0.0
2309,9285,0,1.0
2310,9287,0,1.0
2311,9299,1,1.0
2312,9300,0,0.0
2313,9303,1,0.0
2314,9305,0,0.0
2315,9306,0,1.0
2316,9307,0,0.0
2317,9313,0,0.0
2318,9314,0,1.0
2319,9320,0,0.0
2320,9322,0,0.0
2321,9325,0,0.0
2322,9331,0,1.0
2323,9337,0,0.0
2324,9341,0,0.0
2325,9352,0,0.0
2326,9359,1,0.0
2327,9362,0,0.0
2328,9364,0,0.0
2329,9365,1,1.0
2330,9366,0,1.0
2331,9369,0,0.0
2332,9376,0,0.0
2333,9379,0,0.0
2334,9383,0,1.0
2335,9385,0,0.0
2336,9392,1,1.0
2337,9395,1,1.0
2338,9400,1,0.0
2339,9403,1,0.0
2340,9409,0,0.0
2341,9412,0,0.0
2342,9415,0,0.0
2343,9425,0,0.0
2344,9427,0,0.0
2345,9431,0,1.0
2346,9434,0,0.0
2347,9435,0,0.0
2348,9436,0,0.0
2349,9443,0,0.0
2350,9457,1,1.0
2351,9461,0,1.0
2352,9466,0,0.0
2353,9469,0,0.0
2354,9480,0,0.0
2355,9491,0,0.0
2356,9497,0,0.0
2357,9502,0,0.0
2358,9503,0,0.0
2359,9505,0,0.0
2360,9506,1,1.0
2361,9514,0,0.0
2362,9516,0,0.0
2363,9517,0,0.0
2364,9519,0,0.0
2365,9523,0,0.0
2366,9525,1,0.0
2367,9531,0,0.0
2368,9532,0,0.0
2369,9533,1,1.0
2370,9549,0,1.0
2371,9551,0,0.0
2372,9552,0,0.0
2373,9553,0,0.0
2374,9559,0,0.0
2375,9562,0,0.0
2376,9563,0,0.0
2377,9564,0,0.0
2378,9567,0,1.0
2379,9571,0,0.0
2380,9575,1,1.0
2381,9579,0,0.0
2382,9582,0,0.0
2383,9599,0,0.0
2384,9600,0,0.0
2385,9601,0,0.0
2386,9602,0,0.0
2387,9607,0,0.0
2388,9612,0,1.0
2389,9613,1,1.0
2390,9619,1,1.0
2391,9621,0,0.0
2392,9622,0,1.0
2393,9633,0,0.0
2394,9640,0,0.0
2395,9641,0,1.0
2396,9653,0,0.0
2397,9655,0,1.0
2398,9657,0,0.0
2399,9660,0,0.0
2400,9665,0,0.0
2401,9667,0,0.0
2402,9675,0,0.0
2403,9680,0,0.0
2404,9683,0,0.0
2405,9691,0,0.0
2406,9697,0,0.0
2407,9709,0,0.0
2408,9712,0,0.0
2409,9714,1,1.0
2410,9720,0,0.0
2411,9724,0,0.0
2412,9730,0,0.0
2413,9731,0,0.0
2414,9734,0,0.0
2415,9737,0,0.0
2416,9742,0,0.0
2417,9753,0,0.0
2418,9754,0,0.0
2419,9755,0,0.0
2420,9757,0,0.0
2421,9759,0,1.0
2422,9766,0,0.0
2423,9770,0,0.0
2424,9774,0,1.0
2425,9777,0,0.0
2426,9786,0,1.0
2427,9791,0,0.0
2428,9799,0,0.0
2429,9811,0,0.0
