,id,infrastructure_related,infrastructure_related_prediction
1265,5080,0,0.0
1266,5081,0,0.0
1267,5082,0,0.0
1268,5083,0,0.0
1269,5090,0,0.0
1270,5096,0,0.0
1271,5097,0,0.0
1272,5099,0,0.0
1273,5105,0,0.0
1274,5107,0,0.0
1275,5110,0,0.0
1276,5117,0,0.0
1277,5119,0,0.0
1278,5120,0,0.0
1279,5124,0,0.0
1280,5135,0,0.0
1281,5136,0,0.0
1282,5140,1,0.0
1283,5141,0,0.0
1284,5145,0,0.0
1285,5149,0,0.0
1286,5152,0,0.0
1287,5154,0,0.0
1288,5155,0,0.0
1289,5157,0,0.0
1290,5159,1,0.0
1291,5160,0,0.0
1292,5164,0,0.0
1293,5166,0,0.0
1294,5179,0,0.0
1295,5183,1,0.0
1296,5190,0,0.0
1297,5195,0,0.0
1298,5196,0,0.0
1299,5201,0,0.0
1300,5203,0,0.0
1301,5215,0,0.0
1302,5219,0,1.0
1303,5221,0,0.0
1304,5222,0,0.0
1305,5225,0,0.0
1306,5227,0,0.0
1307,5233,1,0.0
1308,5235,0,0.0
1309,5241,0,0.0
1310,5252,0,0.0
1311,5253,0,0.0
1312,5264,0,0.0
1313,5267,0,0.0
1314,5273,0,0.0
1315,5274,0,0.0
1316,5281,0,0.0
1317,5283,0,0.0
1318,5284,0,0.0
1319,5293,0,0.0
1320,5294,0,0.0
1321,5295,0,0.0
1322,5311,0,0.0
1323,5312,0,0.0
1324,5322,0,0.0
1325,5323,0,0.0
1326,5325,0,0.0
1327,5326,0,0.0
1328,5327,0,0.0
1329,5330,0,0.0
1330,5332,0,0.0
1331,5339,0,0.0
1332,5342,0,0.0
1333,5346,0,0.0
1334,5350,0,0.0
1335,5351,0,0.0
1336,5360,0,0.0
1337,5362,0,0.0
1338,5364,0,0.0
1339,5380,0,0.0
1340,5387,0,0.0
1341,5394,0,0.0
1342,5397,0,0.0
1343,5405,0,0.0
1344,5416,0,0.0
1345,5417,0,0.0
1346,5419,0,0.0
1347,5429,0,0.0
1348,5434,1,0.0
1349,5436,1,0.0
1350,5437,0,1.0
1351,5447,0,0.0
1352,5449,0,0.0
1353,5456,0,0.0
1354,5457,0,0.0
1355,5459,0,0.0
1356,5467,0,0.0
1357,5469,0,0.0
1358,5472,0,0.0
1359,5473,0,0.0
1360,5476,0,0.0
1361,5479,0,0.0
1362,5481,0,0.0
1363,5486,0,0.0
1364,5487,0,0.0
1365,5507,0,0.0
1366,5509,0,0.0
1367,5513,0,0.0
1368,5515,0,0.0
1369,5517,0,0.0
1370,5520,0,0.0
1371,5523,0,0.0
1372,5524,0,0.0
1373,5525,0,0.0
1374,5530,0,0.0
1375,5532,0,0.0
1376,5533,0,0.0
1377,5535,0,0.0
1378,5536,0,1.0
1379,5540,0,0.0
1380,5543,0,0.0
1381,5546,0,0.0
1382,5549,0,0.0
1383,5553,0,0.0
1384,5555,0,0.0
1385,5560,0,0.0
1386,5567,0,0.0
1387,5569,0,0.0
1388,5579,0,0.0
1389,5582,0,0.0
1390,5583,0,0.0
1391,5589,0,0.0
1392,5596,0,0.0
1393,5599,0,0.0
1394,5600,0,0.0
1395,5601,0,0.0
1396,5605,0,0.0
1397,5614,0,0.0
1398,5619,0,0.0
1399,5622,0,0.0
1400,5623,0,0.0
1401,5625,0,0.0
1402,5627,0,0.0
1403,5630,0,0.0
1404,5631,0,0.0
1405,5634,0,0.0
1406,5641,0,0.0
1407,5643,0,0.0
1408,5644,1,0.0
1409,5649,0,0.0
1410,5653,0,0.0
1411,5654,0,0.0
1412,5655,0,0.0
1413,5659,0,0.0
1414,5669,0,0.0
1415,5674,0,0.0
1416,5675,0,0.0
1417,5681,0,0.0
1418,5685,0,0.0
1419,5691,0,0.0
1420,5694,1,0.0
1421,5697,0,0.0
1422,5701,0,0.0
1423,5705,0,0.0
1424,5706,0,0.0
1425,5710,0,0.0
1426,5711,0,0.0
1427,5727,0,0.0
1428,5736,0,0.0
1429,5743,0,0.0
1430,5745,0,0.0
1431,5746,0,0.0
1432,5749,0,0.0
1433,5753,0,0.0
1434,5755,0,0.0
1435,5772,0,0.0
1436,5774,0,0.0
1437,5776,0,0.0
1438,5780,0,0.0
1439,5782,0,0.0
1440,5791,0,0.0
1441,5799,0,0.0
1442,5800,0,0.0
1443,5802,0,0.0
1444,5811,0,0.0
1445,5819,0,0.0
1446,5824,0,0.0
1447,5825,0,0.0
1448,5831,0,0.0
1449,5833,0,0.0
1450,5835,0,0.0
1451,5841,0,0.0
1452,5842,0,0.0
1453,5843,0,0.0
1454,5844,0,0.0
1455,5847,0,0.0
1456,5851,0,0.0
1457,5852,0,0.0
1458,5856,0,0.0
1459,5857,0,0.0
1460,5861,0,0.0
1461,5876,0,0.0
1462,5879,0,0.0
1463,5883,0,0.0
1464,5889,0,0.0
1465,5902,1,0.0
1466,5909,0,0.0
1467,5913,0,0.0
1468,5914,0,0.0
1469,5919,0,0.0
1470,5925,0,0.0
1471,5927,0,0.0
1472,5930,0,0.0
1473,5940,0,0.0
1474,5949,0,0.0
1475,5956,0,0.0
1476,5962,0,0.0
1477,5975,0,0.0
1478,5979,0,0.0
1479,5980,0,0.0
1480,5985,0,0.0
1481,5987,0,0.0
1482,5989,0,0.0
1483,5991,0,0.0
1484,5992,0,0.0
1485,5995,0,0.0
1486,5996,0,0.0
1487,5997,0,0.0
1488,5999,0,0.0
1489,6007,0,0.0
1490,6010,0,0.0
1491,6011,0,0.0
1492,6013,0,0.0
1493,6020,0,0.0
1494,6022,0,0.0
1495,6024,0,0.0
1496,6034,0,1.0
1497,6036,0,0.0
1498,6039,0,0.0
1499,6047,0,0.0
1500,6053,1,0.0
1501,6054,0,0.0
1502,6055,0,0.0
1503,6066,0,0.0
1504,6073,0,0.0
1505,6080,0,0.0
1506,6081,0,0.0
1507,6085,0,0.0
1508,6104,0,0.0
1509,6105,0,0.0
1510,6107,0,0.0
1511,6119,0,0.0
1512,6129,0,0.0
1513,6131,0,0.0
1514,6133,0,0.0
1515,6135,0,0.0
1516,6152,0,0.0
1517,6154,0,0.0
1518,6164,0,0.0
1519,6165,0,0.0
1520,6167,0,0.0
1521,6172,0,0.0
1522,6181,0,0.0
1523,6185,1,0.0
1524,6187,0,0.0
1525,6192,0,0.0
1526,6201,0,0.0
1527,6203,0,0.0
1528,6204,0,0.0
1529,6207,0,0.0
1530,6209,0,0.0
1531,6210,0,0.0
1532,6213,0,0.0
1533,6219,0,0.0
1534,6221,0,0.0
1535,6222,0,0.0
1536,6225,0,0.0
1537,6226,0,0.0
1538,6227,0,0.0
1539,6230,0,0.0
1540,6231,0,0.0
1541,6245,0,0.0
1542,6247,0,0.0
1543,6256,0,0.0
1544,6260,0,0.0
1545,6262,0,0.0
1546,6267,0,0.0
1547,6269,0,0.0
1548,6271,0,0.0
1549,6272,0,0.0
1550,6273,0,0.0
1551,6276,0,0.0
1552,6279,0,0.0
1553,6280,0,0.0
1554,6285,1,0.0
1555,6290,0,0.0
1556,6291,0,0.0
1557,6296,0,0.0
1558,6303,0,0.0
1559,6306,0,0.0
1560,6310,0,0.0
1561,6321,0,0.0
1562,6325,0,0.0
1563,6333,0,0.0
1564,6339,0,0.0
1565,6342,0,0.0
1566,6343,0,0.0
1567,6344,0,0.0
1568,6346,0,0.0
1569,6349,0,0.0
1570,6353,0,0.0
1571,6357,0,0.0
1572,6367,0,0.0
1573,6374,0,0.0
1574,6379,0,0.0
1575,6380,0,0.0
1576,6381,0,0.0
1577,6382,0,0.0
1578,6383,0,0.0
1579,6385,0,0.0
1580,6386,0,0.0
1581,6387,0,0.0
1582,6390,0,0.0
1583,6395,0,0.0
1584,6396,0,0.0
1585,6397,0,0.0
1586,6404,0,0.0
1587,6406,0,0.0
1588,6410,0,0.0
1589,6416,0,0.0
1590,6423,0,0.0
1591,6425,0,0.0
1592,6426,0,0.0
1593,6427,0,0.0
1594,6436,0,0.0
1595,6439,0,0.0
1596,6440,0,0.0
1597,6444,0,0.0
1598,6447,0,0.0
1599,6453,0,0.0
1600,6459,0,0.0
1601,6462,0,0.0
1602,6464,0,0.0
1603,6471,0,0.0
1604,6477,0,0.0
1605,6480,0,0.0
1606,6481,0,0.0
1607,6487,0,0.0
1608,6492,0,0.0
1609,6495,0,0.0
1610,6500,0,0.0
1611,6502,0,0.0
1612,6504,0,0.0
1613,6514,0,0.0
1614,6519,0,0.0
1615,6527,0,0.0
1616,6530,0,0.0
1617,6547,0,0.0
1618,6549,0,0.0
1619,6551,0,0.0
1620,6555,0,0.0
1621,6556,0,0.0
1622,6560,0,0.0
1623,6564,0,0.0
1624,6565,0,0.0
1625,6569,0,0.0
1626,6571,0,0.0
1627,6573,0,0.0
1628,6577,0,0.0
1629,6579,0,0.0
1630,6581,0,0.0
1631,6584,1,0.0
1632,6590,0,0.0
1633,6592,0,0.0
1634,6599,0,0.0
1635,6600,0,0.0
1636,6607,0,0.0
1637,6609,0,0.0
1638,6612,0,0.0
1639,6613,0,0.0
1640,6620,0,0.0
1641,6623,0,0.0
1642,6627,0,0.0
1643,6630,0,0.0
1644,6637,0,0.0
1645,6645,0,0.0
1646,6647,0,0.0
1647,6654,0,0.0
1648,6657,0,0.0
1649,6659,0,0.0
1650,6664,0,0.0
1651,6667,0,0.0
1652,6669,0,0.0
1653,6675,0,0.0
1654,6691,0,0.0
1655,6694,0,0.0
1656,6697,0,0.0
1657,6702,0,0.0
1658,6719,0,0.0
1659,6722,0,0.0
1660,6724,0,1.0
1661,6725,0,0.0
1662,6731,0,0.0
1663,6736,0,0.0
1664,6737,0,0.0
1665,6739,0,0.0
1666,6741,0,0.0
1667,6742,0,0.0
1668,6743,0,0.0
1669,6752,0,0.0
1670,6757,0,0.0
1671,6761,0,0.0
1672,6763,0,0.0
1673,6764,0,0.0
1674,6766,0,0.0
1675,6770,0,0.0
1676,6771,0,0.0
1677,6779,0,0.0
1678,6785,0,0.0
1679,6793,0,0.0
1680,6801,0,0.0
1681,6802,0,0.0
1682,6812,0,0.0
1683,6813,0,0.0
1684,6814,0,0.0
1685,6820,0,0.0
1686,6822,0,0.0
1687,6829,0,0.0
1688,6834,0,0.0
1689,6835,0,0.0
1690,6836,0,0.0
1691,6842,0,0.0
1692,6854,0,0.0
1693,6859,0,0.0
1694,6866,0,0.0
1695,6876,0,0.0
1696,6886,0,0.0
1697,6889,0,0.0
1698,6890,0,0.0
1699,6892,0,0.0
1700,6896,0,0.0
1701,6907,0,0.0
1702,6915,0,0.0
1703,6919,0,0.0
1704,6925,0,0.0
1705,6927,0,0.0
1706,6929,0,0.0
1707,6931,0,0.0
1708,6935,0,1.0
1709,6936,0,0.0
1710,6937,0,0.0
1711,6939,0,0.0
1712,6951,0,0.0
1713,6952,0,0.0
1714,6953,0,0.0
1715,6960,0,0.0
1716,6963,0,0.0
1717,6965,0,0.0
1718,6966,0,0.0
1719,6973,0,0.0
1720,6975,0,0.0
1721,6982,0,0.0
1722,6986,0,0.0
1723,6990,0,0.0
1724,6994,0,0.0
1725,6995,0,0.0
1726,6996,0,0.0
1727,7001,0,0.0
1728,7005,0,0.0
1729,7006,0,0.0
1730,7007,0,0.0
1731,7015,0,0.0
1732,7017,0,0.0
1733,7023,0,0.0
1734,7027,0,0.0
1735,7029,0,0.0
1736,7034,0,0.0
1737,7037,0,0.0
1738,7039,0,0.0
1739,7040,0,0.0
1740,7042,0,0.0
1741,7044,0,0.0
1742,7050,0,0.0
1743,7060,0,0.0
1744,7074,0,0.0
1745,7077,0,0.0
1746,7086,0,0.0
1747,7087,0,0.0
1748,7095,0,0.0
1749,7103,0,0.0
1750,7104,0,0.0
1751,7110,0,0.0
1752,7115,0,0.0
1753,7116,0,0.0
1754,7121,0,0.0
1755,7123,0,0.0
1756,7124,0,0.0
1757,7126,0,0.0
1758,7131,0,0.0
1759,7132,1,0.0
1760,7134,0,0.0
1761,7136,0,0.0
1762,7137,0,0.0
1763,7140,0,0.0
1764,7143,0,0.0
1765,7150,0,0.0
1766,7153,0,0.0
1767,7154,0,0.0
1768,7155,0,0.0
1769,7156,0,0.0
1770,7166,0,0.0
1771,7169,0,0.0
1772,7170,0,0.0
1773,7176,0,0.0
1774,7193,0,0.0
1775,7205,0,0.0
1776,7222,0,0.0
1777,7225,0,0.0
1778,7230,0,0.0
1779,7232,0,0.0
1780,7237,0,0.0
1781,7239,0,0.0
1782,7241,0,0.0
1783,7242,0,0.0
1784,7247,0,0.0
1785,7252,0,0.0
1786,7260,0,0.0
1787,7262,0,0.0
1788,7269,0,0.0
1789,7271,0,0.0
1790,7282,1,0.0
1791,7292,0,0.0
1792,7302,0,0.0
1793,7304,0,0.0
1794,7310,0,0.0
1795,7313,0,0.0
1796,7320,0,0.0
1797,7322,0,0.0
1798,7324,0,0.0
1799,7325,0,0.0
1800,7326,0,0.0
1801,7332,0,0.0
1802,7334,0,0.0
1803,7335,0,0.0
1804,7339,0,0.0
1805,7341,0,0.0
1806,7347,0,0.0
1807,7354,1,0.0
1808,7356,0,0.0
1809,7360,0,1.0
1810,7362,0,0.0
1811,7363,0,0.0
1812,7367,0,0.0
1813,7370,0,0.0
1814,7371,0,0.0
1815,7372,0,0.0
1816,7374,0,0.0
1817,7379,0,0.0
1818,7380,0,0.0
1819,7382,0,0.0
1820,7384,0,0.0
1821,7389,0,0.0
1822,7403,0,0.0
1823,7404,0,0.0
1824,7410,0,0.0
1825,7412,0,0.0
1826,7415,0,0.0
1827,7417,0,0.0
1828,7419,0,0.0
1829,7427,0,0.0
1830,7433,0,0.0
1831,7437,0,0.0
1832,7440,0,0.0
1833,7444,0,0.0
1834,7446,0,0.0
1835,7452,0,0.0
1836,7453,0,0.0
1837,7464,0,0.0
1838,7465,0,0.0
1839,7475,0,0.0
1840,7483,0,0.0
1841,7485,0,0.0
1842,7486,0,0.0
1843,7487,0,0.0
1844,7499,0,0.0
1845,7502,0,0.0
1846,7507,0,0.0
1847,7509,0,0.0
1848,7510,0,0.0
1849,7511,0,0.0
1850,7512,0,0.0
1851,7513,0,0.0
1852,7516,0,0.0
1853,7520,0,0.0
1854,7522,0,0.0
1855,7526,0,0.0
1856,7529,0,0.0
1857,7530,0,0.0
1858,7532,0,0.0
1859,7535,0,0.0
1860,7542,0,0.0
1861,7547,0,0.0
1862,7559,0,0.0
1863,7561,0,0.0
1864,7570,0,0.0
1865,7575,1,0.0
1866,7580,0,0.0
1867,7582,0,0.0
1868,7583,0,0.0
1869,7585,0,0.0
1870,7589,0,0.0
1871,7595,0,0.0
1872,7596,0,0.0
1873,7602,0,0.0
1874,7606,0,0.0
1875,7617,0,0.0
1876,7622,0,0.0
1877,7625,0,0.0
1878,7627,0,0.0
1879,7629,0,0.0
1880,7630,0,0.0
1881,7631,0,0.0
1882,7632,0,0.0
1883,7633,0,0.0
1884,7634,0,0.0
1885,7635,0,0.0
1886,7636,0,0.0
1887,7640,0,0.0
1888,7641,0,0.0
1889,7651,0,0.0
1890,7662,0,0.0
1891,7665,0,0.0
1892,7670,0,0.0
1893,7674,0,0.0
1894,7677,0,0.0
1895,7680,0,0.0
1896,7681,0,0.0
1897,7685,0,0.0
1898,7686,1,0.0
1899,7687,0,0.0
1900,7691,0,0.0
1901,7692,0,0.0
1902,7695,0,0.0
1903,7697,0,0.0
1904,7701,0,0.0
1905,7704,0,0.0
1906,7706,0,0.0
1907,7711,0,0.0
1908,7717,0,0.0
1909,7725,0,0.0
1910,7726,0,0.0
1911,7730,0,0.0
1912,7731,1,0.0
1913,7732,0,0.0
1914,7735,0,0.0
1915,7736,0,0.0
1916,7737,0,0.0
1917,7739,0,0.0
1918,7742,0,0.0
1919,7747,0,0.0
1920,7750,0,0.0
1921,7756,0,0.0
1922,7760,0,0.0
1923,7761,0,0.0
1924,7762,0,0.0
1925,7763,0,0.0
1926,7765,0,0.0
1927,7771,0,0.0
1928,7772,0,0.0
1929,7777,0,0.0
1930,7783,0,0.0
1931,7786,0,0.0
1932,7790,0,0.0
1933,7791,0,0.0
1934,7793,0,0.0
1935,7800,0,0.0
1936,7803,0,0.0
1937,7804,0,0.0
1938,7806,0,0.0
1939,7807,0,0.0
1940,7816,0,0.0
1941,7817,0,1.0
1942,7819,0,0.0
1943,7821,0,0.0
1944,7823,0,0.0
1945,7824,0,0.0
1946,7825,0,0.0
1947,7841,0,0.0
1948,7843,0,0.0
1949,7844,0,0.0
1950,7853,0,0.0
1951,7860,0,0.0
1952,7861,0,0.0
1953,7870,0,0.0
1954,7872,0,0.0
1955,7874,0,0.0
1956,7882,0,0.0
1957,7883,0,0.0
1958,7884,0,0.0
1959,7886,0,0.0
1960,7892,0,0.0
1961,7892,0,0.0
1962,7900,0,0.0
1963,7905,0,0.0
1964,7916,0,0.0
1965,7917,0,0.0
1966,7920,0,0.0
1967,7921,0,0.0
1968,7922,0,0.0
1969,7924,0,0.0
1970,7927,0,0.0
1971,7929,0,0.0
1972,7930,0,0.0
1973,7933,0,0.0
1974,7934,0,0.0
1975,7940,0,0.0
1976,7941,0,0.0
1977,7942,0,0.0
1978,7946,0,0.0
1979,7950,0,0.0
1980,7952,0,0.0
1981,7955,0,0.0
1982,7960,0,0.0
1983,7961,0,0.0
1984,7963,0,0.0
1985,7967,0,0.0
1986,7969,0,0.0
1987,7970,0,1.0
1988,7983,0,0.0
1989,7989,0,0.0
1990,8003,0,0.0
1991,8006,0,0.0
1992,8010,0,0.0
1993,8015,0,0.0
1994,8016,0,0.0
1995,8017,0,0.0
1996,8023,0,0.0
1997,8024,0,0.0
1998,8026,0,0.0
1999,8032,0,0.0
2000,8034,0,0.0
2001,8036,0,0.0
2002,8041,0,0.0
2003,8049,0,0.0
2004,8050,0,0.0
2005,8054,0,0.0
2006,8061,0,0.0
2007,8070,0,0.0
2008,8073,0,0.0
2009,8081,0,0.0
2010,8083,0,0.0
2011,8086,0,0.0
2012,8089,0,1.0
2013,8091,0,0.0
2014,8094,0,0.0
2015,8096,0,0.0
2016,8102,0,0.0
2017,8104,0,0.0
2018,8107,0,0.0
2019,8111,0,0.0
2020,8112,0,0.0
2021,8115,0,0.0
2022,8125,0,0.0
2023,8126,0,0.0
2024,8131,0,0.0
2025,8137,0,0.0
2026,8139,0,0.0
2027,8140,0,0.0
2028,8154,0,0.0
2029,8155,0,0.0
2030,8156,0,0.0
2031,8162,0,0.0
2032,8163,0,0.0
2033,8164,0,0.0
2034,8166,0,0.0
2035,8167,0,0.0
2036,8169,0,0.0
2037,8170,0,0.0
2038,8175,0,0.0
2039,8176,0,0.0
2040,8177,0,0.0
2041,8186,0,0.0
2042,8187,0,0.0
2043,8193,0,0.0
2044,8194,0,0.0
2045,8204,0,0.0
2046,8206,0,0.0
2047,8211,0,0.0
2048,8213,0,0.0
2049,8217,0,0.0
2050,8222,0,0.0
2051,8224,0,0.0
2052,8225,0,0.0
2053,8227,0,0.0
2054,8231,0,0.0
2055,8239,0,0.0
2056,8242,0,0.0
2057,8246,0,0.0
2058,8249,0,0.0
2059,8250,0,0.0
2060,8254,0,0.0
2061,8256,0,0.0
2062,8265,0,0.0
2063,8269,0,0.0
2064,8276,0,0.0
2065,8277,0,0.0
2066,8280,0,0.0
2067,8284,0,0.0
2068,8286,0,0.0
2069,8291,0,0.0
2070,8292,0,0.0
2071,8294,0,0.0
2072,8297,0,0.0
2073,8304,0,0.0
2074,8313,0,0.0
2075,8314,0,0.0
2076,8319,0,0.0
2077,8323,0,0.0
2078,8326,0,0.0
2079,8327,0,0.0
2080,8329,0,0.0
2081,8340,0,0.0
2082,8345,0,0.0
2083,8349,0,0.0
2084,8369,0,0.0
2085,8371,0,0.0
2086,8373,0,0.0
2087,8374,0,0.0
2088,8376,0,0.0
2089,8380,0,1.0
2090,8381,0,0.0
2091,8387,0,0.0
2092,8390,0,0.0
2093,8391,0,0.0
2094,8396,0,0.0
2095,8399,0,0.0
2096,8406,0,1.0
2097,8411,0,0.0
2098,8412,0,0.0
2099,8419,0,0.0
2100,8429,0,0.0
2101,8430,0,0.0
2102,8434,0,0.0
2103,8442,0,0.0
2104,8443,0,0.0
2105,8451,0,0.0
2106,8452,0,0.0
2107,8456,0,0.0
2108,8465,0,0.0
2109,8466,0,0.0
2110,8470,0,0.0
2111,8473,0,0.0
2112,8475,0,0.0
2113,8476,0,0.0
2114,8477,0,0.0
2115,8480,0,0.0
2116,8483,0,0.0
2117,8490,0,0.0
2118,8500,0,0.0
2119,8502,1,0.0
2120,8507,0,0.0
2121,8513,0,0.0
2122,8514,0,0.0
2123,8522,0,0.0
2124,8534,0,0.0
2125,8535,0,0.0
2126,8540,0,0.0
2127,8542,0,0.0
2128,8545,0,1.0
2129,8546,0,0.0
2130,8557,0,0.0
2131,8561,0,0.0
2132,8566,0,0.0
2133,8567,0,0.0
2134,8572,0,0.0
2135,8573,0,0.0
2136,8575,1,0.0
2137,8580,0,0.0
2138,8582,0,0.0
2139,8586,0,0.0
2140,8596,0,0.0
2141,8600,0,0.0
2142,8605,0,0.0
2143,8609,0,0.0
2144,8611,0,0.0
2145,8616,0,0.0
2146,8619,0,0.0
2147,8620,0,0.0
2148,8622,0,0.0
2149,8624,0,0.0
2150,8626,0,0.0
2151,8631,0,0.0
2152,8633,0,0.0
2153,8634,0,0.0
2154,8643,0,0.0
2155,8644,0,0.0
2156,8651,0,0.0
2157,8652,0,0.0
2158,8655,0,0.0
2159,8662,0,0.0
2160,8671,0,0.0
2161,8672,0,0.0
2162,8673,0,0.0
2163,8681,0,0.0
2164,8699,0,1.0
2165,8700,0,0.0
2166,8703,0,0.0
2167,8706,0,0.0
2168,8716,0,0.0
2169,8719,0,0.0
2170,8720,0,0.0
2171,8727,0,0.0
2172,8729,0,0.0
2173,8733,0,0.0
2174,8734,0,0.0
2175,8741,0,0.0
2176,8742,0,0.0
2177,8749,0,0.0
2178,8752,0,0.0
2179,8754,0,0.0
2180,8755,0,0.0
2181,8763,0,0.0
2182,8764,0,0.0
2183,8765,0,0.0
2184,8767,0,0.0
2185,8770,0,0.0
2186,8772,0,0.0
2187,8775,0,0.0
2188,8777,0,0.0
2189,8779,0,0.0
2190,8789,0,0.0
2191,8790,0,0.0
2192,8793,0,0.0
2193,8795,0,0.0
2194,8796,0,0.0
2195,8799,0,0.0
2196,8802,1,0.0
2197,8804,0,0.0
2198,8805,0,0.0
2199,8810,0,0.0
2200,8812,0,0.0
2201,8816,0,0.0
2202,8820,1,0.0
2203,8822,0,0.0
2204,8831,0,0.0
2205,8832,0,0.0
2206,8833,0,0.0
2207,8836,0,0.0
2208,8844,0,0.0
2209,8846,0,0.0
2210,8856,0,0.0
2211,8860,0,0.0
2212,8863,0,0.0
2213,8865,0,0.0
2214,8867,0,0.0
2215,8869,0,0.0
2216,8870,0,0.0
2217,8879,0,0.0
2218,8880,0,0.0
2219,8885,0,0.0
2220,8886,0,0.0
2221,8889,0,0.0
2222,8894,0,0.0
2223,8905,0,0.0
2224,8910,0,0.0
2225,8913,0,0.0
2226,8920,0,0.0
2227,8922,0,0.0
2228,8933,0,0.0
2229,8934,0,1.0
2230,8941,0,0.0
2231,8944,0,0.0
2232,8949,0,0.0
2233,8951,0,0.0
2234,8952,0,0.0
2235,8953,0,0.0
2236,8955,0,0.0
2237,8957,0,0.0
2238,8960,0,0.0
2239,8963,0,1.0
2240,8969,0,0.0
2241,8971,0,0.0
2242,8972,0,0.0
2243,8979,0,0.0
2244,8981,0,0.0
2245,8986,0,0.0
2246,8996,0,0.0
2247,8999,0,0.0
2248,9000,0,0.0
2249,9001,0,0.0
2250,9005,0,0.0
2251,9011,0,0.0
2252,9012,0,0.0
2253,9026,0,0.0
2254,9030,0,0.0
2255,9031,0,0.0
2256,9032,0,0.0
2257,9035,0,0.0
2258,9036,0,0.0
2259,9043,0,0.0
2260,9044,0,0.0
2261,9049,0,0.0
2262,9050,1,0.0
2263,9059,0,0.0
2264,9060,0,1.0
2265,9072,0,0.0
2266,9076,0,0.0
2267,9080,0,0.0
2268,9082,0,0.0
2269,9085,0,0.0
2270,9093,0,0.0
2271,9096,0,0.0
2272,9097,0,0.0
2273,9102,0,0.0
2274,9105,0,0.0
2275,9107,0,0.0
2276,9109,0,0.0
2277,9111,0,0.0
2278,9112,0,0.0
2279,9116,0,0.0
2280,9125,0,0.0
2281,9126,1,0.0
2282,9137,0,0.0
2283,9141,0,0.0
2284,9144,0,0.0
2285,9159,0,0.0
2286,9164,0,0.0
2287,9165,0,0.0
2288,9166,0,0.0
2289,9167,0,0.0
2290,9170,0,0.0
2291,9172,0,0.0
2292,9184,0,0.0
2293,9186,0,0.0
2294,9192,0,0.0
2295,9195,0,0.0
2296,9196,0,0.0
2297,9200,0,0.0
2298,9205,0,0.0
2299,9207,0,0.0
2300,9210,0,0.0
2301,9211,0,0.0
2302,9222,0,0.0
2303,9229,0,0.0
2304,9240,0,0.0
2305,9241,0,0.0
2306,9242,0,0.0
2307,9245,0,0.0
2308,9246,0,0.0
2309,9247,0,0.0
2310,9253,0,0.0
2311,9256,0,0.0
2312,9265,0,0.0
2313,9267,0,0.0
2314,9271,0,0.0
2315,9272,0,0.0
2316,9276,0,0.0
2317,9282,0,0.0
2318,9292,0,0.0
2319,9294,0,0.0
2320,9295,0,0.0
2321,9296,0,0.0
2322,9297,0,0.0
2323,9303,0,0.0
2324,9304,0,0.0
2325,9312,0,0.0
2326,9313,0,0.0
2327,9321,0,0.0
2328,9323,0,0.0
2329,9327,0,0.0
2330,9331,0,0.0
2331,9332,0,0.0
2332,9335,0,0.0
2333,9344,0,0.0
2334,9345,0,0.0
2335,9354,0,0.0
2336,9355,0,0.0
2337,9362,0,0.0
2338,9363,0,0.0
2339,9367,0,0.0
2340,9373,0,0.0
2341,9374,0,0.0
2342,9377,0,0.0
2343,9383,0,0.0
2344,9389,0,0.0
2345,9390,0,0.0
2346,9391,0,0.0
2347,9392,0,0.0
2348,9407,0,0.0
2349,9412,0,0.0
2350,9414,0,0.0
2351,9417,0,0.0
2352,9419,0,0.0
2353,9423,0,0.0
2354,9424,0,0.0
2355,9427,0,0.0
2356,9431,0,0.0
2357,9432,0,0.0
2358,9437,0,0.0
2359,9440,1,0.0
2360,9442,0,0.0
2361,9447,0,0.0
2362,9449,0,0.0
2363,9451,0,0.0
2364,9453,0,0.0
2365,9460,0,0.0
2366,9463,0,0.0
2367,9466,0,0.0
2368,9472,0,0.0
2369,9473,0,0.0
2370,9481,0,0.0
2371,9490,0,0.0
2372,9491,0,0.0
2373,9493,0,0.0
2374,9504,0,0.0
2375,9510,0,0.0
2376,9513,0,0.0
2377,9517,0,0.0
2378,9519,0,0.0
2379,9521,0,0.0
2380,9529,0,0.0
2381,9530,0,0.0
2382,9547,0,0.0
2383,9549,0,0.0
2384,9550,0,0.0
2385,9552,0,0.0
2386,9554,0,0.0
2387,9560,0,0.0
2388,9563,0,0.0
2389,9567,0,0.0
2390,9571,0,0.0
2391,9575,0,0.0
2392,9577,0,0.0
2393,9579,0,0.0
2394,9580,0,0.0
2395,9581,0,0.0
2396,9583,0,0.0
2397,9586,0,0.0
2398,9587,0,0.0
2399,9591,0,0.0
2400,9594,0,0.0
2401,9603,0,0.0
2402,9606,0,0.0
2403,9607,0,0.0
2404,9613,0,0.0
2405,9614,0,0.0
2406,9621,0,0.0
2407,9630,0,0.0
2408,9631,0,0.0
2409,9632,0,0.0
2410,9644,0,0.0
2411,9645,0,0.0
2412,9650,0,0.0
2413,9652,0,0.0
2414,9654,0,0.0
2415,9659,0,0.0
2416,9662,0,0.0
2417,9670,0,0.0
2418,9673,0,0.0
2419,9683,0,0.0
2420,9694,0,0.0
2421,9699,0,0.0
2422,9703,0,0.0
2423,9705,0,0.0
2424,9709,0,0.0
2425,9712,0,0.0
2426,9713,0,0.0
2427,9714,0,0.0
2428,9717,0,1.0
