,id,search_and_rescue,search_and_rescue_prediction
1265,5182,0,0.0
1266,5187,0,0.0
1267,5191,0,0.0
1268,5193,0,0.0
1269,5197,0,0.0
1270,5199,0,0.0
1271,5209,0,0.0
1272,5211,0,0.0
1273,5217,0,0.0
1274,5225,0,0.0
1275,5230,0,0.0
1276,5240,0,0.0
1277,5252,0,0.0
1278,5255,0,0.0
1279,5262,0,0.0
1280,5264,0,0.0
1281,5273,0,0.0
1282,5284,0,0.0
1283,5285,0,0.0
1284,5286,0,0.0
1285,5291,0,0.0
1286,5296,0,0.0
1287,5300,0,0.0
1288,5303,0,0.0
1289,5320,0,0.0
1290,5329,0,0.0
1291,5330,0,0.0
1292,5334,0,0.0
1293,5341,0,0.0
1294,5346,0,0.0
1295,5349,0,0.0
1296,5352,0,0.0
1297,5356,0,0.0
1298,5357,0,0.0
1299,5359,0,0.0
1300,5361,0,0.0
1301,5366,0,0.0
1302,5371,0,0.0
1303,5372,0,0.0
1304,5374,0,0.0
1305,5379,0,0.0
1306,5381,0,0.0
1307,5386,0,0.0
1308,5390,0,0.0
1309,5392,0,0.0
1310,5393,0,0.0
1311,5396,0,0.0
1312,5410,0,0.0
1313,5412,0,0.0
1314,5415,0,0.0
1315,5416,0,0.0
1316,5421,0,0.0
1317,5424,0,0.0
1318,5425,0,0.0
1319,5426,0,0.0
1320,5427,0,0.0
1321,5430,0,0.0
1322,5441,0,0.0
1323,5442,0,0.0
1324,5446,0,0.0
1325,5450,0,0.0
1326,5453,0,0.0
1327,5454,0,0.0
1328,5457,0,0.0
1329,5463,0,0.0
1330,5481,0,0.0
1331,5482,0,0.0
1332,5483,0,0.0
1333,5487,0,0.0
1334,5490,0,0.0
1335,5507,0,0.0
1336,5512,0,0.0
1337,5520,0,0.0
1338,5527,0,0.0
1339,5530,0,0.0
1340,5540,0,0.0
1341,5551,0,0.0
1342,5554,0,0.0
1343,5560,0,0.0
1344,5571,0,0.0
1345,5573,0,0.0
1346,5576,0,0.0
1347,5579,0,0.0
1348,5580,0,0.0
1349,5582,0,0.0
1350,5584,1,0.0
1351,5585,0,0.0
1352,5587,0,0.0
1353,5589,0,0.0
1354,5591,0,0.0
1355,5593,0,0.0
1356,5613,0,0.0
1357,5614,0,0.0
1358,5615,0,0.0
1359,5616,0,0.0
1360,5621,0,0.0
1361,5622,0,0.0
1362,5623,0,0.0
1363,5625,0,0.0
1364,5630,0,0.0
1365,5631,0,0.0
1366,5633,0,0.0
1367,5635,0,0.0
1368,5636,0,0.0
1369,5639,0,0.0
1370,5649,0,0.0
1371,5653,0,0.0
1372,5655,0,0.0
1373,5659,0,0.0
1374,5666,0,0.0
1375,5673,0,0.0
1376,5677,0,0.0
1377,5680,0,0.0
1378,5681,0,0.0
1379,5685,0,0.0
1380,5686,0,0.0
1381,5697,0,0.0
1382,5699,0,0.0
1383,5703,0,0.0
1384,5705,0,0.0
1385,5706,0,0.0
1386,5710,0,0.0
1387,5711,0,0.0
1388,5712,0,0.0
1389,5715,0,0.0
1390,5717,0,0.0
1391,5722,0,0.0
1392,5727,0,0.0
1393,5729,0,0.0
1394,5730,0,0.0
1395,5733,0,0.0
1396,5734,0,0.0
1397,5736,0,0.0
1398,5741,0,0.0
1399,5742,0,0.0
1400,5743,0,0.0
1401,5746,0,0.0
1402,5749,0,0.0
1403,5762,0,0.0
1404,5765,0,0.0
1405,5766,0,0.0
1406,5767,0,0.0
1407,5769,0,0.0
1408,5773,0,0.0
1409,5774,0,0.0
1410,5776,0,0.0
1411,5779,0,0.0
1412,5781,0,0.0
1413,5789,0,0.0
1414,5794,0,0.0
1415,5796,0,0.0
1416,5801,0,0.0
1417,5802,0,0.0
1418,5804,0,0.0
1419,5805,0,0.0
1420,5810,0,0.0
1421,5815,0,0.0
1422,5819,0,0.0
1423,5822,0,0.0
1424,5829,0,0.0
1425,5836,0,0.0
1426,5839,0,0.0
1427,5843,0,0.0
1428,5853,0,0.0
1429,5855,0,0.0
1430,5859,0,0.0
1431,5863,0,0.0
1432,5865,0,0.0
1433,5867,0,0.0
1434,5873,0,0.0
1435,5876,0,0.0
1436,5879,0,0.0
1437,5881,0,0.0
1438,5882,0,0.0
1439,5885,0,0.0
1440,5886,0,0.0
1441,5891,0,0.0
1442,5892,0,0.0
1443,5896,0,0.0
1444,5903,0,0.0
1445,5906,0,0.0
1446,5907,0,0.0
1447,5909,0,0.0
1448,5914,0,0.0
1449,5916,0,0.0
1450,5923,0,0.0
1451,5924,0,0.0
1452,5927,0,0.0
1453,5931,0,0.0
1454,5932,0,0.0
1455,5934,0,0.0
1456,5936,0,0.0
1457,5943,0,0.0
1458,5947,0,0.0
1459,5951,0,0.0
1460,5952,0,0.0
1461,5957,0,0.0
1462,5960,0,0.0
1463,5967,0,0.0
1464,5970,0,0.0
1465,5971,0,0.0
1466,5973,0,0.0
1467,5977,0,0.0
1468,5982,0,0.0
1469,5985,0,0.0
1470,5986,0,0.0
1471,5990,0,0.0
1472,5991,0,0.0
1473,5994,0,0.0
1474,5995,0,0.0
1475,5999,0,0.0
1476,6001,0,0.0
1477,6002,0,0.0
1478,6003,0,0.0
1479,6004,0,0.0
1480,6013,0,0.0
1481,6015,0,0.0
1482,6024,0,0.0
1483,6025,0,0.0
1484,6027,0,0.0
1485,6029,0,0.0
1486,6030,0,0.0
1487,6033,0,0.0
1488,6036,0,0.0
1489,6040,0,0.0
1490,6047,0,0.0
1491,6051,0,0.0
1492,6056,0,0.0
1493,6061,0,0.0
1494,6069,0,0.0
1495,6073,0,0.0
1496,6080,0,0.0
1497,6103,0,0.0
1498,6104,0,0.0
1499,6106,0,0.0
1500,6122,0,0.0
1501,6123,0,0.0
1502,6126,0,0.0
1503,6127,0,0.0
1504,6132,0,0.0
1505,6136,0,0.0
1506,6137,0,0.0
1507,6139,0,0.0
1508,6145,0,0.0
1509,6146,0,0.0
1510,6147,0,0.0
1511,6150,0,0.0
1512,6152,0,0.0
1513,6154,0,0.0
1514,6155,0,0.0
1515,6159,0,0.0
1516,6162,0,0.0
1517,6167,0,0.0
1518,6170,0,0.0
1519,6177,0,0.0
1520,6181,0,0.0
1521,6183,0,0.0
1522,6186,0,0.0
1523,6197,0,0.0
1524,6201,0,0.0
1525,6203,0,0.0
1526,6206,0,0.0
1527,6207,0,0.0
1528,6209,0,0.0
1529,6223,0,0.0
1530,6225,0,0.0
1531,6227,0,0.0
1532,6232,0,0.0
1533,6237,0,0.0
1534,6240,0,0.0
1535,6244,0,0.0
1536,6245,0,0.0
1537,6251,0,0.0
1538,6252,0,0.0
1539,6253,0,0.0
1540,6254,0,0.0
1541,6255,0,0.0
1542,6257,0,0.0
1543,6261,0,0.0
1544,6262,0,0.0
1545,6271,0,0.0
1546,6272,0,0.0
1547,6275,0,0.0
1548,6279,0,0.0
1549,6280,0,0.0
1550,6283,0,0.0
1551,6286,0,0.0
1552,6289,0,0.0
1553,6291,0,0.0
1554,6292,0,0.0
1555,6304,0,0.0
1556,6310,0,0.0
1557,6322,0,0.0
1558,6323,0,0.0
1559,6325,0,0.0
1560,6326,0,0.0
1561,6334,0,0.0
1562,6336,0,0.0
1563,6340,0,0.0
1564,6346,0,0.0
1565,6347,0,0.0
1566,6352,0,0.0
1567,6364,0,0.0
1568,6375,0,0.0
1569,6379,0,0.0
1570,6380,0,0.0
1571,6381,0,0.0
1572,6387,0,0.0
1573,6401,0,0.0
1574,6403,0,0.0
1575,6405,0,0.0
1576,6409,0,0.0
1577,6411,0,0.0
1578,6415,0,0.0
1579,6425,0,0.0
1580,6430,0,0.0
1581,6431,0,0.0
1582,6434,0,0.0
1583,6436,0,0.0
1584,6442,0,0.0
1585,6443,0,0.0
1586,6450,0,0.0
1587,6452,0,0.0
1588,6454,0,0.0
1589,6459,0,0.0
1590,6461,0,0.0
1591,6464,0,0.0
1592,6465,0,0.0
1593,6474,0,0.0
1594,6475,0,0.0
1595,6477,0,0.0
1596,6479,0,0.0
1597,6480,0,0.0
1598,6483,0,0.0
1599,6487,0,0.0
1600,6489,0,0.0
1601,6491,0,0.0
1602,6492,0,0.0
1603,6493,0,0.0
1604,6497,0,0.0
1605,6501,0,0.0
1606,6511,0,0.0
1607,6515,0,0.0
1608,6522,0,0.0
1609,6524,0,0.0
1610,6529,0,0.0
1611,6549,0,0.0
1612,6550,0,0.0
1613,6552,0,0.0
1614,6557,0,0.0
1615,6560,0,0.0
1616,6562,0,0.0
1617,6566,0,0.0
1618,6570,0,0.0
1619,6573,0,0.0
1620,6575,0,0.0
1621,6579,0,0.0
1622,6584,0,0.0
1623,6591,0,0.0
1624,6594,0,0.0
1625,6596,0,0.0
1626,6599,0,0.0
1627,6606,0,0.0
1628,6607,0,0.0
1629,6609,0,0.0
1630,6612,0,0.0
1631,6614,0,0.0
1632,6621,0,0.0
1633,6623,0,0.0
1634,6625,0,0.0
1635,6631,0,0.0
1636,6633,0,0.0
1637,6634,0,0.0
1638,6640,0,0.0
1639,6645,0,0.0
1640,6650,0,0.0
1641,6654,0,0.0
1642,6655,0,0.0
1643,6656,0,0.0
1644,6657,0,0.0
1645,6661,0,0.0
1646,6662,0,0.0
1647,6665,0,0.0
1648,6670,0,0.0
1649,6675,0,0.0
1650,6677,0,0.0
1651,6681,0,0.0
1652,6683,0,0.0
1653,6689,0,0.0
1654,6690,0,0.0
1655,6699,0,0.0
1656,6700,0,0.0
1657,6702,0,0.0
1658,6703,0,0.0
1659,6706,0,0.0
1660,6709,0,0.0
1661,6716,0,0.0
1662,6727,0,0.0
1663,6740,0,0.0
1664,6741,0,0.0
1665,6751,0,0.0
1666,6752,0,0.0
1667,6755,0,0.0
1668,6756,0,0.0
1669,6760,0,0.0
1670,6761,0,0.0
1671,6762,0,0.0
1672,6770,0,0.0
1673,6785,0,0.0
1674,6796,0,0.0
1675,6800,0,0.0
1676,6802,0,0.0
1677,6803,0,0.0
1678,6804,0,0.0
1679,6807,0,0.0
1680,6811,0,0.0
1681,6812,0,0.0
1682,6816,0,0.0
1683,6817,0,0.0
1684,6831,0,0.0
1685,6833,0,0.0
1686,6834,0,0.0
1687,6836,0,0.0
1688,6837,0,0.0
1689,6844,0,0.0
1690,6855,0,0.0
1691,6857,0,0.0
1692,6859,0,0.0
1693,6861,0,0.0
1694,6863,0,0.0
1695,6865,0,0.0
1696,6867,0,0.0
1697,6870,0,0.0
1698,6872,0,0.0
1699,6875,0,0.0
1700,6876,0,0.0
1701,6885,0,0.0
1702,6897,0,0.0
1703,6904,0,0.0
1704,6905,0,0.0
1705,6906,0,0.0
1706,6907,0,0.0
1707,6912,0,0.0
1708,6919,0,0.0
1709,6920,0,0.0
1710,6921,0,0.0
1711,6922,0,0.0
1712,6927,0,0.0
1713,6929,0,0.0
1714,6931,0,0.0
1715,6937,0,0.0
1716,6939,0,0.0
1717,6942,0,0.0
1718,6943,0,0.0
1719,6944,0,0.0
1720,6946,0,0.0
1721,6949,0,0.0
1722,6951,0,0.0
1723,6952,0,0.0
1724,6953,0,0.0
1725,6954,0,0.0
1726,6956,1,0.0
1727,6961,0,0.0
1728,6967,0,0.0
1729,6977,0,0.0
1730,6982,0,0.0
1731,6991,0,0.0
1732,6992,0,0.0
1733,6996,0,0.0
1734,7000,0,0.0
1735,7001,0,0.0
1736,7005,0,0.0
1737,7010,0,0.0
1738,7012,0,0.0
1739,7014,0,0.0
1740,7026,0,0.0
1741,7033,0,0.0
1742,7035,0,0.0
1743,7043,0,0.0
1744,7044,0,0.0
1745,7050,0,0.0
1746,7056,0,0.0
1747,7061,0,0.0
1748,7067,0,0.0
1749,7077,0,0.0
1750,7079,0,0.0
1751,7081,0,0.0
1752,7085,0,0.0
1753,7090,0,0.0
1754,7091,0,0.0
1755,7095,0,0.0
1756,7096,0,0.0
1757,7100,0,0.0
1758,7103,0,0.0
1759,7113,0,0.0
1760,7114,0,0.0
1761,7116,0,0.0
1762,7117,0,0.0
1763,7124,0,0.0
1764,7134,0,0.0
1765,7142,0,0.0
1766,7147,0,0.0
1767,7154,0,0.0
1768,7155,0,0.0
1769,7160,0,0.0
1770,7163,0,0.0
1771,7165,0,0.0
1772,7167,0,0.0
1773,7174,0,0.0
1774,7176,0,0.0
1775,7181,0,0.0
1776,7190,0,0.0
1777,7191,0,0.0
1778,7193,0,0.0
1779,7195,0,0.0
1780,7196,0,0.0
1781,7203,0,0.0
1782,7204,0,0.0
1783,7214,0,0.0
1784,7215,0,0.0
1785,7217,0,0.0
1786,7219,0,0.0
1787,7233,0,0.0
1788,7235,0,0.0
1789,7249,0,0.0
1790,7250,0,0.0
1791,7252,0,0.0
1792,7253,0,0.0
1793,7254,0,0.0
1794,7257,0,0.0
1795,7262,0,0.0
1796,7265,0,0.0
1797,7271,0,0.0
1798,7277,0,0.0
1799,7279,0,0.0
1800,7292,0,0.0
1801,7293,0,1.0
1802,7301,0,0.0
1803,7313,0,0.0
1804,7314,0,0.0
1805,7319,0,0.0
1806,7320,0,0.0
1807,7326,0,0.0
1808,7340,0,0.0
1809,7341,0,0.0
1810,7352,0,0.0
1811,7354,0,0.0
1812,7357,0,0.0
1813,7359,0,0.0
1814,7360,0,0.0
1815,7365,0,0.0
1816,7371,0,0.0
1817,7373,0,0.0
1818,7374,0,0.0
1819,7375,0,0.0
1820,7379,0,0.0
1821,7380,0,0.0
1822,7384,0,0.0
1823,7386,0,0.0
1824,7387,0,0.0
1825,7389,0,0.0
1826,7390,0,0.0
1827,7392,0,0.0
1828,7394,0,0.0
1829,7400,0,0.0
1830,7403,0,0.0
1831,7404,0,0.0
1832,7410,0,0.0
1833,7413,0,0.0
1834,7421,0,0.0
1835,7429,0,0.0
1836,7430,0,0.0
1837,7435,0,0.0
1838,7436,0,0.0
1839,7437,0,0.0
1840,7443,0,0.0
1841,7445,0,0.0
1842,7446,0,0.0
1843,7451,0,0.0
1844,7453,0,0.0
1845,7459,0,1.0
1846,7464,0,0.0
1847,7476,0,0.0
1848,7482,0,0.0
1849,7485,0,0.0
1850,7494,0,0.0
1851,7499,0,0.0
1852,7504,0,0.0
1853,7507,0,0.0
1854,7510,0,0.0
1855,7516,0,0.0
1856,7517,0,0.0
1857,7520,0,0.0
1858,7523,0,0.0
1859,7526,0,0.0
1860,7532,0,0.0
1861,7539,0,0.0
1862,7542,0,0.0
1863,7544,0,0.0
1864,7559,0,0.0
1865,7561,0,0.0
1866,7566,0,0.0
1867,7567,0,0.0
1868,7571,0,0.0
1869,7575,0,0.0
1870,7579,0,0.0
1871,7582,0,0.0
1872,7583,0,0.0
1873,7586,0,0.0
1874,7596,0,0.0
1875,7597,0,0.0
1876,7599,0,0.0
1877,7609,0,0.0
1878,7610,0,0.0
1879,7611,0,0.0
1880,7629,0,0.0
1881,7631,0,0.0
1882,7633,0,0.0
1883,7634,0,0.0
1884,7636,0,0.0
1885,7642,0,0.0
1886,7643,0,0.0
1887,7646,0,0.0
1888,7655,0,0.0
1889,7663,0,0.0
1890,7665,0,0.0
1891,7666,0,0.0
1892,7674,0,0.0
1893,7679,0,0.0
1894,7680,0,0.0
1895,7683,0,0.0
1896,7685,0,0.0
1897,7690,0,0.0
1898,7703,0,0.0
1899,7705,0,0.0
1900,7707,0,0.0
1901,7712,0,0.0
1902,7716,0,0.0
1903,7717,0,0.0
1904,7719,0,0.0
1905,7720,0,0.0
1906,7729,0,0.0
1907,7732,0,0.0
1908,7737,0,0.0
1909,7742,0,0.0
1910,7745,0,0.0
1911,7750,0,0.0
1912,7756,0,0.0
1913,7759,0,0.0
1914,7763,0,0.0
1915,7764,1,0.0
1916,7765,0,0.0
1917,7774,0,0.0
1918,7777,0,0.0
1919,7816,0,0.0
1920,7820,0,0.0
1921,7821,0,0.0
1922,7823,0,0.0
1923,7824,0,0.0
1924,7833,0,0.0
1925,7836,1,0.0
1926,7837,0,0.0
1927,7841,0,0.0
1928,7844,0,0.0
1929,7845,0,0.0
1930,7849,0,0.0
1931,7850,0,0.0
1932,7851,0,0.0
1933,7852,0,0.0
1934,7856,0,0.0
1935,7860,0,0.0
1936,7861,0,0.0
1937,7862,0,0.0
1938,7863,0,0.0
1939,7864,0,0.0
1940,7867,0,0.0
1941,7871,0,0.0
1942,7892,0,0.0
1943,7894,0,0.0
1944,7903,0,0.0
1945,7904,0,0.0
1946,7906,0,0.0
1947,7909,0,0.0
1948,7915,0,0.0
1949,7916,0,0.0
1950,7927,0,0.0
1951,7932,0,0.0
1952,7935,0,0.0
1953,7936,0,0.0
1954,7937,0,0.0
1955,7940,0,0.0
1956,7945,0,0.0
1957,7947,0,0.0
1958,7949,0,0.0
1959,7950,0,0.0
1960,7953,0,0.0
1961,7956,0,0.0
1962,7961,0,0.0
1963,7965,0,0.0
1964,7980,1,0.0
1965,7981,0,0.0
1966,7990,0,0.0
1967,7994,0,0.0
1968,7996,0,0.0
1969,8004,0,0.0
1970,8005,0,0.0
1971,8009,0,0.0
1972,8010,0,0.0
1973,8015,0,0.0
1974,8019,0,0.0
1975,8021,0,0.0
1976,8029,0,0.0
1977,8037,1,0.0
1978,8039,0,0.0
1979,8040,0,0.0
1980,8043,0,0.0
1981,8044,0,0.0
1982,8046,0,0.0
1983,8047,0,0.0
1984,8054,0,0.0
1985,8061,0,0.0
1986,8062,0,0.0
1987,8066,0,0.0
1988,8069,0,0.0
1989,8080,0,0.0
1990,8084,0,0.0
1991,8087,0,0.0
1992,8090,0,0.0
1993,8100,0,0.0
1994,8102,0,0.0
1995,8103,0,0.0
1996,8105,0,0.0
1997,8112,0,0.0
1998,8115,0,0.0
1999,8125,0,0.0
2000,8129,0,0.0
2001,8133,0,0.0
2002,8137,0,0.0
2003,8147,0,0.0
2004,8150,0,0.0
2005,8151,0,0.0
2006,8155,0,0.0
2007,8159,0,0.0
2008,8175,0,0.0
2009,8176,0,0.0
2010,8182,0,0.0
2011,8183,0,0.0
2012,8184,0,0.0
2013,8193,0,0.0
2014,8194,0,0.0
2015,8196,0,0.0
2016,8202,0,0.0
2017,8204,0,0.0
2018,8206,0,0.0
2019,8209,0,0.0
2020,8211,0,0.0
2021,8214,0,0.0
2022,8222,0,0.0
2023,8235,0,0.0
2024,8236,0,0.0
2025,8237,0,0.0
2026,8240,0,0.0
2027,8244,0,0.0
2028,8247,0,0.0
2029,8249,0,0.0
2030,8251,0,0.0
2031,8254,0,0.0
2032,8256,0,0.0
2033,8263,0,0.0
2034,8270,0,0.0
2035,8271,0,0.0
2036,8273,0,0.0
2037,8275,0,0.0
2038,8276,0,0.0
2039,8280,0,0.0
2040,8281,0,0.0
2041,8282,0,0.0
2042,8285,0,0.0
2043,8286,0,0.0
2044,8289,0,0.0
2045,8291,0,0.0
2046,8292,0,0.0
2047,8293,0,0.0
2048,8294,0,0.0
2049,8302,0,0.0
2050,8304,0,0.0
2051,8305,0,0.0
2052,8311,0,0.0
2053,8319,0,0.0
2054,8321,0,0.0
2055,8324,0,0.0
2056,8326,0,0.0
2057,8330,0,0.0
2058,8332,0,0.0
2059,8333,0,0.0
2060,8340,0,0.0
2061,8344,0,0.0
2062,8346,0,0.0
2063,8352,0,0.0
2064,8356,0,0.0
2065,8357,0,0.0
2066,8360,0,0.0
2067,8364,0,0.0
2068,8365,0,0.0
2069,8366,0,0.0
2070,8370,0,0.0
2071,8372,0,0.0
2072,8373,0,0.0
2073,8374,0,0.0
2074,8381,0,0.0
2075,8382,0,0.0
2076,8387,0,0.0
2077,8392,0,0.0
2078,8395,0,0.0
2079,8396,0,0.0
2080,8400,0,0.0
2081,8402,0,0.0
2082,8410,0,0.0
2083,8414,0,0.0
2084,8416,0,0.0
2085,8419,0,0.0
2086,8427,0,0.0
2087,8429,0,0.0
2088,8431,0,0.0
2089,8432,0,0.0
2090,8433,0,0.0
2091,8440,0,0.0
2092,8452,0,0.0
2093,8462,0,0.0
2094,8463,0,0.0
2095,8464,0,0.0
2096,8474,0,0.0
2097,8476,0,0.0
2098,8481,0,0.0
2099,8484,0,0.0
2100,8489,0,0.0
2101,8490,0,0.0
2102,8492,0,0.0
2103,8505,0,0.0
2104,8506,0,0.0
2105,8509,0,0.0
2106,8510,0,0.0
2107,8511,0,1.0
2108,8515,0,0.0
2109,8516,0,0.0
2110,8525,0,0.0
2111,8531,0,0.0
2112,8533,0,0.0
2113,8541,0,0.0
2114,8546,0,0.0
2115,8551,0,0.0
2116,8557,0,0.0
2117,8564,0,0.0
2118,8566,0,0.0
2119,8569,0,0.0
2120,8571,0,0.0
2121,8577,0,0.0
2122,8580,0,0.0
2123,8581,0,0.0
2124,8584,0,0.0
2125,8586,0,0.0
2126,8595,0,0.0
2127,8599,0,0.0
2128,8616,0,0.0
2129,8617,0,0.0
2130,8620,0,0.0
2131,8622,0,0.0
2132,8626,0,0.0
2133,8630,0,0.0
2134,8633,0,0.0
2135,8634,0,0.0
2136,8635,0,0.0
2137,8636,0,0.0
2138,8637,0,0.0
2139,8639,0,0.0
2140,8641,0,0.0
2141,8643,0,0.0
2142,8645,0,0.0
2143,8659,0,0.0
2144,8660,0,0.0
2145,8662,0,1.0
2146,8663,0,0.0
2147,8666,0,0.0
2148,8671,0,0.0
2149,8672,0,0.0
2150,8679,0,0.0
2151,8689,0,0.0
2152,8690,0,0.0
2153,8694,0,0.0
2154,8697,0,0.0
2155,8699,0,0.0
2156,8710,0,0.0
2157,8711,0,0.0
2158,8719,0,0.0
2159,8721,0,0.0
2160,8736,0,0.0
2161,8746,0,0.0
2162,8754,0,0.0
2163,8755,0,0.0
2164,8757,0,0.0
2165,8763,0,0.0
2166,8766,0,0.0
2167,8772,0,0.0
2168,8776,0,0.0
2169,8779,0,0.0
2170,8781,0,0.0
2171,8782,0,0.0
2172,8784,0,0.0
2173,8785,0,0.0
2174,8792,0,0.0
2175,8793,0,0.0
2176,8794,0,0.0
2177,8795,0,0.0
2178,8796,0,0.0
2179,8799,0,0.0
2180,8800,0,0.0
2181,8801,0,0.0
2182,8810,0,0.0
2183,8812,0,0.0
2184,8813,0,0.0
2185,8814,0,0.0
2186,8816,0,0.0
2187,8819,0,0.0
2188,8823,0,0.0
2189,8824,0,0.0
2190,8826,0,0.0
2191,8827,0,0.0
2192,8829,0,0.0
2193,8833,0,0.0
2194,8835,0,0.0
2195,8837,0,0.0
2196,8839,0,0.0
2197,8843,0,0.0
2198,8846,0,0.0
2199,8849,0,0.0
2200,8850,0,0.0
2201,8855,0,0.0
2202,8856,0,0.0
2203,8859,0,0.0
2204,8861,0,0.0
2205,8867,0,0.0
2206,8870,0,0.0
2207,8871,0,0.0
2208,8877,0,0.0
2209,8880,0,0.0
2210,8889,0,0.0
2211,8896,0,0.0
2212,8901,0,0.0
2213,8904,0,0.0
2214,8905,0,0.0
2215,8906,0,0.0
2216,8915,0,0.0
2217,8926,0,0.0
2218,8930,0,0.0
2219,8931,0,0.0
2220,8932,0,0.0
2221,8933,0,0.0
2222,8934,0,1.0
2223,8936,0,0.0
2224,8937,0,0.0
2225,8941,0,0.0
2226,8943,0,0.0
2227,8947,0,0.0
2228,8952,0,0.0
2229,8953,0,0.0
2230,8954,0,0.0
2231,8956,0,0.0
2232,8961,0,0.0
2233,8967,0,0.0
2234,8970,0,0.0
2235,8971,0,0.0
2236,8975,0,0.0
2237,8976,0,0.0
2238,8983,0,0.0
2239,8984,0,0.0
2240,8995,0,0.0
2241,8996,0,0.0
2242,9000,0,0.0
2243,9003,0,0.0
2244,9006,0,0.0
2245,9009,0,0.0
2246,9010,0,0.0
2247,9019,0,0.0
2248,9020,0,0.0
2249,9026,0,0.0
2250,9027,0,0.0
2251,9032,0,0.0
2252,9036,0,0.0
2253,9037,0,0.0
2254,9042,0,0.0
2255,9043,0,0.0
2256,9044,0,0.0
2257,9045,0,0.0
2258,9046,0,0.0
2259,9054,0,0.0
2260,9055,0,0.0
2261,9062,0,0.0
2262,9064,0,0.0
2263,9070,0,0.0
2264,9072,0,0.0
2265,9074,0,0.0
2266,9085,0,0.0
2267,9086,0,0.0
2268,9087,0,0.0
2269,9089,0,0.0
2270,9094,0,0.0
2271,9095,0,0.0
2272,9099,0,0.0
2273,9105,0,0.0
2274,9109,0,0.0
2275,9113,0,0.0
2276,9114,0,0.0
2277,9116,0,0.0
2278,9117,0,0.0
2279,9119,0,0.0
2280,9130,0,0.0
2281,9131,0,0.0
2282,9132,0,0.0
2283,9134,0,0.0
2284,9140,0,0.0
2285,9142,0,0.0
2286,9143,0,0.0
2287,9146,0,0.0
2288,9149,0,0.0
2289,9150,0,0.0
2290,9151,0,0.0
2291,9152,0,0.0
2292,9155,0,0.0
2293,9159,0,0.0
2294,9162,0,0.0
2295,9167,0,0.0
2296,9169,0,0.0
2297,9174,0,0.0
2298,9176,0,0.0
2299,9180,0,0.0
2300,9189,0,0.0
2301,9190,0,0.0
2302,9195,0,0.0
2303,9207,0,0.0
2304,9212,0,0.0
2305,9217,0,0.0
2306,9221,0,0.0
2307,9222,0,0.0
2308,9225,0,0.0
2309,9229,0,0.0
2310,9236,0,0.0
2311,9237,0,0.0
2312,9240,0,0.0
2313,9241,0,0.0
2314,9249,0,0.0
2315,9250,0,0.0
2316,9252,0,0.0
2317,9253,0,0.0
2318,9255,0,0.0
2319,9260,0,0.0
2320,9262,0,0.0
2321,9269,0,0.0
2322,9281,0,0.0
2323,9283,0,0.0
2324,9290,0,0.0
2325,9291,0,0.0
2326,9294,0,0.0
2327,9296,0,0.0
2328,9299,0,0.0
2329,9300,0,0.0
2330,9301,0,0.0
2331,9303,0,0.0
2332,9304,0,0.0
2333,9305,0,0.0
2334,9310,0,0.0
2335,9312,0,0.0
2336,9313,0,0.0
2337,9321,0,0.0
2338,9322,0,0.0
2339,9323,0,0.0
2340,9327,0,0.0
2341,9329,0,0.0
2342,9332,0,0.0
2343,9333,0,0.0
2344,9341,0,0.0
2345,9347,0,0.0
2346,9351,0,0.0
2347,9352,0,0.0
2348,9354,0,0.0
2349,9369,0,0.0
2350,9373,0,0.0
2351,9374,0,0.0
2352,9376,0,0.0
2353,9381,0,0.0
2354,9383,0,0.0
2355,9385,0,0.0
2356,9386,0,0.0
2357,9392,0,0.0
2358,9395,0,0.0
2359,9399,0,0.0
2360,9400,0,0.0
2361,9403,0,0.0
2362,9406,0,0.0
2363,9410,0,0.0
2364,9412,0,0.0
2365,9424,0,0.0
2366,9425,0,0.0
2367,9426,0,0.0
2368,9432,0,0.0
2369,9433,0,0.0
2370,9436,0,0.0
2371,9440,0,0.0
2372,9442,0,0.0
2373,9444,0,0.0
2374,9445,0,0.0
2375,9451,0,0.0
2376,9454,0,0.0
2377,9455,0,0.0
2378,9456,0,0.0
2379,9464,0,0.0
2380,9471,0,0.0
2381,9473,0,0.0
2382,9476,0,0.0
2383,9477,0,0.0
2384,9486,0,0.0
2385,9496,0,0.0
2386,9502,0,0.0
2387,9503,0,0.0
2388,9505,0,0.0
2389,9509,0,0.0
2390,9510,0,0.0
2391,9514,0,0.0
2392,9540,0,0.0
2393,9541,0,0.0
2394,9554,0,0.0
2395,9559,0,0.0
2396,9562,0,0.0
2397,9569,0,0.0
2398,9571,0,0.0
2399,9577,0,0.0
2400,9589,0,0.0
2401,9602,0,0.0
2402,9613,0,0.0
2403,9620,0,0.0
2404,9621,0,0.0
2405,9622,0,0.0
2406,9623,0,0.0
2407,9629,0,0.0
2408,9631,0,0.0
2409,9632,0,0.0
2410,9635,0,0.0
2411,9636,0,0.0
2412,9637,0,0.0
2413,9642,0,0.0
2414,9651,0,0.0
2415,9652,0,0.0
2416,9653,0,0.0
2417,9666,0,0.0
2418,9670,0,0.0
2419,9672,0,0.0
2420,9687,0,0.0
2421,9693,0,0.0
2422,9695,0,0.0
2423,9700,0,0.0
2424,9702,0,0.0
2425,9703,0,0.0
2426,9704,0,0.0
2427,9717,0,0.0
2428,9723,0,0.0
