,id,food,food_prediction
1267,5350,0,0.0
1268,5355,0,0.0
1269,5356,0,0.0
1270,5359,1,0.0
1271,5370,0,0.0
1272,5371,1,1.0
1273,5372,1,0.0
1274,5381,1,0.0
1275,5382,0,0.0
1276,5385,0,0.0
1277,5390,1,1.0
1278,5396,0,1.0
1279,5397,0,1.0
1280,5401,1,0.0
1281,5403,0,0.0
1282,5406,1,1.0
1283,5407,0,0.0
1284,5411,0,1.0
1285,5414,0,0.0
1286,5415,0,1.0
1287,5417,0,0.0
1288,5420,0,0.0
1289,5424,1,1.0
1290,5430,0,0.0
1291,5437,0,0.0
1292,5439,0,0.0
1293,5443,0,1.0
1294,5445,1,1.0
1295,5454,0,1.0
1296,5455,0,0.0
1297,5457,0,0.0
1298,5464,0,0.0
1299,5466,0,0.0
1300,5467,0,0.0
1301,5484,0,0.0
1302,5487,0,0.0
1303,5500,0,0.0
1304,5509,0,1.0
1305,5511,1,1.0
1306,5514,1,1.0
1307,5516,0,0.0
1308,5520,0,0.0
1309,5524,0,0.0
1310,5525,1,1.0
1311,5527,0,0.0
1312,5529,0,0.0
1313,5546,0,0.0
1314,5550,0,0.0
1315,5552,1,0.0
1316,5554,1,0.0
1317,5560,0,0.0
1318,5563,0,0.0
1319,5570,0,0.0
1320,5573,0,0.0
1321,5579,1,0.0
1322,5586,1,1.0
1323,5587,1,1.0
1324,5592,0,0.0
1325,5607,0,0.0
1326,5619,1,0.0
1327,5624,0,1.0
1328,5635,1,0.0
1329,5642,0,0.0
1330,5644,0,0.0
1331,5645,0,0.0
1332,5646,0,0.0
1333,5651,1,1.0
1334,5653,1,0.0
1335,5656,1,0.0
1336,5657,0,0.0
1337,5661,0,0.0
1338,5662,0,0.0
1339,5667,1,0.0
1340,5672,0,0.0
1341,5673,0,0.0
1342,5677,0,0.0
1343,5683,0,0.0
1344,5696,0,0.0
1345,5701,0,0.0
1346,5709,1,1.0
1347,5710,0,0.0
1348,5716,1,0.0
1349,5725,0,0.0
1350,5727,0,1.0
1351,5730,0,1.0
1352,5733,0,1.0
1353,5736,0,0.0
1354,5741,0,0.0
1355,5746,1,1.0
1356,5750,0,0.0
1357,5757,0,0.0
1358,5759,0,0.0
1359,5761,0,0.0
1360,5773,0,0.0
1361,5780,0,0.0
1362,5787,0,0.0
1363,5789,0,1.0
1364,5791,0,0.0
1365,5794,0,0.0
1366,5795,0,0.0
1367,5796,0,1.0
1368,5803,0,0.0
1369,5814,0,0.0
1370,5822,0,0.0
1371,5824,0,0.0
1372,5825,0,0.0
1373,5837,0,1.0
1374,5846,0,0.0
1375,5851,1,1.0
1376,5852,0,0.0
1377,5853,0,0.0
1378,5854,0,0.0
1379,5860,0,0.0
1380,5861,0,0.0
1381,5869,0,0.0
1382,5874,0,1.0
1383,5881,0,0.0
1384,5883,0,0.0
1385,5885,0,0.0
1386,5886,1,1.0
1387,5892,0,0.0
1388,5899,0,0.0
1389,5902,0,0.0
1390,5903,0,0.0
1391,5907,0,0.0
1392,5912,0,0.0
1393,5913,0,0.0
1394,5917,0,0.0
1395,5919,0,0.0
1396,5924,0,0.0
1397,5932,0,0.0
1398,5933,0,0.0
1399,5936,0,0.0
1400,5940,0,0.0
1401,5947,0,0.0
1402,5949,0,0.0
1403,5950,1,0.0
1404,5952,0,0.0
1405,5953,0,0.0
1406,5954,0,0.0
1407,5960,0,0.0
1408,5965,0,0.0
1409,5975,0,0.0
1410,5977,0,0.0
1411,5980,1,0.0
1412,5985,0,0.0
1413,5990,1,0.0
1414,5994,0,0.0
1415,6001,1,1.0
1416,6011,0,0.0
1417,6017,0,0.0
1418,6023,1,0.0
1419,6032,1,0.0
1420,6049,0,0.0
1421,6051,0,0.0
1422,6060,1,1.0
1423,6063,0,0.0
1424,6064,1,1.0
1425,6065,0,0.0
1426,6066,0,0.0
1427,6069,0,0.0
1428,6075,0,0.0
1429,6080,0,0.0
1430,6086,0,0.0
1431,6087,0,0.0
1432,6091,0,0.0
1433,6095,0,0.0
1434,6102,0,0.0
1435,6106,0,0.0
1436,6109,0,0.0
1437,6115,0,0.0
1438,6122,0,0.0
1439,6126,1,0.0
1440,6130,0,0.0
1441,6133,0,1.0
1442,6135,0,0.0
1443,6142,0,0.0
1444,6144,1,0.0
1445,6153,0,0.0
1446,6160,0,0.0
1447,6169,0,1.0
1448,6175,1,1.0
1449,6180,0,0.0
1450,6195,0,0.0
1451,6196,0,0.0
1452,6206,0,1.0
1453,6209,0,0.0
1454,6213,0,0.0
1455,6225,1,1.0
1456,6229,0,0.0
1457,6231,1,1.0
1458,6235,0,0.0
1459,6236,0,0.0
1460,6244,0,0.0
1461,6246,1,0.0
1462,6255,0,0.0
1463,6260,1,1.0
1464,6261,0,0.0
1465,6271,1,0.0
1466,6283,0,0.0
1467,6284,0,0.0
1468,6292,0,0.0
1469,6293,0,0.0
1470,6295,0,0.0
1471,6300,0,0.0
1472,6303,0,0.0
1473,6304,0,0.0
1474,6305,0,0.0
1475,6306,0,0.0
1476,6310,0,0.0
1477,6312,1,1.0
1478,6314,0,0.0
1479,6321,0,0.0
1480,6325,0,0.0
1481,6326,0,1.0
1482,6329,0,0.0
1483,6332,0,1.0
1484,6333,0,1.0
1485,6334,0,0.0
1486,6337,0,1.0
1487,6343,0,0.0
1488,6349,0,0.0
1489,6359,0,0.0
1490,6364,0,0.0
1491,6367,0,0.0
1492,6372,0,0.0
1493,6376,0,1.0
1494,6380,0,0.0
1495,6381,1,0.0
1496,6385,0,0.0
1497,6391,0,0.0
1498,6393,0,0.0
1499,6394,0,0.0
1500,6412,0,1.0
1501,6414,0,0.0
1502,6415,0,0.0
1503,6427,0,0.0
1504,6430,0,1.0
1505,6434,0,0.0
1506,6441,0,0.0
1507,6446,1,1.0
1508,6449,0,0.0
1509,6453,1,0.0
1510,6456,0,0.0
1511,6463,0,0.0
1512,6464,1,0.0
1513,6467,0,0.0
1514,6469,0,0.0
1515,6479,1,1.0
1516,6483,0,0.0
1517,6484,0,0.0
1518,6489,1,0.0
1519,6490,0,0.0
1520,6495,0,0.0
1521,6497,0,0.0
1522,6501,0,0.0
1523,6505,0,0.0
1524,6509,0,0.0
1525,6513,0,0.0
1526,6514,0,0.0
1527,6515,0,0.0
1528,6529,0,0.0
1529,6531,0,0.0
1530,6533,0,0.0
1531,6537,0,0.0
1532,6549,0,0.0
1533,6551,0,0.0
1534,6553,0,0.0
1535,6555,0,0.0
1536,6564,0,0.0
1537,6566,0,0.0
1538,6567,0,0.0
1539,6571,0,0.0
1540,6576,0,0.0
1541,6577,0,0.0
1542,6586,0,0.0
1543,6599,0,0.0
1544,6604,0,0.0
1545,6609,0,0.0
1546,6612,0,0.0
1547,6614,0,0.0
1548,6616,0,0.0
1549,6621,0,0.0
1550,6622,0,1.0
1551,6627,0,0.0
1552,6629,0,0.0
1553,6630,0,0.0
1554,6634,0,0.0
1555,6635,0,0.0
1556,6636,0,0.0
1557,6639,1,1.0
1558,6643,0,0.0
1559,6645,0,0.0
1560,6647,0,0.0
1561,6656,0,0.0
1562,6657,1,0.0
1563,6661,0,1.0
1564,6667,0,1.0
1565,6669,0,0.0
1566,6671,0,0.0
1567,6676,0,0.0
1568,6681,0,0.0
1569,6687,0,0.0
1570,6692,0,0.0
1571,6697,0,0.0
1572,6699,0,0.0
1573,6701,0,0.0
1574,6703,0,1.0
1575,6709,0,0.0
1576,6713,0,0.0
1577,6719,0,0.0
1578,6723,0,0.0
1579,6743,0,0.0
1580,6749,0,0.0
1581,6753,0,0.0
1582,6755,0,0.0
1583,6771,0,0.0
1584,6774,0,0.0
1585,6775,0,0.0
1586,6780,0,0.0
1587,6781,1,0.0
1588,6790,0,0.0
1589,6796,0,0.0
1590,6804,0,0.0
1591,6806,0,0.0
1592,6807,0,0.0
1593,6813,0,0.0
1594,6814,0,0.0
1595,6822,0,0.0
1596,6823,1,0.0
1597,6829,0,0.0
1598,6831,0,0.0
1599,6840,0,0.0
1600,6843,0,0.0
1601,6844,0,0.0
1602,6857,0,0.0
1603,6859,0,1.0
1604,6863,0,0.0
1605,6874,0,0.0
1606,6881,0,0.0
1607,6884,0,0.0
1608,6885,0,0.0
1609,6886,1,0.0
1610,6887,1,0.0
1611,6889,0,0.0
1612,6900,0,0.0
1613,6906,0,0.0
1614,6909,0,0.0
1615,6910,0,0.0
1616,6912,0,0.0
1617,6919,0,0.0
1618,6922,0,0.0
1619,6926,1,1.0
1620,6933,0,0.0
1621,6937,1,0.0
1622,6941,0,0.0
1623,6942,0,0.0
1624,6949,0,0.0
1625,6954,0,0.0
1626,6955,0,0.0
1627,6957,0,0.0
1628,6963,0,0.0
1629,6964,0,0.0
1630,6965,1,1.0
1631,6969,0,0.0
1632,6972,0,0.0
1633,6973,0,0.0
1634,6974,0,0.0
1635,6982,0,0.0
1636,6989,0,0.0
1637,6990,0,0.0
1638,6991,0,0.0
1639,6994,0,0.0
1640,6996,0,0.0
1641,6997,0,0.0
1642,6999,0,0.0
1643,7005,0,1.0
1644,7009,0,0.0
1645,7011,0,0.0
1646,7012,0,0.0
1647,7015,0,0.0
1648,7023,0,0.0
1649,7030,0,0.0
1650,7031,0,0.0
1651,7033,1,0.0
1652,7034,0,0.0
1653,7041,0,0.0
1654,7042,0,0.0
1655,7046,0,0.0
1656,7053,0,0.0
1657,7055,0,0.0
1658,7056,0,0.0
1659,7057,0,0.0
1660,7061,0,0.0
1661,7065,0,0.0
1662,7075,0,0.0
1663,7086,0,0.0
1664,7089,0,0.0
1665,7090,0,0.0
1666,7099,0,0.0
1667,7112,0,0.0
1668,7115,0,0.0
1669,7120,0,0.0
1670,7123,0,0.0
1671,7126,0,0.0
1672,7129,0,0.0
1673,7134,0,1.0
1674,7135,0,0.0
1675,7142,0,0.0
1676,7144,0,0.0
1677,7146,0,0.0
1678,7151,1,1.0
1679,7152,0,0.0
1680,7154,0,0.0
1681,7159,0,0.0
1682,7166,0,0.0
1683,7167,0,0.0
1684,7173,1,0.0
1685,7176,0,0.0
1686,7180,0,0.0
1687,7182,1,0.0
1688,7183,0,0.0
1689,7196,0,0.0
1690,7204,1,0.0
1691,7207,0,0.0
1692,7212,0,0.0
1693,7213,0,0.0
1694,7214,0,0.0
1695,7215,0,0.0
1696,7220,0,0.0
1697,7221,0,0.0
1698,7230,0,0.0
1699,7232,0,0.0
1700,7233,0,0.0
1701,7234,0,0.0
1702,7236,0,0.0
1703,7239,0,0.0
1704,7242,0,0.0
1705,7249,1,0.0
1706,7252,0,0.0
1707,7253,0,0.0
1708,7259,0,0.0
1709,7266,0,0.0
1710,7282,1,0.0
1711,7283,0,0.0
1712,7284,1,1.0
1713,7286,0,0.0
1714,7295,0,0.0
1715,7297,0,0.0
1716,7299,0,0.0
1717,7302,0,0.0
1718,7310,0,0.0
1719,7311,0,0.0
1720,7313,0,0.0
1721,7319,0,0.0
1722,7324,1,0.0
1723,7337,0,0.0
1724,7342,0,0.0
1725,7344,0,0.0
1726,7346,0,0.0
1727,7347,0,0.0
1728,7350,1,1.0
1729,7351,0,0.0
1730,7352,0,0.0
1731,7360,0,1.0
1732,7374,0,0.0
1733,7375,0,0.0
1734,7383,0,0.0
1735,7384,0,1.0
1736,7385,0,0.0
1737,7387,0,0.0
1738,7391,0,0.0
1739,7396,1,0.0
1740,7409,0,1.0
1741,7410,0,0.0
1742,7412,0,0.0
1743,7415,0,0.0
1744,7420,0,0.0
1745,7421,1,0.0
1746,7423,1,0.0
1747,7424,0,0.0
1748,7429,1,1.0
1749,7431,0,0.0
1750,7434,1,1.0
1751,7436,0,0.0
1752,7441,0,0.0
1753,7444,0,0.0
1754,7445,0,0.0
1755,7449,0,0.0
1756,7453,0,0.0
1757,7456,0,0.0
1758,7479,0,0.0
1759,7480,0,0.0
1760,7485,0,0.0
1761,7486,0,0.0
1762,7490,1,0.0
1763,7491,0,0.0
1764,7492,0,0.0
1765,7493,0,0.0
1766,7495,0,1.0
1767,7499,0,1.0
1768,7510,0,0.0
1769,7515,0,0.0
1770,7516,0,0.0
1771,7520,0,0.0
1772,7525,0,0.0
1773,7526,0,0.0
1774,7527,0,0.0
1775,7534,0,0.0
1776,7536,0,0.0
1777,7539,0,0.0
1778,7541,0,0.0
1779,7544,0,0.0
1780,7546,0,0.0
1781,7547,0,0.0
1782,7549,0,0.0
1783,7550,0,0.0
1784,7554,0,0.0
1785,7561,0,0.0
1786,7562,0,0.0
1787,7567,0,0.0
1788,7569,1,0.0
1789,7570,0,0.0
1790,7579,0,0.0
1791,7582,0,0.0
1792,7584,0,0.0
1793,7585,1,1.0
1794,7586,0,0.0
1795,7587,0,0.0
1796,7591,0,0.0
1797,7593,0,0.0
1798,7596,0,0.0
1799,7597,0,0.0
1800,7599,0,0.0
1801,7602,0,0.0
1802,7610,0,0.0
1803,7616,1,0.0
1804,7620,0,0.0
1805,7621,0,0.0
1806,7623,1,1.0
1807,7643,0,0.0
1808,7649,0,0.0
1809,7650,0,0.0
1810,7667,0,0.0
1811,7669,1,1.0
1812,7672,0,0.0
1813,7679,0,0.0
1814,7684,0,0.0
1815,7687,1,0.0
1816,7702,0,0.0
1817,7711,0,0.0
1818,7712,0,0.0
1819,7713,0,0.0
1820,7714,0,0.0
1821,7717,0,0.0
1822,7720,0,0.0
1823,7724,0,0.0
1824,7727,0,0.0
1825,7730,0,0.0
1826,7731,0,0.0
1827,7733,0,1.0
1828,7735,0,0.0
1829,7737,0,0.0
1830,7739,0,0.0
1831,7742,0,0.0
1832,7747,0,0.0
1833,7759,0,0.0
1834,7760,0,0.0
1835,7761,0,0.0
1836,7763,0,0.0
1837,7772,0,0.0
1838,7774,0,0.0
1839,7781,0,0.0
1840,7785,0,0.0
1841,7786,0,0.0
1842,7787,0,0.0
1843,7789,0,0.0
1844,7790,0,0.0
1845,7794,1,1.0
1846,7796,0,0.0
1847,7802,0,0.0
1848,7807,0,0.0
1849,7811,1,0.0
1850,7824,0,0.0
1851,7833,0,0.0
1852,7844,0,0.0
1853,7845,0,0.0
1854,7847,0,1.0
1855,7849,0,0.0
1856,7850,0,0.0
1857,7852,0,0.0
1858,7853,0,1.0
1859,7862,0,1.0
1860,7864,0,0.0
1861,7866,0,0.0
1862,7867,0,0.0
1863,7872,0,0.0
1864,7873,0,0.0
1865,7875,0,0.0
1866,7877,0,0.0
1867,7879,0,0.0
1868,7881,0,0.0
1869,7889,0,0.0
1870,7891,1,0.0
1871,7892,0,0.0
1872,7893,0,0.0
1873,7901,0,0.0
1874,7903,0,0.0
1875,7906,0,0.0
1876,7923,0,0.0
1877,7926,0,0.0
1878,7929,0,0.0
1879,7935,0,0.0
1880,7939,0,0.0
1881,7940,0,0.0
1882,7942,0,0.0
1883,7943,0,0.0
1884,7945,0,0.0
1885,7949,0,0.0
1886,7950,0,0.0
1887,7951,0,0.0
1888,7953,0,0.0
1889,7960,0,0.0
1890,7962,0,0.0
1891,7963,0,0.0
1892,7964,0,0.0
1893,7965,0,0.0
1894,7967,0,0.0
1895,7971,0,1.0
1896,7972,0,0.0
1897,7975,0,0.0
1898,7976,0,0.0
1899,7982,0,0.0
1900,7985,0,0.0
1901,7987,0,0.0
1902,7989,0,0.0
1903,7997,0,0.0
1904,7999,0,0.0
1905,8002,1,0.0
1906,8003,1,0.0
1907,8004,1,0.0
1908,8006,1,0.0
1909,8011,0,0.0
1910,8012,0,0.0
1911,8016,1,0.0
1912,8017,0,0.0
1913,8023,0,1.0
1914,8025,0,0.0
1915,8030,0,0.0
1916,8034,0,0.0
1917,8035,0,0.0
1918,8039,0,0.0
1919,8041,0,0.0
1920,8043,0,1.0
1921,8047,0,0.0
1922,8053,0,0.0
1923,8054,0,0.0
1924,8057,0,0.0
1925,8063,0,0.0
1926,8065,0,0.0
1927,8067,0,0.0
1928,8073,0,0.0
1929,8077,0,0.0
1930,8079,0,0.0
1931,8081,0,0.0
1932,8083,1,0.0
1933,8085,0,0.0
1934,8086,0,1.0
1935,8090,0,0.0
1936,8096,0,0.0
1937,8097,0,0.0
1938,8102,0,0.0
1939,8110,0,0.0
1940,8120,0,0.0
1941,8123,0,0.0
1942,8129,0,0.0
1943,8142,0,0.0
1944,8152,0,0.0
1945,8155,0,0.0
1946,8163,0,0.0
1947,8171,0,0.0
1948,8179,0,0.0
1949,8183,0,0.0
1950,8184,0,0.0
1951,8193,0,1.0
1952,8194,0,0.0
1953,8195,0,1.0
1954,8197,0,1.0
1955,8202,0,0.0
1956,8204,0,0.0
1957,8211,0,0.0
1958,8213,0,0.0
1959,8219,0,0.0
1960,8224,0,0.0
1961,8226,0,0.0
1962,8227,0,0.0
1963,8231,0,0.0
1964,8232,0,0.0
1965,8234,0,0.0
1966,8236,0,1.0
1967,8241,0,0.0
1968,8242,0,0.0
1969,8243,0,0.0
1970,8245,1,0.0
1971,8246,0,0.0
1972,8250,0,0.0
1973,8253,0,0.0
1974,8255,0,0.0
1975,8261,0,0.0
1976,8262,0,0.0
1977,8269,0,0.0
1978,8274,0,0.0
1979,8276,0,0.0
1980,8282,0,1.0
1981,8283,0,0.0
1982,8284,0,0.0
1983,8287,0,0.0
1984,8292,0,0.0
1985,8295,0,0.0
1986,8300,0,0.0
1987,8302,0,0.0
1988,8307,0,0.0
1989,8313,0,0.0
1990,8320,0,0.0
1991,8329,0,0.0
1992,8330,0,0.0
1993,8335,0,0.0
1994,8341,0,0.0
1995,8345,0,0.0
1996,8350,0,0.0
1997,8351,0,0.0
1998,8352,0,0.0
1999,8355,0,0.0
2000,8357,0,0.0
2001,8372,0,0.0
2002,8373,0,0.0
2003,8391,0,0.0
2004,8392,0,1.0
2005,8394,0,0.0
2006,8400,0,0.0
2007,8401,0,0.0
2008,8405,0,0.0
2009,8407,0,0.0
2010,8413,0,0.0
2011,8415,0,0.0
2012,8417,0,0.0
2013,8427,0,0.0
2014,8429,0,0.0
2015,8432,0,0.0
2016,8433,0,0.0
2017,8439,0,0.0
2018,8444,0,0.0
2019,8446,0,0.0
2020,8454,0,0.0
2021,8455,0,0.0
2022,8462,0,0.0
2023,8470,0,0.0
2024,8475,0,0.0
2025,8477,0,0.0
2026,8480,0,0.0
2027,8484,0,0.0
2028,8494,0,0.0
2029,8503,0,0.0
2030,8504,0,0.0
2031,8505,0,0.0
2032,8509,1,0.0
2033,8513,0,0.0
2034,8514,0,0.0
2035,8520,0,0.0
2036,8524,0,0.0
2037,8531,0,0.0
2038,8533,0,0.0
2039,8541,0,0.0
2040,8542,0,0.0
2041,8545,0,0.0
2042,8551,0,0.0
2043,8554,0,0.0
2044,8555,0,0.0
2045,8557,0,0.0
2046,8562,0,0.0
2047,8564,0,0.0
2048,8570,0,0.0
2049,8577,0,0.0
2050,8587,1,1.0
2051,8593,0,0.0
2052,8596,0,0.0
2053,8601,0,0.0
2054,8609,0,0.0
2055,8610,0,0.0
2056,8612,0,0.0
2057,8614,0,0.0
2058,8615,1,0.0
2059,8616,0,0.0
2060,8617,0,0.0
2061,8620,0,0.0
2062,8621,0,0.0
2063,8627,0,0.0
2064,8635,0,0.0
2065,8642,0,0.0
2066,8644,0,0.0
2067,8654,0,0.0
2068,8661,0,0.0
2069,8662,0,0.0
2070,8663,0,0.0
2071,8666,0,0.0
2072,8670,0,0.0
2073,8673,0,0.0
2074,8682,0,0.0
2075,8683,0,0.0
2076,8684,1,1.0
2077,8686,0,0.0
2078,8689,0,0.0
2079,8692,1,0.0
2080,8693,0,0.0
2081,8697,0,0.0
2082,8699,0,1.0
2083,8700,0,0.0
2084,8701,0,0.0
2085,8713,0,0.0
2086,8717,0,0.0
2087,8720,1,0.0
2088,8721,1,0.0
2089,8723,0,0.0
2090,8730,0,0.0
2091,8735,0,0.0
2092,8739,1,1.0
2093,8741,0,0.0
2094,8744,0,0.0
2095,8754,0,0.0
2096,8757,0,0.0
2097,8760,0,0.0
2098,8763,0,0.0
2099,8764,0,0.0
2100,8766,0,0.0
2101,8769,0,0.0
2102,8770,0,0.0
2103,8776,0,0.0
2104,8777,0,0.0
2105,8779,0,0.0
2106,8780,0,0.0
2107,8784,0,0.0
2108,8785,0,0.0
2109,8786,0,0.0
2110,8797,1,0.0
2111,8802,0,0.0
2112,8805,0,0.0
2113,8807,0,0.0
2114,8816,0,0.0
2115,8829,0,0.0
2116,8835,0,0.0
2117,8836,0,0.0
2118,8843,0,0.0
2119,8845,0,0.0
2120,8846,0,0.0
2121,8847,0,1.0
2122,8852,0,0.0
2123,8861,0,0.0
2124,8863,0,0.0
2125,8865,0,0.0
2126,8880,0,0.0
2127,8884,0,0.0
2128,8885,0,0.0
2129,8896,0,1.0
2130,8904,0,0.0
2131,8926,0,0.0
2132,8930,0,0.0
2133,8931,0,0.0
2134,8932,0,0.0
2135,8933,0,0.0
2136,8937,0,0.0
2137,8939,0,0.0
2138,8940,0,0.0
2139,8950,0,0.0
2140,8951,0,0.0
2141,8956,0,0.0
2142,8959,0,0.0
2143,8960,0,0.0
2144,8966,0,0.0
2145,8967,0,0.0
2146,8969,0,0.0
2147,8970,0,0.0
2148,8971,1,0.0
2149,8972,0,0.0
2150,8974,0,0.0
2151,8975,0,0.0
2152,8980,0,0.0
2153,8982,0,0.0
2154,8984,0,0.0
2155,8985,0,1.0
2156,8986,0,0.0
2157,8991,0,0.0
2158,8992,0,0.0
2159,8994,0,1.0
2160,8999,0,0.0
2161,9006,0,0.0
2162,9007,0,0.0
2163,9016,0,0.0
2164,9017,0,0.0
2165,9019,0,0.0
2166,9026,0,0.0
2167,9027,0,0.0
2168,9030,0,0.0
2169,9043,0,0.0
2170,9044,0,1.0
2171,9046,0,0.0
2172,9049,0,0.0
2173,9050,0,0.0
2174,9059,0,0.0
2175,9061,0,0.0
2176,9076,0,0.0
2177,9080,0,0.0
2178,9089,0,0.0
2179,9093,0,0.0
2180,9094,0,0.0
2181,9095,0,0.0
2182,9097,0,0.0
2183,9105,0,0.0
2184,9107,0,0.0
2185,9116,0,0.0
2186,9121,0,0.0
2187,9123,0,0.0
2188,9125,0,0.0
2189,9129,0,0.0
2190,9134,0,0.0
2191,9135,0,0.0
2192,9140,0,0.0
2193,9151,0,0.0
2194,9153,0,0.0
2195,9155,0,0.0
2196,9159,0,1.0
2197,9164,0,0.0
2198,9185,0,0.0
2199,9190,0,0.0
2200,9192,0,0.0
2201,9193,0,0.0
2202,9194,0,0.0
2203,9205,0,0.0
2204,9211,0,0.0
2205,9214,0,0.0
2206,9215,0,0.0
2207,9216,0,0.0
2208,9234,1,0.0
2209,9237,0,0.0
2210,9240,0,0.0
2211,9244,1,0.0
2212,9250,0,0.0
2213,9256,0,0.0
2214,9257,0,0.0
2215,9265,0,0.0
2216,9274,0,0.0
2217,9275,0,1.0
2218,9276,0,0.0
2219,9279,0,0.0
2220,9280,0,0.0
2221,9282,0,0.0
2222,9287,0,0.0
2223,9289,0,0.0
2224,9290,0,1.0
2225,9295,0,0.0
2226,9297,0,1.0
2227,9302,0,0.0
2228,9309,0,0.0
2229,9315,0,1.0
2230,9316,0,0.0
2231,9320,0,0.0
2232,9321,0,0.0
2233,9325,0,0.0
2234,9332,0,0.0
2235,9335,0,0.0
2236,9336,0,0.0
2237,9339,1,0.0
2238,9343,0,0.0
2239,9345,0,0.0
2240,9346,0,0.0
2241,9353,0,0.0
2242,9357,1,0.0
2243,9359,0,0.0
2244,9360,0,0.0
2245,9361,0,0.0
2246,9362,0,0.0
2247,9364,0,1.0
2248,9370,1,1.0
2249,9374,0,0.0
2250,9375,0,0.0
2251,9377,0,0.0
2252,9379,0,0.0
2253,9385,0,0.0
2254,9391,0,0.0
2255,9394,0,1.0
2256,9395,0,1.0
2257,9397,0,0.0
2258,9400,1,0.0
2259,9401,0,0.0
2260,9404,0,0.0
2261,9407,0,0.0
2262,9411,0,0.0
2263,9412,0,0.0
2264,9413,0,0.0
2265,9416,0,0.0
2266,9417,0,0.0
2267,9424,0,0.0
2268,9433,0,0.0
2269,9436,0,1.0
2270,9440,0,0.0
2271,9442,0,0.0
2272,9443,0,0.0
2273,9444,0,0.0
2274,9445,0,0.0
2275,9446,0,0.0
2276,9454,0,0.0
2277,9455,0,0.0
2278,9456,0,0.0
2279,9459,1,1.0
2280,9461,0,0.0
2281,9465,0,0.0
2282,9470,0,0.0
2283,9471,0,0.0
2284,9474,0,0.0
2285,9479,0,0.0
2286,9481,1,0.0
2287,9486,0,0.0
2288,9489,0,0.0
2289,9491,0,0.0
2290,9492,0,0.0
2291,9495,0,0.0
2292,9500,0,0.0
2293,9501,0,0.0
2294,9509,0,0.0
2295,9510,0,0.0
2296,9520,0,0.0
2297,9529,1,0.0
2298,9544,0,0.0
2299,9553,0,0.0
2300,9557,0,0.0
2301,9569,0,0.0
2302,9572,0,0.0
2303,9575,0,0.0
2304,9576,0,0.0
2305,9587,0,0.0
2306,9601,0,0.0
2307,9603,0,0.0
2308,9606,0,0.0
2309,9612,0,0.0
2310,9614,0,0.0
2311,9621,0,0.0
2312,9622,0,1.0
2313,9635,0,0.0
2314,9641,0,1.0
2315,9645,0,0.0
2316,9653,0,0.0
2317,9654,0,0.0
2318,9655,0,0.0
2319,9659,0,0.0
2320,9660,0,0.0
2321,9665,0,0.0
2322,9674,0,0.0
2323,9676,0,0.0
2324,9693,0,0.0
2325,9696,0,0.0
2326,9709,0,0.0
2327,9715,0,0.0
2328,9722,0,0.0
2329,9725,0,0.0
2330,9732,0,0.0
2331,9739,0,0.0
2332,9749,1,1.0
2333,9750,0,0.0
2334,9751,0,0.0
2335,9754,0,0.0
2336,9759,0,1.0
2337,9760,0,1.0
2338,9765,0,0.0
2339,9767,0,0.0
2340,9770,0,0.0
2341,9772,0,0.0
2342,9774,0,0.0
2343,9775,0,0.0
2344,9789,0,0.0
2345,9797,0,0.0
2346,9799,0,0.0
2347,9803,0,0.0
2348,9806,0,0.0
2349,9810,0,0.0
2350,9817,0,0.0
2351,9822,0,0.0
2352,9830,0,0.0
2353,9832,0,0.0
2354,9839,0,0.0
2355,9842,0,0.0
2356,9851,0,0.0
2357,9859,0,0.0
2358,9871,0,1.0
2359,9875,0,0.0
2360,9880,0,0.0
2361,9884,0,0.0
2362,9890,0,1.0
2363,9892,0,0.0
2364,9893,0,0.0
2365,9907,0,0.0
2366,9909,0,0.0
2367,9911,0,0.0
2368,9920,0,1.0
2369,9925,0,0.0
2370,9947,0,0.0
2371,9952,0,0.0
2372,9956,0,0.0
2373,9957,0,0.0
2374,9962,0,0.0
2375,9964,0,0.0
2376,9965,0,0.0
2377,9966,0,0.0
2378,9967,0,1.0
2379,9969,0,0.0
2380,9972,1,0.0
2381,9984,0,0.0
2382,9990,0,0.0
2383,9991,0,0.0
2384,9995,0,0.0
2385,9997,0,0.0
2386,9999,0,0.0
2387,10002,0,0.0
2388,10005,0,0.0
2389,10006,0,0.0
2390,10007,0,0.0
2391,10017,0,0.0
2392,10023,0,0.0
2393,10024,0,0.0
2394,10033,0,0.0
2395,10034,0,0.0
2396,10044,0,0.0
2397,10049,0,0.0
2398,10050,0,0.0
2399,10051,0,0.0
2400,10052,0,0.0
2401,10053,0,1.0
2402,10056,0,0.0
2403,10057,0,0.0
2404,10060,0,0.0
2405,10066,0,0.0
2406,10067,0,0.0
2407,10073,0,0.0
2408,10074,0,0.0
2409,10083,0,0.0
2410,10086,0,0.0
2411,10090,0,0.0
2412,10093,0,0.0
2413,10096,0,1.0
2414,10097,0,0.0
2415,10099,0,0.0
2416,10100,0,0.0
2417,10104,0,1.0
2418,10121,0,1.0
2419,10123,0,0.0
2420,10140,0,0.0
2421,10146,0,0.0
2422,10155,0,0.0
2423,10164,0,0.0
2424,10167,0,0.0
2425,10169,0,0.0
2426,10172,0,0.0
2427,10173,0,0.0
2428,10179,0,0.0
2429,10181,0,0.0
2430,10185,0,0.0
2431,10186,0,0.0
