,id,weather_related,weather_related_prediction
1266,5413,0,0.0
1267,5416,1,1.0
1268,5417,0,0.0
1269,5420,0,0.0
1270,5424,0,0.0
1271,5426,0,0.0
1272,5429,1,0.0
1273,5433,0,0.0
1274,5436,0,0.0
1275,5437,0,0.0
1276,5439,0,0.0
1277,5447,0,0.0
1278,5450,0,0.0
1279,5451,0,0.0
1280,5453,0,0.0
1281,5454,0,0.0
1282,5461,0,0.0
1283,5464,0,0.0
1284,5465,0,1.0
1285,5466,0,0.0
1286,5469,0,0.0
1287,5472,0,0.0
1288,5490,0,1.0
1289,5494,1,0.0
1290,5507,0,0.0
1291,5513,1,0.0
1292,5514,0,0.0
1293,5515,0,0.0
1294,5522,1,0.0
1295,5527,1,0.0
1296,5532,0,0.0
1297,5533,0,0.0
1298,5534,1,0.0
1299,5536,0,0.0
1300,5549,0,0.0
1301,5551,0,0.0
1302,5555,0,0.0
1303,5557,1,0.0
1304,5566,0,0.0
1305,5567,0,0.0
1306,5569,0,0.0
1307,5572,0,0.0
1308,5583,0,0.0
1309,5584,0,0.0
1310,5586,0,0.0
1311,5599,0,0.0
1312,5604,0,0.0
1313,5605,0,0.0
1314,5607,0,1.0
1315,5609,0,0.0
1316,5623,0,0.0
1317,5624,0,0.0
1318,5635,0,0.0
1319,5636,0,0.0
1320,5637,0,0.0
1321,5641,0,0.0
1322,5643,0,0.0
1323,5644,0,0.0
1324,5647,0,0.0
1325,5651,0,0.0
1326,5654,0,0.0
1327,5661,0,0.0
1328,5662,0,0.0
1329,5663,0,1.0
1330,5667,0,0.0
1331,5680,0,1.0
1332,5683,0,0.0
1333,5685,0,0.0
1334,5689,0,1.0
1335,5691,0,0.0
1336,5693,0,0.0
1337,5694,1,0.0
1338,5704,0,0.0
1339,5706,0,0.0
1340,5707,0,0.0
1341,5709,0,0.0
1342,5710,0,0.0
1343,5714,0,0.0
1344,5716,1,0.0
1345,5719,1,0.0
1346,5723,0,0.0
1347,5725,0,1.0
1348,5726,0,0.0
1349,5734,0,0.0
1350,5740,0,0.0
1351,5742,0,0.0
1352,5756,1,0.0
1353,5762,0,0.0
1354,5765,0,0.0
1355,5769,1,1.0
1356,5782,0,0.0
1357,5789,0,0.0
1358,5796,0,0.0
1359,5797,1,0.0
1360,5800,0,0.0
1361,5802,0,0.0
1362,5816,0,0.0
1363,5819,0,0.0
1364,5822,0,0.0
1365,5830,0,0.0
1366,5834,0,0.0
1367,5841,0,0.0
1368,5849,0,0.0
1369,5865,0,0.0
1370,5871,1,0.0
1371,5881,0,0.0
1372,5887,0,0.0
1373,5889,0,0.0
1374,5895,0,0.0
1375,5896,0,0.0
1376,5897,0,0.0
1377,5901,0,0.0
1378,5907,0,0.0
1379,5911,1,0.0
1380,5913,0,0.0
1381,5922,0,0.0
1382,5923,0,0.0
1383,5924,0,0.0
1384,5926,0,0.0
1385,5929,1,1.0
1386,5933,0,0.0
1387,5934,0,0.0
1388,5935,0,0.0
1389,5941,0,1.0
1390,5942,0,0.0
1391,5946,0,0.0
1392,5949,0,0.0
1393,5951,0,1.0
1394,5952,1,1.0
1395,5959,0,0.0
1396,5960,0,0.0
1397,5965,0,0.0
1398,5966,0,0.0
1399,5969,0,0.0
1400,5974,0,0.0
1401,5976,0,0.0
1402,5984,0,0.0
1403,5987,0,0.0
1404,5989,0,0.0
1405,5992,0,0.0
1406,5993,0,0.0
1407,6006,0,0.0
1408,6010,1,0.0
1409,6016,1,0.0
1410,6024,0,0.0
1411,6025,0,0.0
1412,6032,0,0.0
1413,6033,1,1.0
1414,6034,0,0.0
1415,6039,0,0.0
1416,6042,0,0.0
1417,6044,0,0.0
1418,6047,0,0.0
1419,6055,0,0.0
1420,6057,0,0.0
1421,6061,0,1.0
1422,6066,0,0.0
1423,6067,0,0.0
1424,6069,1,0.0
1425,6075,0,0.0
1426,6077,0,0.0
1427,6081,0,1.0
1428,6084,0,0.0
1429,6085,0,0.0
1430,6087,0,0.0
1431,6090,0,0.0
1432,6091,0,0.0
1433,6092,0,0.0
1434,6096,0,0.0
1435,6097,0,0.0
1436,6101,0,0.0
1437,6104,0,0.0
1438,6109,0,0.0
1439,6110,0,0.0
1440,6115,1,1.0
1441,6119,0,0.0
1442,6125,0,0.0
1443,6126,0,0.0
1444,6129,0,0.0
1445,6131,0,0.0
1446,6132,0,0.0
1447,6139,0,0.0
1448,6142,0,0.0
1449,6153,0,0.0
1450,6157,0,0.0
1451,6159,1,0.0
1452,6160,0,0.0
1453,6161,0,0.0
1454,6170,0,0.0
1455,6171,0,0.0
1456,6172,1,0.0
1457,6174,1,0.0
1458,6175,0,0.0
1459,6177,1,0.0
1460,6179,0,0.0
1461,6185,0,0.0
1462,6195,0,0.0
1463,6197,0,0.0
1464,6200,0,0.0
1465,6219,0,0.0
1466,6231,0,0.0
1467,6236,0,0.0
1468,6237,1,0.0
1469,6240,0,0.0
1470,6244,0,0.0
1471,6246,0,0.0
1472,6247,0,0.0
1473,6252,0,0.0
1474,6253,0,0.0
1475,6257,0,0.0
1476,6261,0,0.0
1477,6267,0,0.0
1478,6272,0,0.0
1479,6276,0,0.0
1480,6283,0,0.0
1481,6286,0,0.0
1482,6289,0,0.0
1483,6291,0,0.0
1484,6293,0,0.0
1485,6295,0,0.0
1486,6297,0,1.0
1487,6299,0,0.0
1488,6300,0,0.0
1489,6303,0,0.0
1490,6305,0,0.0
1491,6312,0,0.0
1492,6313,0,0.0
1493,6315,0,0.0
1494,6316,0,0.0
1495,6321,0,0.0
1496,6322,0,1.0
1497,6323,0,0.0
1498,6325,0,0.0
1499,6332,0,0.0
1500,6334,0,0.0
1501,6335,0,0.0
1502,6336,0,0.0
1503,6339,0,0.0
1504,6340,0,0.0
1505,6344,0,0.0
1506,6346,0,0.0
1507,6347,0,0.0
1508,6349,0,0.0
1509,6359,0,0.0
1510,6372,0,0.0
1511,6374,0,0.0
1512,6376,0,0.0
1513,6383,0,0.0
1514,6384,0,0.0
1515,6393,0,0.0
1516,6400,0,0.0
1517,6402,0,0.0
1518,6403,0,0.0
1519,6410,0,0.0
1520,6411,0,0.0
1521,6412,1,0.0
1522,6414,0,0.0
1523,6423,0,0.0
1524,6426,0,0.0
1525,6431,0,0.0
1526,6439,0,0.0
1527,6441,0,0.0
1528,6442,0,0.0
1529,6443,0,0.0
1530,6446,0,0.0
1531,6447,0,0.0
1532,6449,0,0.0
1533,6452,0,0.0
1534,6454,0,0.0
1535,6460,0,0.0
1536,6464,0,0.0
1537,6466,0,0.0
1538,6467,0,0.0
1539,6469,0,0.0
1540,6473,0,0.0
1541,6474,0,0.0
1542,6493,0,0.0
1543,6495,0,0.0
1544,6502,0,0.0
1545,6509,0,0.0
1546,6510,0,0.0
1547,6511,0,0.0
1548,6515,0,0.0
1549,6515,0,0.0
1550,6519,0,0.0
1551,6520,0,0.0
1552,6529,0,0.0
1553,6532,0,0.0
1554,6534,0,0.0
1555,6537,0,0.0
1556,6540,0,0.0
1557,6543,0,0.0
1558,6544,0,1.0
1559,6550,0,0.0
1560,6551,0,0.0
1561,6570,1,0.0
1562,6571,0,0.0
1563,6577,0,0.0
1564,6594,0,0.0
1565,6595,0,0.0
1566,6597,0,0.0
1567,6600,0,0.0
1568,6602,0,0.0
1569,6604,0,0.0
1570,6609,0,0.0
1571,6614,0,0.0
1572,6617,0,0.0
1573,6623,0,0.0
1574,6627,0,0.0
1575,6631,0,0.0
1576,6651,0,0.0
1577,6653,0,0.0
1578,6654,0,0.0
1579,6657,0,0.0
1580,6659,0,0.0
1581,6661,0,0.0
1582,6665,0,0.0
1583,6666,0,0.0
1584,6672,0,0.0
1585,6675,0,0.0
1586,6681,0,0.0
1587,6685,0,0.0
1588,6686,0,0.0
1589,6689,0,0.0
1590,6696,0,1.0
1591,6704,0,0.0
1592,6706,0,0.0
1593,6712,0,0.0
1594,6713,0,0.0
1595,6715,0,0.0
1596,6716,0,0.0
1597,6717,0,0.0
1598,6721,0,0.0
1599,6723,0,0.0
1600,6725,1,0.0
1601,6729,1,0.0
1602,6731,0,0.0
1603,6734,1,1.0
1604,6737,0,0.0
1605,6741,0,0.0
1606,6747,1,0.0
1607,6751,0,0.0
1608,6753,0,0.0
1609,6755,0,1.0
1610,6759,1,0.0
1611,6760,0,0.0
1612,6762,0,0.0
1613,6764,0,0.0
1614,6772,0,0.0
1615,6773,0,0.0
1616,6775,0,0.0
1617,6781,0,0.0
1618,6790,0,0.0
1619,6791,0,0.0
1620,6793,1,0.0
1621,6801,1,0.0
1622,6805,0,0.0
1623,6807,0,0.0
1624,6809,0,0.0
1625,6812,0,0.0
1626,6816,0,0.0
1627,6831,1,0.0
1628,6840,0,0.0
1629,6843,0,0.0
1630,6846,0,0.0
1631,6854,0,0.0
1632,6855,0,1.0
1633,6865,0,0.0
1634,6873,0,0.0
1635,6875,1,1.0
1636,6880,0,0.0
1637,6890,0,0.0
1638,6893,0,0.0
1639,6895,0,0.0
1640,6901,0,0.0
1641,6912,0,0.0
1642,6915,0,1.0
1643,6925,0,0.0
1644,6927,0,0.0
1645,6929,0,0.0
1646,6931,0,0.0
1647,6935,0,0.0
1648,6941,0,0.0
1649,6943,0,0.0
1650,6947,1,0.0
1651,6949,0,0.0
1652,6951,0,0.0
1653,6952,0,0.0
1654,6953,0,0.0
1655,6955,0,0.0
1656,6961,0,0.0
1657,6962,0,0.0
1658,6986,0,0.0
1659,6995,0,0.0
1660,7000,1,0.0
1661,7006,0,0.0
1662,7014,0,0.0
1663,7023,0,0.0
1664,7024,0,0.0
1665,7026,0,0.0
1666,7033,0,0.0
1667,7035,0,0.0
1668,7036,0,0.0
1669,7041,1,1.0
1670,7042,0,0.0
1671,7044,0,0.0
1672,7046,1,0.0
1673,7050,0,0.0
1674,7056,0,0.0
1675,7057,0,0.0
1676,7062,0,0.0
1677,7063,0,0.0
1678,7066,0,0.0
1679,7072,0,0.0
1680,7081,0,0.0
1681,7087,0,0.0
1682,7094,0,0.0
1683,7096,0,0.0
1684,7111,0,0.0
1685,7115,0,0.0
1686,7116,0,0.0
1687,7120,0,0.0
1688,7121,1,0.0
1689,7127,0,0.0
1690,7134,0,0.0
1691,7135,0,1.0
1692,7136,0,0.0
1693,7137,0,0.0
1694,7140,0,0.0
1695,7141,1,0.0
1696,7143,1,1.0
1697,7150,0,0.0
1698,7164,0,1.0
1699,7169,0,0.0
1700,7172,0,1.0
1701,7173,0,0.0
1702,7174,1,0.0
1703,7181,0,0.0
1704,7186,0,0.0
1705,7187,0,0.0
1706,7190,1,1.0
1707,7197,0,0.0
1708,7199,0,0.0
1709,7200,0,0.0
1710,7205,0,1.0
1711,7212,0,0.0
1712,7216,1,0.0
1713,7223,0,0.0
1714,7227,0,0.0
1715,7229,0,0.0
1716,7230,0,0.0
1717,7231,1,0.0
1718,7234,0,0.0
1719,7241,1,0.0
1720,7243,0,0.0
1721,7245,0,0.0
1722,7256,0,0.0
1723,7257,0,0.0
1724,7264,0,0.0
1725,7282,0,0.0
1726,7283,0,0.0
1727,7286,0,0.0
1728,7289,0,0.0
1729,7291,0,0.0
1730,7292,0,0.0
1731,7293,0,0.0
1732,7294,0,0.0
1733,7299,0,0.0
1734,7300,1,1.0
1735,7304,0,0.0
1736,7309,0,1.0
1737,7310,0,0.0
1738,7316,0,0.0
1739,7317,0,0.0
1740,7321,0,0.0
1741,7322,1,0.0
1742,7326,0,1.0
1743,7332,0,1.0
1744,7334,0,0.0
1745,7335,0,0.0
1746,7339,1,0.0
1747,7346,1,0.0
1748,7350,0,0.0
1749,7352,0,0.0
1750,7354,1,0.0
1751,7357,0,0.0
1752,7365,0,0.0
1753,7366,0,0.0
1754,7367,0,0.0
1755,7370,0,0.0
1756,7372,0,0.0
1757,7377,0,0.0
1758,7379,0,0.0
1759,7383,0,0.0
1760,7384,0,1.0
1761,7385,0,0.0
1762,7391,0,0.0
1763,7392,0,0.0
1764,7400,0,0.0
1765,7403,0,0.0
1766,7406,0,0.0
1767,7409,0,0.0
1768,7414,0,0.0
1769,7420,0,0.0
1770,7426,1,1.0
1771,7444,1,0.0
1772,7449,0,0.0
1773,7451,1,1.0
1774,7460,0,1.0
1775,7471,0,0.0
1776,7476,0,0.0
1777,7480,0,0.0
1778,7482,0,0.0
1779,7483,0,0.0
1780,7487,0,0.0
1781,7492,0,0.0
1782,7494,0,0.0
1783,7502,0,0.0
1784,7504,0,0.0
1785,7510,0,0.0
1786,7521,0,0.0
1787,7526,1,0.0
1788,7531,0,0.0
1789,7532,0,1.0
1790,7537,0,0.0
1791,7539,0,0.0
1792,7541,1,0.0
1793,7543,0,0.0
1794,7545,0,0.0
1795,7547,0,0.0
1796,7550,1,0.0
1797,7552,1,0.0
1798,7553,0,0.0
1799,7556,1,1.0
1800,7562,0,0.0
1801,7571,0,0.0
1802,7573,0,0.0
1803,7576,0,0.0
1804,7579,0,1.0
1805,7584,0,1.0
1806,7589,1,0.0
1807,7592,0,1.0
1808,7594,0,0.0
1809,7597,0,0.0
1810,7600,0,0.0
1811,7603,0,0.0
1812,7605,0,0.0
1813,7611,0,0.0
1814,7612,0,0.0
1815,7613,0,0.0
1816,7619,0,0.0
1817,7620,0,0.0
1818,7625,0,0.0
1819,7627,0,0.0
1820,7632,0,0.0
1821,7633,0,0.0
1822,7650,1,1.0
1823,7652,0,0.0
1824,7655,0,0.0
1825,7659,1,0.0
1826,7661,0,0.0
1827,7683,1,1.0
1828,7685,0,0.0
1829,7692,0,0.0
1830,7694,0,0.0
1831,7697,1,0.0
1832,7701,0,0.0
1833,7704,0,0.0
1834,7706,0,0.0
1835,7707,0,0.0
1836,7710,0,1.0
1837,7715,0,0.0
1838,7720,1,0.0
1839,7723,0,0.0
1840,7724,1,0.0
1841,7726,0,0.0
1842,7729,0,0.0
1843,7732,0,1.0
1844,7736,0,0.0
1845,7739,0,0.0
1846,7741,0,0.0
1847,7745,0,0.0
1848,7746,0,0.0
1849,7749,0,0.0
1850,7750,0,0.0
1851,7754,0,0.0
1852,7765,0,1.0
1853,7771,0,0.0
1854,7791,1,1.0
1855,7806,0,0.0
1856,7817,0,0.0
1857,7822,0,0.0
1858,7823,0,0.0
1859,7825,0,0.0
1860,7826,0,0.0
1861,7831,0,0.0
1862,7832,0,0.0
1863,7835,0,0.0
1864,7836,1,0.0
1865,7837,0,0.0
1866,7847,1,0.0
1867,7849,0,0.0
1868,7851,0,1.0
1869,7854,0,0.0
1870,7855,0,0.0
1871,7856,0,0.0
1872,7857,0,0.0
1873,7864,1,0.0
1874,7866,0,0.0
1875,7872,1,0.0
1876,7873,1,0.0
1877,7877,0,0.0
1878,7879,0,1.0
1879,7880,1,1.0
1880,7885,1,0.0
1881,7891,0,0.0
1882,7894,0,0.0
1883,7899,1,1.0
1884,7905,0,0.0
1885,7907,0,0.0
1886,7912,0,0.0
1887,7914,0,0.0
1888,7915,1,0.0
1889,7916,0,0.0
1890,7917,0,0.0
1891,7922,0,0.0
1892,7923,0,0.0
1893,7925,0,0.0
1894,7926,0,0.0
1895,7930,0,0.0
1896,7932,0,0.0
1897,7934,1,0.0
1898,7942,0,0.0
1899,7945,1,1.0
1900,7949,0,0.0
1901,7956,0,0.0
1902,7957,0,0.0
1903,7961,0,0.0
1904,7970,0,1.0
1905,7976,0,0.0
1906,7981,0,0.0
1907,7982,0,0.0
1908,7989,0,0.0
1909,7994,0,0.0
1910,7995,0,0.0
1911,8000,0,0.0
1912,8006,0,0.0
1913,8021,0,0.0
1914,8031,1,0.0
1915,8033,0,0.0
1916,8035,0,1.0
1917,8039,0,0.0
1918,8040,0,0.0
1919,8041,0,0.0
1920,8045,0,0.0
1921,8054,0,0.0
1922,8059,0,0.0
1923,8077,0,0.0
1924,8079,0,0.0
1925,8080,1,1.0
1926,8084,0,0.0
1927,8086,0,0.0
1928,8087,0,0.0
1929,8089,0,0.0
1930,8091,0,0.0
1931,8107,0,0.0
1932,8110,0,0.0
1933,8111,0,0.0
1934,8112,0,0.0
1935,8113,0,1.0
1936,8120,0,0.0
1937,8124,0,0.0
1938,8129,0,0.0
1939,8131,0,0.0
1940,8132,0,0.0
1941,8133,0,0.0
1942,8135,0,0.0
1943,8137,0,0.0
1944,8142,0,0.0
1945,8147,0,0.0
1946,8149,0,0.0
1947,8153,0,0.0
1948,8159,0,0.0
1949,8161,0,0.0
1950,8163,0,0.0
1951,8165,0,0.0
1952,8167,0,0.0
1953,8170,0,0.0
1954,8172,0,0.0
1955,8175,0,0.0
1956,8180,0,0.0
1957,8181,0,0.0
1958,8189,0,0.0
1959,8190,0,0.0
1960,8192,0,0.0
1961,8200,0,0.0
1962,8203,0,0.0
1963,8209,0,0.0
1964,8213,0,0.0
1965,8215,0,0.0
1966,8217,0,0.0
1967,8220,0,0.0
1968,8221,0,0.0
1969,8222,0,0.0
1970,8225,0,0.0
1971,8226,0,0.0
1972,8233,0,0.0
1973,8234,0,0.0
1974,8235,0,0.0
1975,8236,0,1.0
1976,8242,0,0.0
1977,8245,0,0.0
1978,8246,0,0.0
1979,8247,1,0.0
1980,8249,0,0.0
1981,8250,0,0.0
1982,8252,0,0.0
1983,8255,0,0.0
1984,8256,0,0.0
1985,8259,0,0.0
1986,8260,0,0.0
1987,8264,0,0.0
1988,8271,0,0.0
1989,8281,0,0.0
1990,8283,0,1.0
1991,8292,0,0.0
1992,8295,0,0.0
1993,8297,0,0.0
1994,8300,0,0.0
1995,8301,0,0.0
1996,8302,0,0.0
1997,8303,0,0.0
1998,8304,0,0.0
1999,8307,0,0.0
2000,8310,0,0.0
2001,8311,0,0.0
2002,8313,0,0.0
2003,8317,0,0.0
2004,8341,0,0.0
2005,8342,0,0.0
2006,8344,0,0.0
2007,8355,0,0.0
2008,8357,0,0.0
2009,8359,1,0.0
2010,8360,0,0.0
2011,8369,0,0.0
2012,8374,0,0.0
2013,8392,0,0.0
2014,8393,1,0.0
2015,8396,0,0.0
2016,8399,0,0.0
2017,8400,0,0.0
2018,8401,0,0.0
2019,8403,1,0.0
2020,8404,0,1.0
2021,8405,1,0.0
2022,8406,0,0.0
2023,8407,0,0.0
2024,8409,0,0.0
2025,8410,0,0.0
2026,8417,0,0.0
2027,8430,0,0.0
2028,8431,0,0.0
2029,8432,0,0.0
2030,8434,0,0.0
2031,8435,0,0.0
2032,8440,0,0.0
2033,8442,0,0.0
2034,8454,0,1.0
2035,8460,0,0.0
2036,8462,0,0.0
2037,8473,0,0.0
2038,8475,0,0.0
2039,8476,0,0.0
2040,8477,0,0.0
2041,8479,0,1.0
2042,8480,0,0.0
2043,8490,0,0.0
2044,8492,0,0.0
2045,8494,0,0.0
2046,8499,0,0.0
2047,8507,0,0.0
2048,8511,0,1.0
2049,8516,0,0.0
2050,8519,0,0.0
2051,8521,0,0.0
2052,8526,0,1.0
2053,8533,0,0.0
2054,8542,0,0.0
2055,8544,0,1.0
2056,8551,0,0.0
2057,8561,0,0.0
2058,8563,0,0.0
2059,8567,0,0.0
2060,8569,0,0.0
2061,8570,0,0.0
2062,8577,0,0.0
2063,8580,0,1.0
2064,8587,0,0.0
2065,8591,0,0.0
2066,8595,0,0.0
2067,8600,1,0.0
2068,8601,0,0.0
2069,8604,0,0.0
2070,8605,0,0.0
2071,8609,0,0.0
2072,8610,0,0.0
2073,8613,0,0.0
2074,8614,0,0.0
2075,8615,0,0.0
2076,8620,0,1.0
2077,8630,0,0.0
2078,8634,0,0.0
2079,8635,0,0.0
2080,8639,0,0.0
2081,8642,1,0.0
2082,8643,0,0.0
2083,8647,0,0.0
2084,8663,0,0.0
2085,8672,0,0.0
2086,8676,0,0.0
2087,8679,0,0.0
2088,8682,0,0.0
2089,8687,0,0.0
2090,8692,0,0.0
2091,8694,0,0.0
2092,8696,0,1.0
2093,8697,0,0.0
2094,8699,0,0.0
2095,8702,0,0.0
2096,8704,0,0.0
2097,8707,0,0.0
2098,8711,0,0.0
2099,8715,0,0.0
2100,8720,0,0.0
2101,8723,0,0.0
2102,8729,0,0.0
2103,8741,0,0.0
2104,8746,0,1.0
2105,8747,0,0.0
2106,8751,0,0.0
2107,8752,1,0.0
2108,8753,0,1.0
2109,8754,0,0.0
2110,8757,1,1.0
2111,8763,0,0.0
2112,8764,1,1.0
2113,8765,0,0.0
2114,8766,0,0.0
2115,8769,0,0.0
2116,8772,0,0.0
2117,8776,0,0.0
2118,8777,0,0.0
2119,8785,0,0.0
2120,8790,0,0.0
2121,8791,0,0.0
2122,8796,1,0.0
2123,8800,1,0.0
2124,8802,0,0.0
2125,8812,0,0.0
2126,8827,0,0.0
2127,8830,0,0.0
2128,8832,0,0.0
2129,8833,0,0.0
2130,8836,0,0.0
2131,8837,0,0.0
2132,8839,0,0.0
2133,8842,0,0.0
2134,8847,0,0.0
2135,8852,0,0.0
2136,8853,0,0.0
2137,8855,0,0.0
2138,8864,0,0.0
2139,8865,0,1.0
2140,8867,0,0.0
2141,8871,0,0.0
2142,8873,0,0.0
2143,8875,0,0.0
2144,8879,0,0.0
2145,8880,0,0.0
2146,8884,0,1.0
2147,8887,0,0.0
2148,8889,0,0.0
2149,8892,0,0.0
2150,8893,0,0.0
2151,8894,0,0.0
2152,8896,0,1.0
2153,8906,0,0.0
2154,8915,0,0.0
2155,8922,1,0.0
2156,8931,0,0.0
2157,8936,0,0.0
2158,8945,0,0.0
2159,8953,0,0.0
2160,8955,0,0.0
2161,8956,0,0.0
2162,8957,0,0.0
2163,8975,0,0.0
2164,8977,1,0.0
2165,8991,0,0.0
2166,8992,0,0.0
2167,8993,0,0.0
2168,9000,0,0.0
2169,9006,0,0.0
2170,9010,0,0.0
2171,9012,1,0.0
2172,9014,0,0.0
2173,9016,0,0.0
2174,9019,1,0.0
2175,9021,0,0.0
2176,9022,1,0.0
2177,9023,0,0.0
2178,9024,0,0.0
2179,9036,0,0.0
2180,9037,1,1.0
2181,9042,0,0.0
2182,9045,0,0.0
2183,9047,0,0.0
2184,9051,0,0.0
2185,9062,0,0.0
2186,9063,0,0.0
2187,9065,0,1.0
2188,9066,0,0.0
2189,9073,0,0.0
2190,9077,0,0.0
2191,9079,0,0.0
2192,9092,0,0.0
2193,9093,0,0.0
2194,9094,0,0.0
2195,9099,0,0.0
2196,9100,0,0.0
2197,9103,0,0.0
2198,9113,0,0.0
2199,9114,0,0.0
2200,9120,0,0.0
2201,9126,1,1.0
2202,9131,0,0.0
2203,9136,0,1.0
2204,9140,0,0.0
2205,9145,0,0.0
2206,9154,0,0.0
2207,9156,0,0.0
2208,9165,0,0.0
2209,9170,0,0.0
2210,9173,0,0.0
2211,9180,0,0.0
2212,9185,0,0.0
2213,9201,0,0.0
2214,9203,1,1.0
2215,9210,0,0.0
2216,9212,0,0.0
2217,9219,0,0.0
2218,9223,0,0.0
2219,9226,0,0.0
2220,9229,0,0.0
2221,9235,0,0.0
2222,9243,0,0.0
2223,9244,1,0.0
2224,9254,0,0.0
2225,9270,1,1.0
2226,9287,0,0.0
2227,9290,0,0.0
2228,9291,0,0.0
2229,9295,1,0.0
2230,9302,0,0.0
2231,9303,0,0.0
2232,9305,0,0.0
2233,9307,0,0.0
2234,9312,0,1.0
2235,9315,0,1.0
2236,9316,0,0.0
2237,9323,1,0.0
2238,9325,0,0.0
2239,9327,0,0.0
2240,9333,0,0.0
2241,9335,0,0.0
2242,9337,0,0.0
2243,9342,0,0.0
2244,9344,0,0.0
2245,9345,0,1.0
2246,9347,0,0.0
2247,9349,0,0.0
2248,9350,0,0.0
2249,9355,0,0.0
2250,9357,0,0.0
2251,9359,0,0.0
2252,9362,0,0.0
2253,9369,0,0.0
2254,9373,0,0.0
2255,9374,0,0.0
2256,9382,0,0.0
2257,9386,0,0.0
2258,9392,0,0.0
2259,9397,0,0.0
2260,9399,0,0.0
2261,9401,0,0.0
2262,9421,0,0.0
2263,9422,0,0.0
2264,9423,0,0.0
2265,9426,0,0.0
2266,9441,1,0.0
2267,9442,0,0.0
2268,9445,0,0.0
2269,9449,0,0.0
2270,9453,0,0.0
2271,9456,0,0.0
2272,9457,1,0.0
2273,9459,0,0.0
2274,9461,0,0.0
2275,9466,0,1.0
2276,9474,0,0.0
2277,9480,0,0.0
2278,9486,0,0.0
2279,9491,0,0.0
2280,9493,0,0.0
2281,9495,0,0.0
2282,9500,0,0.0
2283,9501,0,1.0
2284,9502,0,0.0
2285,9517,0,0.0
2286,9521,0,0.0
2287,9523,0,0.0
2288,9526,0,0.0
2289,9530,0,0.0
2290,9546,0,0.0
2291,9549,0,0.0
2292,9552,0,0.0
2293,9575,0,0.0
2294,9576,1,1.0
2295,9579,0,0.0
2296,9581,0,0.0
2297,9583,0,0.0
2298,9587,0,0.0
2299,9590,0,0.0
2300,9594,0,0.0
2301,9597,0,0.0
2302,9599,0,0.0
2303,9603,0,0.0
2304,9604,0,0.0
2305,9612,0,0.0
2306,9621,0,0.0
2307,9622,0,0.0
2308,9627,1,0.0
2309,9629,0,0.0
2310,9630,0,0.0
2311,9631,0,0.0
2312,9635,1,0.0
2313,9636,1,0.0
2314,9641,0,0.0
2315,9656,0,0.0
2316,9657,0,0.0
2317,9659,0,0.0
2318,9660,0,0.0
2319,9672,1,1.0
2320,9676,0,0.0
2321,9682,0,0.0
2322,9690,0,0.0
2323,9692,0,0.0
2324,9693,0,0.0
2325,9694,0,0.0
2326,9695,0,0.0
2327,9706,0,0.0
2328,9712,0,0.0
2329,9713,0,0.0
2330,9715,0,0.0
2331,9723,0,0.0
2332,9724,0,0.0
2333,9729,0,0.0
2334,9734,0,0.0
2335,9746,0,1.0
2336,9751,0,0.0
2337,9752,0,0.0
2338,9756,0,0.0
2339,9763,0,1.0
2340,9764,0,0.0
2341,9767,0,0.0
2342,9772,0,0.0
2343,9774,0,1.0
2344,9779,0,1.0
2345,9781,0,0.0
2346,9785,0,0.0
2347,9791,0,0.0
2348,9803,0,0.0
2349,9805,0,0.0
2350,9806,0,0.0
2351,9810,0,0.0
2352,9811,0,1.0
2353,9816,0,0.0
2354,9829,0,0.0
2355,9832,0,0.0
2356,9833,0,0.0
2357,9835,0,0.0
2358,9839,0,0.0
2359,9840,0,0.0
2360,9844,0,0.0
2361,9851,0,0.0
2362,9855,0,0.0
2363,9860,1,1.0
2364,9866,0,0.0
2365,9876,0,0.0
2366,9879,1,1.0
2367,9880,0,0.0
2368,9885,0,0.0
2369,9891,0,0.0
2370,9892,1,0.0
2371,9899,0,0.0
2372,9906,0,0.0
2373,9912,0,0.0
2374,9926,0,1.0
2375,9931,0,0.0
2376,9940,0,0.0
2377,9947,0,1.0
2378,9950,1,1.0
2379,9953,0,0.0
2380,9962,0,0.0
2381,9971,0,0.0
2382,9972,0,0.0
2383,9976,0,0.0
2384,9979,0,0.0
2385,9981,0,0.0
2386,9990,0,0.0
2387,9992,0,0.0
2388,9995,0,0.0
2389,9999,1,0.0
2390,10005,1,0.0
2391,10006,0,0.0
2392,10013,0,0.0
2393,10019,0,0.0
2394,10025,1,1.0
2395,10026,0,0.0
2396,10027,0,0.0
2397,10033,0,0.0
2398,10036,0,1.0
2399,10053,0,0.0
2400,10055,0,0.0
2401,10056,0,0.0
2402,10059,0,0.0
2403,10069,0,0.0
2404,10071,0,0.0
2405,10072,0,1.0
2406,10073,0,0.0
2407,10075,0,0.0
2408,10080,0,0.0
2409,10081,1,0.0
2410,10082,0,0.0
2411,10083,0,0.0
2412,10085,0,0.0
2413,10087,1,0.0
2414,10090,0,0.0
2415,10093,0,0.0
2416,10096,0,0.0
2417,10100,1,0.0
2418,10101,0,0.0
2419,10103,0,0.0
2420,10113,0,0.0
2421,10117,0,1.0
2422,10119,0,0.0
2423,10121,1,1.0
2424,10129,0,0.0
2425,10132,0,1.0
2426,10134,0,0.0
2427,10139,0,1.0
2428,10140,0,0.0
2429,10151,1,1.0
2430,10153,1,0.0
