,id,other_aid,other_aid_prediction
1266,5215,0,0.0
1267,5220,0,0.0
1268,5227,1,0.0
1269,5229,0,0.0
1270,5232,0,0.0
1271,5233,1,0.0
1272,5242,0,0.0
1273,5244,0,0.0
1274,5245,0,1.0
1275,5247,0,0.0
1276,5249,0,0.0
1277,5252,0,0.0
1278,5259,0,0.0
1279,5260,0,1.0
1280,5262,0,1.0
1281,5269,0,0.0
1282,5275,0,1.0
1283,5277,0,0.0
1284,5280,0,0.0
1285,5281,0,0.0
1286,5285,1,0.0
1287,5290,0,0.0
1288,5291,1,0.0
1289,5292,0,0.0
1290,5294,0,0.0
1291,5296,1,0.0
1292,5297,1,0.0
1293,5320,0,0.0
1294,5325,0,0.0
1295,5326,0,0.0
1296,5327,0,0.0
1297,5330,0,0.0
1298,5332,1,0.0
1299,5336,0,0.0
1300,5339,0,0.0
1301,5344,1,0.0
1302,5354,0,0.0
1303,5356,0,0.0
1304,5359,0,0.0
1305,5365,0,0.0
1306,5366,0,0.0
1307,5370,0,0.0
1308,5372,0,1.0
1309,5374,1,0.0
1310,5381,0,0.0
1311,5387,1,0.0
1312,5392,1,0.0
1313,5393,0,0.0
1314,5396,0,0.0
1315,5397,0,0.0
1316,5401,0,0.0
1317,5404,1,1.0
1318,5405,0,1.0
1319,5407,1,0.0
1320,5412,0,0.0
1321,5415,1,1.0
1322,5416,0,0.0
1323,5420,0,1.0
1324,5421,0,0.0
1325,5434,1,0.0
1326,5442,0,0.0
1327,5450,0,0.0
1328,5457,0,0.0
1329,5459,0,0.0
1330,5465,0,0.0
1331,5467,0,0.0
1332,5469,0,0.0
1333,5471,0,0.0
1334,5473,0,0.0
1335,5475,0,0.0
1336,5479,0,0.0
1337,5483,0,0.0
1338,5487,0,0.0
1339,5497,0,0.0
1340,5499,0,0.0
1341,5502,1,0.0
1342,5507,0,0.0
1343,5513,0,0.0
1344,5529,0,0.0
1345,5530,0,0.0
1346,5533,0,0.0
1347,5534,0,0.0
1348,5539,0,0.0
1349,5543,0,0.0
1350,5544,0,0.0
1351,5549,0,0.0
1352,5551,0,0.0
1353,5552,0,0.0
1354,5557,1,0.0
1355,5562,0,0.0
1356,5563,0,0.0
1357,5567,1,1.0
1358,5569,1,0.0
1359,5571,0,0.0
1360,5572,0,0.0
1361,5585,1,0.0
1362,5600,0,1.0
1363,5601,0,0.0
1364,5616,1,0.0
1365,5620,0,0.0
1366,5633,0,1.0
1367,5634,0,0.0
1368,5642,0,0.0
1369,5645,0,0.0
1370,5646,0,1.0
1371,5649,0,0.0
1372,5659,0,0.0
1373,5666,0,0.0
1374,5669,0,0.0
1375,5674,0,0.0
1376,5681,0,0.0
1377,5686,1,0.0
1378,5689,0,0.0
1379,5699,0,0.0
1380,5700,0,0.0
1381,5704,0,0.0
1382,5712,0,0.0
1383,5714,1,0.0
1384,5722,0,0.0
1385,5723,0,1.0
1386,5724,0,0.0
1387,5727,1,0.0
1388,5730,1,0.0
1389,5732,0,0.0
1390,5733,0,0.0
1391,5734,0,0.0
1392,5735,0,0.0
1393,5739,0,0.0
1394,5742,0,0.0
1395,5743,1,0.0
1396,5744,0,0.0
1397,5745,0,0.0
1398,5749,0,0.0
1399,5753,0,0.0
1400,5757,0,0.0
1401,5762,0,0.0
1402,5765,0,0.0
1403,5769,0,0.0
1404,5773,0,0.0
1405,5774,0,0.0
1406,5776,0,0.0
1407,5776,0,0.0
1408,5780,0,0.0
1409,5795,0,0.0
1410,5796,0,0.0
1411,5802,0,0.0
1412,5803,0,0.0
1413,5809,0,0.0
1414,5814,0,0.0
1415,5815,0,0.0
1416,5821,0,0.0
1417,5826,0,0.0
1418,5831,0,0.0
1419,5837,0,1.0
1420,5840,0,0.0
1421,5842,0,0.0
1422,5850,0,0.0
1423,5852,0,0.0
1424,5859,0,0.0
1425,5861,0,0.0
1426,5867,0,0.0
1427,5871,0,0.0
1428,5873,0,0.0
1429,5874,0,1.0
1430,5875,0,0.0
1431,5876,1,0.0
1432,5891,0,1.0
1433,5892,0,0.0
1434,5900,0,0.0
1435,5901,0,0.0
1436,5907,0,0.0
1437,5911,1,0.0
1438,5914,0,0.0
1439,5916,1,0.0
1440,5919,0,0.0
1441,5926,0,1.0
1442,5929,0,0.0
1443,5930,0,0.0
1444,5933,0,0.0
1445,5935,0,0.0
1446,5936,0,0.0
1447,5947,1,0.0
1448,5949,0,1.0
1449,5954,0,0.0
1450,5960,0,0.0
1451,5970,0,0.0
1452,5972,0,0.0
1453,5973,0,0.0
1454,5993,0,0.0
1455,5995,0,0.0
1456,5996,0,0.0
1457,6000,0,0.0
1458,6001,0,0.0
1459,6004,0,0.0
1460,6005,0,0.0
1461,6006,0,0.0
1462,6007,0,0.0
1463,6009,0,1.0
1464,6011,0,1.0
1465,6013,1,0.0
1466,6016,1,0.0
1467,6017,0,0.0
1468,6020,0,0.0
1469,6021,0,0.0
1470,6025,0,0.0
1471,6026,0,0.0
1472,6029,0,0.0
1473,6033,0,0.0
1474,6034,0,1.0
1475,6036,1,1.0
1476,6050,0,0.0
1477,6060,0,1.0
1478,6064,0,0.0
1479,6069,0,0.0
1480,6071,0,0.0
1481,6074,0,0.0
1482,6082,0,1.0
1483,6084,1,0.0
1484,6096,1,0.0
1485,6100,0,0.0
1486,6101,0,0.0
1487,6102,0,0.0
1488,6104,0,0.0
1489,6106,0,0.0
1490,6107,0,0.0
1491,6111,0,0.0
1492,6120,0,0.0
1493,6123,0,0.0
1494,6127,0,0.0
1495,6132,1,0.0
1496,6133,0,1.0
1497,6137,0,0.0
1498,6150,0,0.0
1499,6151,0,0.0
1500,6159,0,0.0
1501,6163,0,0.0
1502,6164,0,0.0
1503,6170,0,1.0
1504,6179,0,0.0
1505,6181,0,0.0
1506,6191,0,0.0
1507,6192,0,0.0
1508,6200,0,0.0
1509,6203,0,0.0
1510,6219,0,1.0
1511,6221,0,0.0
1512,6231,0,0.0
1513,6237,0,0.0
1514,6251,0,0.0
1515,6252,0,0.0
1516,6257,0,0.0
1517,6267,0,0.0
1518,6271,0,0.0
1519,6275,0,0.0
1520,6281,0,0.0
1521,6285,1,0.0
1522,6286,0,1.0
1523,6287,0,0.0
1524,6292,1,0.0
1525,6295,0,0.0
1526,6297,0,0.0
1527,6299,0,0.0
1528,6301,0,0.0
1529,6303,0,0.0
1530,6313,0,0.0
1531,6321,0,0.0
1532,6326,0,0.0
1533,6327,0,0.0
1534,6329,0,0.0
1535,6332,0,1.0
1536,6343,1,0.0
1537,6349,0,0.0
1538,6352,0,0.0
1539,6353,1,0.0
1540,6357,0,0.0
1541,6364,0,0.0
1542,6369,0,0.0
1543,6372,0,0.0
1544,6374,0,0.0
1545,6377,0,0.0
1546,6391,0,0.0
1547,6405,0,0.0
1548,6415,0,0.0
1549,6416,0,0.0
1550,6422,0,1.0
1551,6425,0,0.0
1552,6426,0,0.0
1553,6427,0,0.0
1554,6433,0,0.0
1555,6435,0,0.0
1556,6443,0,0.0
1557,6449,0,0.0
1558,6460,1,0.0
1559,6461,0,0.0
1560,6464,0,0.0
1561,6467,0,0.0
1562,6479,0,0.0
1563,6481,0,0.0
1564,6486,0,0.0
1565,6487,0,0.0
1566,6489,1,0.0
1567,6492,0,0.0
1568,6514,1,0.0
1569,6515,0,0.0
1570,6515,0,0.0
1571,6529,0,0.0
1572,6530,0,0.0
1573,6532,0,1.0
1574,6534,1,0.0
1575,6535,0,0.0
1576,6544,0,0.0
1577,6545,0,0.0
1578,6550,0,0.0
1579,6553,0,1.0
1580,6554,0,0.0
1581,6560,0,0.0
1582,6561,0,0.0
1583,6565,0,0.0
1584,6571,0,0.0
1585,6573,1,0.0
1586,6576,0,0.0
1587,6580,0,0.0
1588,6583,0,0.0
1589,6584,1,0.0
1590,6585,0,0.0
1591,6591,0,0.0
1592,6592,1,0.0
1593,6600,0,0.0
1594,6604,0,0.0
1595,6605,0,0.0
1596,6607,0,0.0
1597,6609,0,0.0
1598,6622,0,1.0
1599,6623,0,0.0
1600,6624,0,0.0
1601,6625,0,0.0
1602,6631,0,0.0
1603,6633,0,0.0
1604,6635,0,0.0
1605,6639,0,0.0
1606,6642,1,0.0
1607,6646,0,0.0
1608,6647,1,0.0
1609,6651,0,0.0
1610,6656,0,0.0
1611,6657,1,0.0
1612,6661,0,0.0
1613,6662,0,0.0
1614,6664,0,0.0
1615,6665,0,0.0
1616,6666,0,0.0
1617,6670,0,0.0
1618,6671,0,0.0
1619,6675,0,0.0
1620,6679,0,0.0
1621,6682,0,0.0
1622,6684,0,0.0
1623,6687,0,0.0
1624,6691,1,0.0
1625,6695,0,0.0
1626,6696,0,0.0
1627,6712,0,0.0
1628,6713,0,0.0
1629,6714,0,0.0
1630,6715,0,0.0
1631,6723,0,0.0
1632,6727,0,0.0
1633,6732,1,0.0
1634,6739,0,0.0
1635,6742,0,0.0
1636,6746,0,0.0
1637,6747,0,1.0
1638,6750,0,0.0
1639,6752,1,0.0
1640,6770,0,0.0
1641,6773,0,0.0
1642,6780,0,0.0
1643,6785,0,0.0
1644,6792,0,0.0
1645,6803,0,0.0
1646,6816,0,0.0
1647,6823,0,0.0
1648,6824,1,0.0
1649,6829,0,0.0
1650,6832,0,0.0
1651,6836,0,0.0
1652,6839,0,0.0
1653,6842,1,0.0
1654,6846,0,0.0
1655,6849,0,0.0
1656,6851,0,0.0
1657,6853,0,1.0
1658,6854,0,0.0
1659,6856,0,0.0
1660,6869,0,0.0
1661,6873,0,0.0
1662,6874,0,0.0
1663,6880,0,0.0
1664,6882,0,0.0
1665,6887,0,0.0
1666,6889,1,0.0
1667,6891,1,1.0
1668,6893,0,0.0
1669,6895,0,0.0
1670,6900,0,0.0
1671,6904,0,0.0
1672,6906,0,0.0
1673,6919,0,0.0
1674,6923,0,0.0
1675,6924,0,0.0
1676,6927,0,0.0
1677,6929,0,1.0
1678,6932,0,0.0
1679,6935,0,1.0
1680,6937,0,0.0
1681,6943,0,0.0
1682,6944,0,0.0
1683,6949,0,0.0
1684,6951,0,0.0
1685,6952,0,1.0
1686,6953,1,0.0
1687,6955,0,0.0
1688,6956,1,0.0
1689,6966,0,0.0
1690,6967,0,0.0
1691,6970,0,0.0
1692,6971,0,0.0
1693,6972,0,1.0
1694,6973,0,0.0
1695,6974,0,0.0
1696,6985,0,1.0
1697,6989,1,1.0
1698,6990,0,0.0
1699,6991,0,0.0
1700,6995,0,1.0
1701,6996,0,1.0
1702,6999,0,0.0
1703,7000,0,1.0
1704,7001,0,0.0
1705,7002,0,0.0
1706,7015,1,0.0
1707,7025,0,0.0
1708,7031,0,0.0
1709,7032,0,0.0
1710,7035,0,0.0
1711,7040,0,0.0
1712,7043,0,0.0
1713,7044,0,0.0
1714,7049,0,0.0
1715,7052,0,0.0
1716,7056,0,0.0
1717,7074,0,0.0
1718,7077,0,0.0
1719,7079,0,0.0
1720,7080,0,0.0
1721,7084,0,0.0
1722,7086,0,0.0
1723,7089,0,0.0
1724,7103,0,0.0
1725,7106,0,1.0
1726,7110,0,0.0
1727,7112,0,0.0
1728,7114,0,0.0
1729,7116,0,0.0
1730,7120,1,0.0
1731,7125,0,0.0
1732,7126,0,0.0
1733,7127,1,1.0
1734,7130,0,0.0
1735,7133,0,0.0
1736,7135,0,0.0
1737,7137,0,0.0
1738,7144,0,0.0
1739,7147,0,0.0
1740,7151,0,0.0
1741,7152,1,0.0
1742,7155,0,1.0
1743,7160,0,0.0
1744,7163,0,0.0
1745,7170,0,0.0
1746,7180,0,0.0
1747,7182,0,0.0
1748,7184,0,0.0
1749,7191,0,0.0
1750,7194,0,0.0
1751,7199,0,0.0
1752,7200,1,1.0
1753,7207,0,0.0
1754,7212,0,0.0
1755,7213,0,0.0
1756,7216,0,0.0
1757,7217,0,0.0
1758,7219,0,0.0
1759,7221,0,0.0
1760,7225,0,0.0
1761,7235,0,0.0
1762,7240,0,0.0
1763,7241,1,1.0
1764,7245,0,0.0
1765,7251,0,0.0
1766,7253,0,0.0
1767,7260,0,0.0
1768,7262,0,0.0
1769,7265,0,0.0
1770,7271,0,0.0
1771,7272,0,0.0
1772,7273,0,0.0
1773,7280,0,0.0
1774,7281,0,0.0
1775,7282,1,0.0
1776,7283,0,1.0
1777,7286,0,0.0
1778,7292,0,0.0
1779,7294,0,0.0
1780,7296,0,0.0
1781,7311,0,0.0
1782,7312,1,0.0
1783,7314,1,0.0
1784,7322,1,0.0
1785,7329,0,0.0
1786,7333,1,0.0
1787,7345,0,0.0
1788,7352,0,1.0
1789,7367,0,0.0
1790,7370,0,0.0
1791,7373,0,0.0
1792,7374,0,0.0
1793,7375,0,0.0
1794,7389,0,0.0
1795,7391,0,0.0
1796,7392,0,0.0
1797,7399,0,0.0
1798,7403,0,0.0
1799,7412,0,0.0
1800,7414,0,0.0
1801,7417,0,1.0
1802,7420,0,0.0
1803,7425,0,0.0
1804,7433,0,0.0
1805,7436,0,0.0
1806,7439,0,0.0
1807,7442,0,0.0
1808,7447,0,0.0
1809,7452,0,0.0
1810,7457,0,0.0
1811,7460,0,0.0
1812,7464,0,0.0
1813,7467,0,0.0
1814,7483,0,0.0
1815,7486,0,0.0
1816,7489,0,0.0
1817,7490,0,0.0
1818,7492,0,0.0
1819,7494,0,0.0
1820,7509,0,0.0
1821,7512,0,0.0
1822,7515,0,0.0
1823,7517,0,0.0
1824,7524,0,0.0
1825,7533,0,0.0
1826,7540,0,0.0
1827,7544,0,0.0
1828,7546,0,0.0
1829,7547,0,0.0
1830,7549,1,1.0
1831,7573,0,0.0
1832,7577,0,0.0
1833,7579,0,1.0
1834,7580,0,0.0
1835,7585,0,0.0
1836,7586,0,0.0
1837,7592,1,1.0
1838,7594,0,0.0
1839,7597,0,0.0
1840,7603,0,1.0
1841,7607,0,0.0
1842,7613,0,0.0
1843,7636,0,0.0
1844,7641,0,0.0
1845,7643,0,0.0
1846,7644,0,0.0
1847,7646,0,0.0
1848,7649,0,0.0
1849,7651,0,1.0
1850,7652,1,1.0
1851,7653,0,0.0
1852,7654,0,0.0
1853,7655,0,0.0
1854,7665,0,0.0
1855,7666,0,0.0
1856,7676,0,0.0
1857,7680,0,0.0
1858,7684,0,0.0
1859,7691,0,0.0
1860,7695,0,0.0
1861,7699,0,0.0
1862,7702,0,0.0
1863,7703,0,0.0
1864,7705,0,0.0
1865,7706,0,0.0
1866,7707,0,0.0
1867,7709,0,0.0
1868,7715,1,0.0
1869,7716,0,0.0
1870,7717,0,0.0
1871,7721,0,0.0
1872,7723,0,0.0
1873,7724,1,0.0
1874,7726,0,1.0
1875,7729,0,0.0
1876,7733,0,1.0
1877,7741,0,0.0
1878,7750,0,1.0
1879,7752,0,0.0
1880,7753,0,0.0
1881,7760,0,0.0
1882,7762,0,0.0
1883,7770,0,0.0
1884,7774,0,0.0
1885,7776,0,0.0
1886,7777,0,0.0
1887,7782,1,0.0
1888,7783,0,0.0
1889,7785,1,0.0
1890,7789,1,1.0
1891,7794,0,0.0
1892,7796,0,0.0
1893,7800,0,0.0
1894,7804,0,0.0
1895,7805,0,0.0
1896,7806,0,0.0
1897,7807,0,0.0
1898,7810,0,0.0
1899,7833,0,0.0
1900,7836,0,0.0
1901,7842,0,0.0
1902,7851,0,0.0
1903,7856,0,0.0
1904,7860,0,0.0
1905,7861,0,0.0
1906,7863,0,0.0
1907,7867,0,0.0
1908,7869,0,0.0
1909,7870,0,0.0
1910,7874,0,0.0
1911,7875,0,0.0
1912,7877,0,1.0
1913,7879,0,0.0
1914,7881,0,0.0
1915,7886,1,0.0
1916,7887,0,0.0
1917,7890,0,0.0
1918,7891,0,0.0
1919,7896,0,0.0
1920,7897,0,0.0
1921,7900,0,0.0
1922,7905,0,0.0
1923,7907,0,0.0
1924,7909,0,0.0
1925,7911,0,0.0
1926,7915,0,0.0
1927,7919,0,0.0
1928,7920,0,0.0
1929,7925,0,0.0
1930,7927,0,0.0
1931,7930,0,0.0
1932,7931,0,0.0
1933,7932,0,0.0
1934,7933,0,0.0
1935,7935,0,0.0
1936,7937,0,0.0
1937,7939,0,0.0
1938,7954,0,0.0
1939,7956,0,0.0
1940,7957,0,0.0
1941,7959,0,0.0
1942,7960,0,0.0
1943,7965,0,0.0
1944,7980,1,1.0
1945,7981,0,0.0
1946,7985,0,0.0
1947,7989,0,0.0
1948,7993,1,1.0
1949,7994,0,0.0
1950,7997,0,1.0
1951,7999,0,0.0
1952,8000,0,0.0
1953,8001,0,0.0
1954,8007,0,0.0
1955,8009,1,0.0
1956,8014,0,0.0
1957,8026,0,0.0
1958,8030,0,1.0
1959,8039,0,0.0
1960,8040,0,0.0
1961,8050,0,0.0
1962,8051,0,0.0
1963,8060,0,0.0
1964,8062,0,0.0
1965,8073,0,0.0
1966,8074,0,0.0
1967,8076,0,0.0
1968,8077,0,0.0
1969,8085,0,0.0
1970,8090,0,0.0
1971,8094,0,0.0
1972,8095,0,1.0
1973,8096,0,0.0
1974,8109,0,0.0
1975,8114,0,0.0
1976,8115,0,0.0
1977,8117,1,0.0
1978,8123,0,0.0
1979,8124,0,0.0
1980,8127,0,0.0
1981,8130,0,0.0
1982,8133,1,0.0
1983,8140,1,0.0
1984,8147,0,0.0
1985,8152,0,0.0
1986,8154,0,0.0
1987,8155,0,0.0
1988,8160,0,0.0
1989,8161,0,0.0
1990,8162,0,0.0
1991,8171,0,0.0
1992,8174,0,0.0
1993,8177,0,0.0
1994,8183,0,0.0
1995,8184,0,0.0
1996,8187,0,0.0
1997,8189,0,0.0
1998,8190,0,0.0
1999,8197,0,1.0
2000,8199,0,0.0
2001,8200,0,0.0
2002,8202,0,0.0
2003,8206,0,0.0
2004,8217,0,0.0
2005,8219,0,0.0
2006,8220,1,0.0
2007,8221,0,0.0
2008,8226,0,0.0
2009,8227,0,0.0
2010,8233,0,0.0
2011,8235,1,0.0
2012,8237,0,0.0
2013,8245,0,0.0
2014,8246,0,0.0
2015,8247,1,0.0
2016,8249,0,0.0
2017,8252,0,0.0
2018,8255,0,0.0
2019,8257,0,0.0
2020,8265,0,0.0
2021,8266,0,0.0
2022,8271,0,0.0
2023,8272,0,0.0
2024,8289,0,0.0
2025,8309,0,0.0
2026,8310,0,0.0
2027,8314,0,0.0
2028,8315,0,0.0
2029,8316,0,0.0
2030,8319,0,0.0
2031,8323,0,0.0
2032,8324,0,0.0
2033,8325,0,0.0
2034,8326,1,0.0
2035,8329,0,0.0
2036,8332,0,0.0
2037,8344,0,0.0
2038,8351,0,0.0
2039,8352,0,0.0
2040,8357,0,0.0
2041,8359,0,0.0
2042,8363,0,1.0
2043,8364,0,0.0
2044,8365,0,0.0
2045,8367,0,0.0
2046,8370,0,0.0
2047,8372,0,0.0
2048,8374,0,1.0
2049,8380,0,0.0
2050,8382,0,0.0
2051,8384,0,0.0
2052,8386,0,0.0
2053,8387,1,0.0
2054,8389,0,0.0
2055,8392,0,0.0
2056,8393,0,0.0
2057,8397,0,0.0
2058,8399,0,0.0
2059,8403,1,0.0
2060,8406,0,1.0
2061,8413,1,0.0
2062,8414,0,0.0
2063,8415,0,0.0
2064,8420,1,0.0
2065,8423,0,0.0
2066,8429,0,0.0
2067,8434,0,0.0
2068,8436,0,0.0
2069,8441,0,0.0
2070,8452,0,0.0
2071,8455,0,0.0
2072,8460,0,0.0
2073,8461,0,0.0
2074,8462,0,0.0
2075,8464,0,0.0
2076,8466,0,0.0
2077,8471,1,0.0
2078,8472,0,0.0
2079,8480,0,0.0
2080,8485,0,0.0
2081,8497,0,1.0
2082,8500,0,0.0
2083,8502,1,0.0
2084,8503,0,1.0
2085,8504,0,0.0
2086,8506,1,1.0
2087,8513,0,0.0
2088,8516,0,0.0
2089,8521,0,0.0
2090,8525,0,0.0
2091,8540,0,0.0
2092,8553,0,0.0
2093,8556,0,0.0
2094,8560,0,0.0
2095,8561,0,0.0
2096,8567,0,0.0
2097,8569,0,0.0
2098,8570,0,0.0
2099,8572,0,0.0
2100,8573,0,0.0
2101,8575,1,0.0
2102,8577,0,0.0
2103,8586,0,0.0
2104,8600,0,0.0
2105,8601,0,0.0
2106,8610,0,0.0
2107,8611,0,0.0
2108,8614,0,0.0
2109,8617,0,0.0
2110,8619,0,0.0
2111,8620,0,0.0
2112,8624,0,0.0
2113,8627,0,0.0
2114,8630,0,0.0
2115,8632,0,0.0
2116,8633,0,0.0
2117,8636,1,0.0
2118,8637,0,0.0
2119,8640,1,0.0
2120,8644,0,0.0
2121,8645,0,0.0
2122,8646,0,0.0
2123,8653,0,0.0
2124,8662,1,0.0
2125,8663,0,0.0
2126,8667,0,0.0
2127,8673,0,0.0
2128,8674,0,1.0
2129,8686,0,0.0
2130,8690,0,0.0
2131,8694,0,0.0
2132,8695,0,0.0
2133,8697,0,0.0
2134,8703,1,0.0
2135,8704,0,0.0
2136,8712,1,0.0
2137,8714,0,0.0
2138,8715,0,0.0
2139,8716,0,0.0
2140,8719,0,0.0
2141,8723,0,0.0
2142,8733,0,0.0
2143,8741,0,0.0
2144,8746,0,0.0
2145,8747,0,0.0
2146,8749,0,0.0
2147,8751,0,0.0
2148,8753,0,0.0
2149,8759,0,0.0
2150,8761,0,0.0
2151,8764,0,0.0
2152,8775,0,0.0
2153,8779,1,0.0
2154,8780,0,1.0
2155,8782,0,1.0
2156,8783,0,1.0
2157,8785,0,0.0
2158,8791,0,0.0
2159,8792,0,0.0
2160,8794,0,0.0
2161,8800,0,0.0
2162,8801,0,0.0
2163,8802,1,1.0
2164,8807,0,0.0
2165,8814,0,0.0
2166,8817,0,0.0
2167,8820,1,0.0
2168,8822,0,1.0
2169,8824,0,0.0
2170,8827,0,0.0
2171,8829,0,1.0
2172,8830,0,0.0
2173,8839,1,0.0
2174,8840,0,0.0
2175,8843,0,0.0
2176,8845,0,0.0
2177,8852,0,1.0
2178,8860,1,0.0
2179,8864,0,0.0
2180,8873,0,0.0
2181,8876,0,0.0
2182,8886,0,0.0
2183,8887,0,0.0
2184,8894,0,0.0
2185,8897,1,0.0
2186,8900,0,0.0
2187,8901,0,0.0
2188,8904,0,0.0
2189,8907,0,0.0
2190,8913,0,1.0
2191,8916,0,0.0
2192,8920,0,0.0
2193,8922,1,0.0
2194,8926,0,0.0
2195,8930,0,0.0
2196,8933,0,0.0
2197,8939,0,0.0
2198,8940,0,0.0
2199,8942,0,0.0
2200,8946,0,0.0
2201,8952,0,0.0
2202,8959,0,0.0
2203,8964,0,0.0
2204,8965,0,0.0
2205,8966,0,0.0
2206,8970,0,0.0
2207,8979,0,0.0
2208,8982,0,0.0
2209,8983,0,0.0
2210,8992,0,0.0
2211,8996,0,0.0
2212,9009,0,0.0
2213,9010,0,0.0
2214,9019,1,0.0
2215,9020,0,0.0
2216,9026,0,0.0
2217,9029,0,0.0
2218,9039,0,0.0
2219,9049,0,0.0
2220,9050,0,0.0
2221,9052,0,0.0
2222,9054,0,0.0
2223,9059,0,1.0
2224,9061,0,0.0
2225,9065,0,1.0
2226,9067,0,1.0
2227,9069,0,0.0
2228,9070,0,0.0
2229,9071,0,0.0
2230,9073,0,0.0
2231,9080,0,0.0
2232,9090,0,0.0
2233,9092,0,0.0
2234,9097,0,0.0
2235,9105,0,0.0
2236,9107,0,0.0
2237,9111,0,0.0
2238,9112,0,0.0
2239,9117,0,1.0
2240,9129,0,0.0
2241,9143,0,0.0
2242,9150,0,0.0
2243,9155,0,0.0
2244,9161,0,0.0
2245,9162,0,0.0
2246,9169,0,0.0
2247,9172,0,0.0
2248,9179,0,0.0
2249,9181,0,0.0
2250,9182,0,0.0
2251,9185,0,0.0
2252,9186,0,0.0
2253,9190,0,0.0
2254,9193,0,0.0
2255,9201,0,0.0
2256,9204,0,0.0
2257,9205,0,0.0
2258,9206,0,0.0
2259,9207,0,0.0
2260,9219,0,0.0
2261,9220,0,1.0
2262,9230,0,0.0
2263,9234,0,0.0
2264,9236,0,0.0
2265,9237,0,0.0
2266,9249,0,0.0
2267,9256,0,0.0
2268,9260,0,1.0
2269,9261,0,0.0
2270,9263,0,0.0
2271,9266,0,0.0
2272,9267,0,0.0
2273,9269,0,0.0
2274,9273,0,0.0
2275,9275,0,1.0
2276,9283,0,0.0
2277,9287,0,1.0
2278,9291,0,0.0
2279,9294,0,0.0
2280,9299,0,0.0
2281,9300,0,0.0
2282,9305,0,0.0
2283,9311,0,0.0
2284,9312,0,0.0
2285,9313,0,0.0
2286,9314,0,1.0
2287,9321,0,0.0
2288,9333,0,0.0
2289,9342,0,0.0
2290,9346,1,1.0
2291,9349,0,0.0
2292,9353,0,0.0
2293,9354,0,0.0
2294,9359,0,0.0
2295,9367,0,0.0
2296,9369,0,0.0
2297,9381,0,0.0
2298,9382,0,0.0
2299,9384,0,0.0
2300,9385,0,0.0
2301,9387,1,0.0
2302,9394,0,1.0
2303,9397,0,0.0
2304,9401,0,0.0
2305,9409,0,0.0
2306,9415,0,0.0
2307,9416,0,0.0
2308,9421,0,0.0
2309,9427,0,0.0
2310,9430,0,0.0
2311,9433,0,0.0
2312,9440,0,0.0
2313,9441,1,0.0
2314,9442,0,0.0
2315,9444,0,0.0
2316,9459,0,1.0
2317,9460,0,0.0
2318,9461,0,0.0
2319,9466,0,0.0
2320,9470,0,0.0
2321,9472,0,0.0
2322,9473,0,0.0
2323,9474,0,0.0
2324,9479,0,0.0
2325,9484,0,0.0
2326,9485,0,0.0
2327,9487,0,0.0
2328,9491,0,0.0
2329,9492,0,0.0
2330,9493,0,1.0
2331,9495,0,0.0
2332,9501,0,0.0
2333,9502,0,0.0
2334,9503,0,0.0
2335,9506,0,0.0
2336,9512,0,1.0
2337,9525,1,0.0
2338,9526,0,0.0
2339,9529,0,0.0
2340,9530,0,0.0
2341,9534,0,0.0
2342,9537,0,0.0
2343,9544,0,0.0
2344,9546,0,0.0
2345,9551,0,0.0
2346,9552,0,0.0
2347,9554,0,0.0
2348,9561,0,0.0
2349,9563,0,0.0
2350,9565,0,0.0
2351,9566,0,0.0
2352,9567,0,0.0
2353,9572,0,0.0
2354,9576,0,0.0
2355,9589,0,0.0
2356,9593,0,0.0
2357,9595,0,0.0
2358,9596,0,0.0
2359,9603,0,0.0
2360,9605,0,0.0
2361,9613,0,0.0
2362,9614,0,0.0
2363,9615,0,0.0
2364,9617,0,0.0
2365,9621,0,0.0
2366,9622,0,1.0
2367,9623,0,1.0
2368,9630,0,0.0
2369,9632,0,0.0
2370,9635,0,0.0
2371,9636,1,0.0
2372,9640,0,0.0
2373,9646,0,0.0
2374,9651,0,0.0
2375,9652,0,0.0
2376,9655,0,0.0
2377,9656,0,0.0
2378,9662,0,0.0
2379,9664,0,0.0
2380,9671,0,0.0
2381,9673,0,0.0
2382,9674,0,1.0
2383,9680,0,0.0
2384,9681,0,0.0
2385,9682,0,0.0
2386,9683,0,0.0
2387,9687,0,0.0
2388,9691,0,0.0
2389,9692,0,0.0
2390,9694,0,0.0
2391,9695,0,0.0
2392,9697,0,0.0
2393,9700,0,0.0
2394,9701,0,0.0
2395,9703,0,0.0
2396,9705,0,0.0
2397,9709,0,0.0
2398,9712,0,0.0
2399,9713,0,0.0
2400,9717,0,1.0
2401,9729,0,0.0
2402,9731,0,0.0
2403,9737,0,0.0
2404,9740,0,0.0
2405,9741,0,0.0
2406,9745,0,0.0
2407,9755,0,0.0
2408,9757,0,1.0
2409,9761,0,0.0
2410,9765,0,0.0
2411,9767,0,0.0
2412,9769,0,1.0
2413,9772,0,0.0
2414,9774,0,0.0
2415,9777,0,1.0
2416,9781,1,1.0
2417,9789,0,0.0
2418,9793,1,0.0
2419,9797,1,0.0
2420,9799,0,1.0
2421,9800,0,1.0
2422,9805,0,0.0
2423,9806,0,0.0
2424,9811,0,0.0
2425,9823,1,0.0
2426,9826,0,0.0
2427,9830,0,0.0
2428,9832,0,0.0
2429,9836,1,0.0
2430,9840,0,0.0
