,id,direct_report,direct_report_prediction
1265,5343,0,0.0
1266,5344,1,1.0
1267,5350,1,1.0
1268,5357,0,0.0
1269,5364,0,0.0
1270,5365,0,0.0
1271,5366,0,0.0
1272,5373,0,0.0
1273,5382,1,0.0
1274,5384,0,1.0
1275,5385,0,0.0
1276,5393,0,0.0
1277,5396,1,1.0
1278,5400,0,1.0
1279,5403,0,0.0
1280,5407,1,1.0
1281,5412,0,0.0
1282,5417,0,1.0
1283,5422,1,0.0
1284,5423,1,0.0
1285,5424,1,1.0
1286,5429,1,0.0
1287,5441,1,1.0
1288,5445,1,1.0
1289,5447,1,1.0
1290,5449,0,0.0
1291,5451,0,0.0
1292,5457,0,0.0
1293,5461,1,1.0
1294,5464,0,1.0
1295,5465,0,0.0
1296,5475,0,0.0
1297,5477,0,1.0
1298,5487,0,1.0
1299,5490,0,0.0
1300,5496,1,1.0
1301,5497,0,1.0
1302,5499,0,0.0
1303,5506,0,0.0
1304,5512,1,1.0
1305,5514,1,1.0
1306,5515,1,1.0
1307,5520,0,0.0
1308,5521,0,0.0
1309,5523,1,1.0
1310,5524,1,1.0
1311,5533,0,1.0
1312,5534,1,1.0
1313,5535,0,0.0
1314,5536,0,1.0
1315,5537,0,1.0
1316,5544,1,1.0
1317,5546,0,0.0
1318,5549,0,0.0
1319,5550,0,0.0
1320,5552,1,1.0
1321,5560,0,0.0
1322,5563,0,1.0
1323,5573,0,0.0
1324,5573,0,0.0
1325,5576,1,0.0
1326,5585,1,1.0
1327,5592,0,0.0
1328,5597,0,1.0
1329,5599,1,0.0
1330,5602,0,0.0
1331,5604,1,1.0
1332,5606,0,0.0
1333,5609,0,0.0
1334,5619,1,1.0
1335,5620,0,1.0
1336,5621,1,1.0
1337,5624,0,0.0
1338,5635,1,0.0
1339,5644,1,0.0
1340,5645,1,0.0
1341,5653,1,1.0
1342,5655,0,0.0
1343,5657,0,0.0
1344,5659,1,1.0
1345,5661,1,0.0
1346,5667,0,1.0
1347,5672,0,0.0
1348,5676,0,0.0
1349,5681,0,1.0
1350,5685,1,1.0
1351,5699,0,1.0
1352,5701,0,0.0
1353,5704,0,0.0
1354,5709,1,1.0
1355,5710,0,0.0
1356,5719,1,1.0
1357,5730,1,1.0
1358,5736,0,1.0
1359,5744,0,1.0
1360,5761,0,0.0
1361,5771,0,1.0
1362,5779,0,0.0
1363,5780,0,0.0
1364,5782,0,0.0
1365,5792,0,0.0
1366,5793,0,1.0
1367,5796,1,1.0
1368,5797,1,1.0
1369,5802,0,1.0
1370,5804,0,1.0
1371,5805,0,1.0
1372,5806,1,1.0
1373,5809,0,1.0
1374,5811,0,0.0
1375,5814,0,0.0
1376,5815,0,1.0
1377,5817,0,0.0
1378,5825,0,1.0
1379,5835,0,1.0
1380,5837,0,1.0
1381,5840,0,0.0
1382,5849,0,0.0
1383,5853,0,0.0
1384,5854,0,0.0
1385,5856,1,0.0
1386,5862,1,1.0
1387,5864,0,1.0
1388,5867,0,0.0
1389,5871,1,1.0
1390,5875,0,1.0
1391,5879,1,1.0
1392,5883,0,1.0
1393,5886,1,1.0
1394,5887,0,0.0
1395,5890,0,0.0
1396,5901,0,0.0
1397,5912,1,0.0
1398,5914,0,1.0
1399,5917,0,0.0
1400,5921,0,0.0
1401,5922,1,1.0
1402,5925,1,1.0
1403,5927,0,0.0
1404,5931,0,0.0
1405,5932,0,0.0
1406,5935,0,0.0
1407,5937,0,0.0
1408,5941,0,0.0
1409,5943,0,1.0
1410,5953,0,1.0
1411,5961,0,0.0
1412,5967,0,0.0
1413,5969,0,1.0
1414,5972,0,1.0
1415,5990,1,0.0
1416,5992,1,1.0
1417,5995,0,0.0
1418,5996,0,0.0
1419,6009,0,0.0
1420,6013,1,0.0
1421,6014,0,1.0
1422,6015,0,0.0
1423,6019,0,1.0
1424,6024,0,0.0
1425,6036,0,0.0
1426,6043,1,0.0
1427,6047,0,0.0
1428,6049,0,0.0
1429,6054,1,1.0
1430,6056,1,1.0
1431,6061,0,1.0
1432,6063,1,0.0
1433,6066,0,1.0
1434,6069,1,0.0
1435,6071,0,0.0
1436,6073,0,0.0
1437,6074,0,0.0
1438,6077,0,0.0
1439,6079,1,1.0
1440,6080,0,0.0
1441,6089,1,1.0
1442,6090,0,0.0
1443,6091,0,1.0
1444,6094,0,0.0
1445,6095,0,1.0
1446,6097,0,0.0
1447,6100,0,0.0
1448,6102,1,1.0
1449,6105,0,0.0
1450,6107,1,1.0
1451,6117,0,1.0
1452,6120,0,0.0
1453,6122,0,0.0
1454,6130,1,1.0
1455,6131,0,0.0
1456,6132,1,1.0
1457,6133,0,0.0
1458,6139,1,1.0
1459,6142,0,0.0
1460,6145,0,0.0
1461,6151,0,0.0
1462,6152,0,0.0
1463,6157,1,1.0
1464,6162,1,1.0
1465,6164,0,0.0
1466,6173,0,1.0
1467,6179,0,0.0
1468,6181,1,1.0
1469,6183,0,0.0
1470,6185,1,1.0
1471,6186,0,0.0
1472,6190,0,0.0
1473,6192,0,0.0
1474,6195,0,1.0
1475,6205,0,0.0
1476,6219,1,1.0
1477,6226,0,0.0
1478,6227,0,1.0
1479,6229,1,1.0
1480,6230,0,1.0
1481,6235,0,1.0
1482,6236,0,1.0
1483,6240,0,1.0
1484,6251,1,1.0
1485,6252,0,1.0
1486,6254,0,0.0
1487,6267,0,1.0
1488,6270,0,0.0
1489,6271,1,0.0
1490,6275,1,1.0
1491,6276,0,0.0
1492,6277,0,0.0
1493,6284,0,0.0
1494,6285,1,0.0
1495,6295,0,0.0
1496,6297,1,1.0
1497,6303,0,1.0
1498,6306,1,1.0
1499,6310,1,1.0
1500,6312,1,1.0
1501,6315,0,0.0
1502,6323,0,1.0
1503,6325,0,0.0
1504,6326,0,1.0
1505,6327,0,0.0
1506,6329,0,0.0
1507,6333,0,0.0
1508,6335,0,1.0
1509,6340,0,0.0
1510,6343,0,0.0
1511,6345,1,1.0
1512,6367,0,0.0
1513,6374,0,1.0
1514,6382,0,0.0
1515,6384,0,0.0
1516,6385,0,0.0
1517,6390,0,0.0
1518,6393,0,0.0
1519,6395,0,0.0
1520,6396,0,0.0
1521,6406,0,1.0
1522,6410,1,0.0
1523,6412,1,1.0
1524,6415,1,1.0
1525,6427,0,0.0
1526,6431,0,0.0
1527,6434,1,1.0
1528,6440,0,1.0
1529,6441,1,1.0
1530,6445,0,0.0
1531,6447,0,0.0
1532,6460,1,0.0
1533,6467,0,0.0
1534,6469,0,0.0
1535,6471,0,0.0
1536,6477,0,0.0
1537,6483,0,0.0
1538,6484,0,0.0
1539,6485,0,0.0
1540,6486,0,0.0
1541,6487,0,0.0
1542,6491,0,0.0
1543,6495,0,0.0
1544,6497,0,1.0
1545,6503,0,0.0
1546,6506,0,0.0
1547,6507,0,0.0
1548,6517,0,0.0
1549,6519,0,0.0
1550,6520,0,0.0
1551,6529,0,0.0
1552,6530,0,0.0
1553,6531,1,0.0
1554,6532,0,1.0
1555,6537,0,0.0
1556,6550,0,0.0
1557,6551,0,1.0
1558,6552,0,1.0
1559,6553,0,0.0
1560,6554,0,0.0
1561,6557,0,1.0
1562,6560,0,0.0
1563,6561,0,0.0
1564,6562,1,1.0
1565,6563,0,0.0
1566,6567,0,0.0
1567,6572,0,0.0
1568,6573,1,1.0
1569,6573,1,1.0
1570,6576,0,0.0
1571,6582,1,1.0
1572,6585,0,1.0
1573,6593,0,1.0
1574,6596,0,0.0
1575,6599,1,0.0
1576,6602,0,0.0
1577,6604,0,0.0
1578,6605,0,0.0
1579,6609,0,0.0
1580,6623,0,0.0
1581,6633,0,0.0
1582,6637,0,0.0
1583,6642,1,1.0
1584,6644,1,0.0
1585,6646,0,0.0
1586,6651,0,0.0
1587,6654,1,1.0
1588,6659,0,0.0
1589,6669,0,0.0
1590,6671,0,0.0
1591,6676,1,1.0
1592,6681,0,0.0
1593,6683,0,0.0
1594,6687,0,1.0
1595,6689,0,0.0
1596,6699,0,1.0
1597,6705,0,0.0
1598,6706,0,1.0
1599,6709,0,0.0
1600,6710,0,0.0
1601,6716,1,1.0
1602,6720,0,0.0
1603,6723,0,1.0
1604,6724,1,1.0
1605,6726,1,0.0
1606,6733,0,0.0
1607,6740,0,0.0
1608,6750,0,0.0
1609,6752,1,0.0
1610,6757,1,0.0
1611,6760,0,0.0
1612,6761,0,0.0
1613,6764,1,0.0
1614,6766,0,0.0
1615,6769,1,1.0
1616,6770,0,0.0
1617,6771,0,0.0
1618,6774,0,0.0
1619,6775,0,1.0
1620,6780,0,1.0
1621,6789,0,0.0
1622,6792,0,0.0
1623,6793,1,1.0
1624,6807,1,1.0
1625,6812,0,0.0
1626,6834,0,0.0
1627,6840,0,0.0
1628,6843,0,0.0
1629,6844,0,0.0
1630,6845,0,1.0
1631,6854,0,0.0
1632,6855,0,0.0
1633,6856,0,1.0
1634,6859,0,1.0
1635,6866,0,0.0
1636,6873,0,0.0
1637,6879,0,0.0
1638,6893,0,1.0
1639,6896,0,0.0
1640,6897,0,0.0
1641,6900,0,0.0
1642,6901,1,1.0
1643,6904,1,0.0
1644,6905,0,1.0
1645,6909,0,0.0
1646,6923,0,0.0
1647,6926,1,1.0
1648,6927,0,0.0
1649,6933,1,0.0
1650,6935,0,1.0
1651,6942,0,0.0
1652,6946,0,1.0
1653,6955,0,0.0
1654,6966,0,0.0
1655,6970,0,1.0
1656,6971,0,0.0
1657,6973,0,0.0
1658,6977,0,0.0
1659,6986,0,0.0
1660,6994,0,0.0
1661,6999,0,0.0
1662,7001,0,0.0
1663,7002,0,1.0
1664,7005,0,1.0
1665,7007,1,1.0
1666,7021,0,1.0
1667,7022,1,0.0
1668,7024,0,0.0
1669,7041,0,0.0
1670,7046,0,0.0
1671,7047,0,1.0
1672,7049,0,1.0
1673,7054,0,1.0
1674,7060,0,0.0
1675,7061,0,0.0
1676,7065,0,0.0
1677,7066,0,1.0
1678,7067,1,1.0
1679,7072,0,0.0
1680,7086,0,0.0
1681,7091,0,0.0
1682,7094,0,0.0
1683,7095,0,0.0
1684,7097,0,1.0
1685,7100,0,0.0
1686,7106,1,1.0
1687,7111,0,0.0
1688,7115,0,1.0
1689,7116,0,1.0
1690,7117,0,1.0
1691,7124,0,0.0
1692,7126,1,1.0
1693,7140,0,0.0
1694,7141,0,1.0
1695,7142,0,0.0
1696,7147,0,0.0
1697,7155,0,1.0
1698,7156,1,1.0
1699,7159,1,0.0
1700,7160,0,0.0
1701,7163,0,0.0
1702,7172,0,0.0
1703,7174,1,0.0
1704,7182,1,0.0
1705,7183,0,0.0
1706,7186,0,0.0
1707,7191,0,0.0
1708,7192,1,1.0
1709,7203,0,0.0
1710,7205,0,0.0
1711,7207,0,0.0
1712,7216,1,0.0
1713,7219,0,1.0
1714,7222,0,0.0
1715,7225,0,1.0
1716,7227,0,1.0
1717,7231,1,1.0
1718,7232,1,1.0
1719,7236,0,0.0
1720,7243,0,0.0
1721,7247,0,0.0
1722,7251,0,1.0
1723,7264,0,0.0
1724,7267,0,0.0
1725,7269,1,1.0
1726,7270,0,0.0
1727,7272,0,0.0
1728,7275,0,0.0
1729,7284,1,1.0
1730,7287,0,0.0
1731,7291,1,0.0
1732,7294,0,0.0
1733,7296,1,1.0
1734,7311,0,0.0
1735,7320,0,0.0
1736,7326,0,0.0
1737,7336,0,0.0
1738,7340,0,0.0
1739,7341,0,0.0
1740,7342,1,1.0
1741,7344,0,0.0
1742,7346,0,0.0
1743,7352,1,1.0
1744,7355,0,1.0
1745,7356,0,1.0
1746,7364,0,1.0
1747,7366,0,0.0
1748,7369,0,1.0
1749,7374,0,0.0
1750,7375,0,0.0
1751,7382,1,0.0
1752,7383,0,1.0
1753,7390,1,1.0
1754,7392,0,0.0
1755,7393,0,0.0
1756,7395,0,0.0
1757,7397,1,0.0
1758,7402,1,1.0
1759,7404,0,0.0
1760,7409,1,1.0
1761,7423,1,0.0
1762,7424,1,0.0
1763,7429,1,1.0
1764,7432,0,0.0
1765,7434,1,1.0
1766,7436,0,0.0
1767,7439,1,1.0
1768,7441,1,0.0
1769,7444,1,0.0
1770,7451,0,0.0
1771,7452,0,0.0
1772,7456,0,0.0
1773,7457,1,0.0
1774,7463,0,0.0
1775,7464,1,0.0
1776,7467,0,0.0
1777,7471,1,1.0
1778,7479,0,0.0
1779,7480,0,1.0
1780,7482,0,1.0
1781,7485,1,1.0
1782,7486,1,0.0
1783,7494,0,0.0
1784,7501,1,0.0
1785,7502,0,0.0
1786,7504,0,1.0
1787,7511,0,0.0
1788,7513,0,0.0
1789,7516,1,0.0
1790,7523,0,0.0
1791,7525,0,0.0
1792,7535,0,1.0
1793,7536,0,0.0
1794,7540,1,0.0
1795,7542,1,0.0
1796,7546,0,1.0
1797,7549,1,1.0
1798,7551,1,0.0
1799,7552,1,1.0
1800,7561,0,0.0
1801,7567,1,0.0
1802,7569,1,0.0
1803,7573,0,1.0
1804,7574,0,0.0
1805,7576,0,0.0
1806,7580,0,1.0
1807,7592,1,1.0
1808,7593,0,0.0
1809,7602,0,0.0
1810,7607,0,0.0
1811,7609,1,1.0
1812,7614,0,0.0
1813,7617,0,0.0
1814,7619,0,0.0
1815,7622,0,0.0
1816,7624,0,1.0
1817,7627,1,0.0
1818,7630,0,0.0
1819,7633,0,0.0
1820,7635,0,1.0
1821,7636,1,0.0
1822,7640,0,0.0
1823,7643,0,0.0
1824,7644,0,0.0
1825,7649,0,0.0
1826,7650,0,0.0
1827,7651,1,1.0
1828,7654,0,0.0
1829,7661,0,0.0
1830,7662,0,0.0
1831,7665,0,0.0
1832,7666,0,0.0
1833,7672,0,1.0
1834,7690,0,0.0
1835,7691,0,1.0
1836,7695,0,0.0
1837,7696,0,0.0
1838,7697,1,1.0
1839,7713,1,0.0
1840,7714,0,0.0
1841,7724,1,0.0
1842,7726,0,0.0
1843,7727,1,1.0
1844,7733,0,1.0
1845,7735,0,1.0
1846,7736,0,0.0
1847,7739,0,0.0
1848,7747,0,0.0
1849,7756,0,1.0
1850,7757,0,0.0
1851,7759,1,0.0
1852,7760,0,0.0
1853,7765,0,0.0
1854,7769,0,0.0
1855,7770,1,0.0
1856,7772,0,0.0
1857,7774,0,0.0
1858,7791,0,0.0
1859,7796,0,1.0
1860,7797,0,0.0
1861,7800,0,0.0
1862,7801,0,0.0
1863,7803,0,0.0
1864,7804,0,1.0
1865,7814,1,0.0
1866,7815,0,0.0
1867,7826,0,0.0
1868,7827,0,0.0
1869,7831,0,0.0
1870,7836,1,1.0
1871,7842,0,0.0
1872,7843,0,0.0
1873,7844,0,0.0
1874,7845,1,1.0
1875,7846,0,0.0
1876,7849,0,0.0
1877,7855,0,0.0
1878,7856,0,0.0
1879,7857,0,0.0
1880,7859,0,1.0
1881,7862,1,1.0
1882,7863,0,0.0
1883,7865,0,0.0
1884,7867,1,0.0
1885,7870,0,0.0
1886,7871,0,1.0
1887,7874,0,0.0
1888,7875,0,0.0
1889,7881,1,0.0
1890,7882,1,1.0
1891,7885,1,1.0
1892,7886,1,1.0
1893,7890,0,1.0
1894,7892,0,0.0
1895,7893,0,1.0
1896,7895,0,0.0
1897,7896,0,1.0
1898,7909,0,0.0
1899,7911,0,0.0
1900,7913,0,0.0
1901,7914,0,1.0
1902,7917,0,1.0
1903,7919,1,1.0
1904,7922,0,0.0
1905,7924,0,0.0
1906,7926,0,0.0
1907,7927,0,0.0
1908,7930,0,0.0
1909,7932,0,0.0
1910,7934,0,0.0
1911,7941,0,0.0
1912,7942,0,1.0
1913,7945,1,1.0
1914,7949,0,0.0
1915,7952,0,1.0
1916,7961,0,0.0
1917,7969,1,0.0
1918,7979,1,1.0
1919,7981,0,0.0
1920,7983,0,0.0
1921,7990,0,0.0
1922,7996,0,0.0
1923,7997,0,0.0
1924,8001,1,1.0
1925,8002,1,1.0
1926,8007,1,1.0
1927,8011,0,1.0
1928,8016,0,1.0
1929,8017,1,1.0
1930,8021,0,0.0
1931,8023,0,1.0
1932,8024,0,1.0
1933,8026,0,1.0
1934,8029,1,0.0
1935,8031,1,1.0
1936,8033,0,0.0
1937,8040,0,0.0
1938,8041,0,0.0
1939,8042,1,1.0
1940,8044,0,1.0
1941,8045,0,1.0
1942,8050,0,1.0
1943,8051,0,0.0
1944,8053,1,1.0
1945,8057,0,0.0
1946,8062,0,0.0
1947,8063,0,0.0
1948,8067,0,0.0
1949,8069,0,1.0
1950,8075,1,1.0
1951,8077,1,0.0
1952,8081,0,0.0
1953,8084,0,0.0
1954,8085,0,0.0
1955,8086,0,1.0
1956,8087,0,0.0
1957,8090,0,0.0
1958,8091,0,0.0
1959,8096,0,0.0
1960,8097,0,0.0
1961,8103,0,1.0
1962,8105,0,0.0
1963,8107,0,0.0
1964,8109,0,1.0
1965,8110,0,0.0
1966,8124,0,1.0
1967,8125,0,0.0
1968,8126,0,0.0
1969,8127,0,1.0
1970,8129,1,1.0
1971,8137,1,0.0
1972,8139,1,1.0
1973,8140,1,1.0
1974,8143,0,0.0
1975,8147,0,0.0
1976,8152,0,0.0
1977,8156,0,1.0
1978,8164,0,0.0
1979,8165,0,0.0
1980,8167,0,0.0
1981,8169,0,0.0
1982,8170,0,1.0
1983,8173,0,0.0
1984,8181,0,0.0
1985,8183,0,0.0
1986,8187,0,0.0
1987,8190,1,1.0
1988,8191,1,1.0
1989,8192,0,1.0
1990,8194,0,1.0
1991,8196,0,1.0
1992,8207,1,0.0
1993,8213,0,0.0
1994,8216,0,0.0
1995,8219,0,1.0
1996,8220,1,1.0
1997,8222,0,1.0
1998,8223,0,1.0
1999,8225,0,0.0
2000,8227,1,1.0
2001,8235,1,0.0
2002,8239,0,0.0
2003,8240,0,0.0
2004,8249,0,0.0
2005,8250,0,0.0
2006,8254,0,1.0
2007,8260,0,1.0
2008,8262,0,0.0
2009,8266,0,0.0
2010,8272,0,0.0
2011,8273,0,1.0
2012,8274,0,0.0
2013,8275,0,0.0
2014,8277,0,0.0
2015,8281,1,1.0
2016,8282,0,1.0
2017,8283,0,1.0
2018,8284,0,1.0
2019,8287,0,0.0
2020,8289,0,0.0
2021,8292,0,1.0
2022,8293,0,0.0
2023,8299,0,0.0
2024,8313,0,0.0
2025,8314,1,0.0
2026,8330,0,0.0
2027,8334,0,0.0
2028,8335,0,0.0
2029,8336,0,0.0
2030,8337,0,1.0
2031,8341,0,0.0
2032,8345,1,1.0
2033,8346,1,1.0
2034,8361,0,1.0
2035,8362,0,1.0
2036,8363,1,1.0
2037,8366,0,0.0
2038,8369,0,1.0
2039,8371,0,1.0
2040,8373,0,1.0
2041,8375,0,0.0
2042,8377,1,0.0
2043,8380,0,1.0
2044,8381,0,0.0
2045,8383,0,0.0
2046,8387,1,0.0
2047,8390,0,0.0
2048,8395,1,0.0
2049,8397,1,0.0
2050,8402,0,0.0
2051,8406,0,1.0
2052,8407,0,1.0
2053,8409,0,0.0
2054,8410,0,1.0
2055,8416,0,0.0
2056,8421,0,1.0
2057,8422,0,1.0
2058,8423,0,1.0
2059,8429,0,1.0
2060,8430,0,0.0
2061,8431,1,1.0
2062,8433,1,1.0
2063,8434,0,1.0
2064,8436,1,1.0
2065,8441,0,1.0
2066,8442,1,0.0
2067,8445,0,0.0
2068,8446,0,0.0
2069,8450,0,0.0
2070,8451,0,0.0
2071,8452,0,0.0
2072,8456,0,0.0
2073,8462,0,0.0
2074,8463,0,1.0
2075,8464,0,0.0
2076,8470,0,0.0
2077,8472,0,1.0
2078,8473,0,1.0
2079,8476,0,0.0
2080,8481,0,0.0
2081,8482,1,1.0
2082,8484,0,1.0
2083,8486,0,1.0
2084,8491,1,0.0
2085,8494,0,0.0
2086,8495,0,0.0
2087,8497,0,1.0
2088,8500,0,0.0
2089,8501,0,0.0
2090,8509,1,1.0
2091,8512,1,1.0
2092,8516,1,0.0
2093,8523,1,0.0
2094,8529,0,0.0
2095,8533,1,0.0
2096,8540,0,1.0
2097,8541,0,0.0
2098,8546,1,0.0
2099,8553,0,0.0
2100,8555,0,0.0
2101,8557,0,0.0
2102,8563,0,0.0
2103,8565,0,0.0
2104,8566,0,1.0
2105,8572,0,0.0
2106,8576,0,1.0
2107,8580,0,1.0
2108,8586,1,1.0
2109,8593,0,0.0
2110,8596,0,0.0
2111,8599,0,0.0
2112,8600,1,1.0
2113,8610,0,1.0
2114,8614,0,0.0
2115,8617,0,0.0
2116,8620,0,0.0
2117,8621,0,0.0
2118,8625,0,0.0
2119,8626,0,0.0
2120,8629,1,0.0
2121,8632,0,0.0
2122,8634,0,0.0
2123,8636,1,1.0
2124,8639,1,1.0
2125,8640,1,0.0
2126,8646,0,1.0
2127,8647,0,0.0
2128,8651,0,0.0
2129,8652,0,0.0
2130,8654,1,0.0
2131,8660,1,1.0
2132,8661,0,1.0
2133,8664,0,0.0
2134,8666,0,0.0
2135,8667,1,1.0
2136,8672,0,0.0
2137,8673,0,0.0
2138,8674,1,1.0
2139,8686,0,0.0
2140,8689,0,0.0
2141,8695,0,0.0
2142,8701,0,1.0
2143,8705,1,0.0
2144,8711,0,0.0
2145,8712,1,1.0
2146,8713,0,0.0
2147,8729,1,0.0
2148,8733,0,1.0
2149,8734,0,0.0
2150,8737,0,0.0
2151,8743,0,0.0
2152,8744,0,0.0
2153,8745,1,0.0
2154,8749,1,0.0
2155,8754,0,0.0
2156,8759,1,0.0
2157,8762,0,0.0
2158,8766,0,0.0
2159,8767,0,0.0
2160,8780,0,0.0
2161,8782,0,0.0
2162,8790,0,0.0
2163,8792,1,1.0
2164,8793,0,1.0
2165,8800,1,1.0
2166,8804,0,0.0
2167,8805,1,0.0
2168,8806,0,0.0
2169,8814,0,0.0
2170,8815,0,0.0
2171,8817,0,0.0
2172,8819,1,1.0
2173,8820,1,0.0
2174,8823,0,1.0
2175,8825,0,0.0
2176,8827,0,1.0
2177,8830,0,0.0
2178,8831,1,0.0
2179,8832,1,0.0
2180,8833,0,0.0
2181,8834,1,1.0
2182,8836,0,0.0
2183,8840,1,1.0
2184,8842,1,1.0
2185,8843,0,0.0
2186,8847,0,1.0
2187,8850,0,0.0
2188,8853,0,0.0
2189,8856,0,0.0
2190,8857,0,0.0
2191,8859,0,0.0
2192,8860,1,0.0
2193,8863,0,1.0
2194,8864,0,0.0
2195,8867,1,1.0
2196,8869,0,0.0
2197,8871,1,1.0
2198,8872,0,0.0
2199,8876,0,0.0
2200,8877,0,0.0
2201,8879,1,0.0
2202,8887,0,1.0
2203,8900,0,0.0
2204,8901,0,0.0
2205,8906,1,0.0
2206,8910,1,1.0
2207,8913,0,0.0
2208,8929,0,0.0
2209,8935,1,0.0
2210,8942,0,0.0
2211,8944,0,0.0
2212,8947,0,0.0
2213,8950,0,0.0
2214,8951,0,0.0
2215,8952,0,1.0
2216,8975,0,0.0
2217,8976,0,0.0
2218,8977,1,0.0
2219,8982,0,0.0
2220,8987,0,0.0
2221,8989,0,0.0
2222,8992,0,0.0
2223,8995,0,0.0
2224,9004,1,1.0
2225,9015,0,0.0
2226,9016,0,0.0
2227,9019,1,1.0
2228,9020,0,0.0
2229,9022,1,0.0
2230,9023,0,0.0
2231,9025,0,0.0
2232,9026,0,0.0
2233,9029,0,0.0
2234,9034,0,1.0
2235,9046,0,1.0
2236,9049,0,0.0
2237,9062,0,1.0
2238,9066,0,0.0
2239,9074,0,1.0
2240,9076,0,0.0
2241,9077,1,0.0
2242,9079,0,0.0
2243,9080,0,0.0
2244,9081,0,1.0
2245,9086,0,1.0
2246,9093,0,1.0
2247,9095,0,0.0
2248,9097,0,0.0
2249,9100,1,0.0
2250,9110,0,0.0
2251,9111,1,1.0
2252,9113,0,0.0
2253,9121,1,0.0
2254,9124,0,0.0
2255,9125,0,0.0
2256,9126,1,1.0
2257,9129,0,0.0
2258,9131,0,0.0
2259,9133,0,0.0
2260,9135,0,0.0
2261,9137,1,1.0
2262,9141,0,0.0
2263,9143,0,0.0
2264,9151,0,0.0
2265,9153,0,0.0
2266,9154,1,1.0
2267,9159,0,1.0
2268,9161,0,0.0
2269,9167,0,0.0
2270,9174,0,0.0
2271,9189,0,1.0
2272,9191,0,0.0
2273,9194,0,1.0
2274,9195,0,0.0
2275,9201,0,0.0
2276,9204,1,0.0
2277,9206,0,0.0
2278,9215,0,1.0
2279,9217,1,0.0
2280,9225,0,0.0
2281,9233,0,0.0
2282,9236,0,0.0
2283,9252,1,0.0
2284,9257,0,0.0
2285,9261,0,0.0
2286,9263,0,0.0
2287,9265,0,0.0
2288,9266,0,0.0
2289,9267,0,0.0
2290,9270,0,0.0
2291,9271,0,0.0
2292,9275,0,1.0
2293,9277,0,0.0
2294,9282,0,0.0
2295,9289,0,0.0
2296,9293,0,0.0
2297,9294,0,0.0
2298,9296,0,0.0
2299,9300,0,0.0
2300,9302,0,0.0
2301,9303,1,1.0
2302,9313,0,0.0
2303,9320,0,0.0
2304,9324,0,0.0
2305,9331,0,1.0
2306,9336,0,0.0
2307,9342,1,1.0
2308,9344,0,1.0
2309,9349,0,0.0
2310,9350,1,1.0
2311,9354,0,0.0
2312,9361,0,0.0
2313,9362,0,0.0
2314,9369,0,0.0
2315,9370,1,1.0
2316,9374,0,0.0
2317,9379,0,0.0
2318,9381,0,0.0
2319,9389,0,1.0
2320,9390,1,0.0
2321,9397,0,0.0
2322,9401,0,0.0
2323,9404,0,0.0
2324,9405,0,0.0
2325,9407,0,0.0
2326,9410,0,0.0
2327,9411,0,0.0
2328,9415,0,0.0
2329,9417,0,0.0
2330,9423,1,1.0
2331,9426,0,0.0
2332,9427,0,0.0
2333,9432,0,0.0
2334,9434,0,0.0
2335,9442,0,0.0
2336,9451,0,0.0
2337,9457,1,1.0
2338,9460,0,0.0
2339,9461,0,0.0
2340,9463,0,0.0
2341,9465,0,0.0
2342,9470,0,0.0
2343,9471,0,0.0
2344,9473,0,1.0
2345,9474,0,0.0
2346,9476,0,0.0
2347,9479,0,0.0
2348,9484,0,0.0
2349,9485,0,0.0
2350,9487,0,0.0
2351,9491,0,0.0
2352,9492,0,0.0
2353,9500,0,0.0
2354,9502,0,0.0
2355,9509,0,0.0
2356,9513,1,0.0
2357,9517,0,0.0
2358,9519,1,1.0
2359,9523,0,0.0
2360,9524,0,0.0
2361,9533,1,0.0
2362,9543,0,0.0
2363,9546,0,0.0
2364,9551,0,0.0
2365,9552,0,0.0
2366,9553,0,0.0
2367,9554,1,1.0
2368,9561,0,0.0
2369,9562,0,0.0
2370,9563,0,0.0
2371,9565,0,0.0
2372,9569,0,1.0
2373,9570,0,1.0
2374,9572,0,1.0
2375,9576,0,0.0
2376,9587,0,0.0
2377,9589,0,0.0
2378,9591,0,1.0
2379,9595,0,0.0
2380,9603,0,1.0
2381,9609,0,0.0
2382,9614,0,0.0
2383,9615,0,0.0
2384,9620,0,0.0
2385,9630,0,0.0
2386,9631,1,0.0
2387,9636,1,0.0
2388,9637,0,1.0
2389,9641,0,0.0
2390,9644,0,0.0
2391,9647,1,1.0
2392,9652,0,0.0
2393,9653,0,0.0
2394,9655,0,0.0
2395,9670,0,0.0
2396,9671,0,1.0
2397,9674,0,0.0
2398,9675,0,0.0
2399,9683,0,0.0
2400,9694,0,0.0
2401,9700,0,0.0
2402,9705,1,1.0
2403,9712,0,0.0
2404,9714,0,1.0
2405,9719,0,1.0
2406,9720,0,0.0
2407,9722,0,0.0
2408,9727,0,0.0
2409,9730,0,1.0
2410,9737,0,0.0
2411,9743,0,0.0
2412,9749,1,1.0
2413,9751,0,0.0
2414,9755,0,0.0
2415,9761,0,0.0
2416,9764,0,0.0
2417,9775,0,0.0
2418,9781,1,1.0
2419,9784,0,0.0
2420,9792,0,0.0
2421,9793,1,1.0
2422,9810,0,0.0
2423,9811,0,0.0
2424,9817,0,0.0
2425,9823,1,1.0
2426,9826,0,0.0
2427,9834,0,0.0
2428,9835,0,0.0
2429,9836,0,0.0
