,id,request,request_prediction
1266,5367,0,1.0
1267,5369,0,0.0
1268,5371,1,0.0
1269,5380,0,0.0
1270,5396,1,1.0
1271,5397,1,1.0
1272,5403,0,0.0
1273,5412,0,0.0
1274,5414,0,0.0
1275,5417,0,0.0
1276,5421,0,0.0
1277,5425,0,0.0
1278,5433,0,1.0
1279,5439,1,0.0
1280,5440,0,0.0
1281,5441,1,1.0
1282,5444,0,0.0
1283,5446,1,0.0
1284,5454,1,1.0
1285,5456,1,1.0
1286,5459,0,0.0
1287,5461,1,1.0
1288,5464,0,1.0
1289,5465,0,0.0
1290,5467,1,1.0
1291,5479,0,0.0
1292,5484,1,0.0
1293,5487,0,0.0
1294,5490,0,0.0
1295,5496,1,1.0
1296,5499,0,0.0
1297,5509,1,1.0
1298,5511,1,1.0
1299,5512,1,1.0
1300,5514,1,1.0
1301,5520,0,0.0
1302,5524,1,1.0
1303,5527,1,1.0
1304,5530,0,1.0
1305,5536,0,1.0
1306,5544,1,1.0
1307,5552,1,1.0
1308,5554,1,1.0
1309,5560,1,1.0
1310,5563,0,1.0
1311,5573,0,0.0
1312,5586,1,1.0
1313,5590,1,1.0
1314,5599,1,0.0
1315,5604,1,1.0
1316,5605,1,1.0
1317,5606,1,0.0
1318,5610,1,1.0
1319,5616,1,1.0
1320,5622,1,1.0
1321,5624,0,1.0
1322,5625,1,1.0
1323,5630,1,1.0
1324,5634,1,0.0
1325,5635,1,0.0
1326,5636,1,1.0
1327,5653,1,0.0
1328,5654,0,1.0
1329,5656,0,1.0
1330,5657,0,0.0
1331,5672,0,0.0
1332,5675,0,0.0
1333,5676,0,0.0
1334,5683,0,0.0
1335,5686,0,0.0
1336,5691,0,0.0
1337,5697,0,0.0
1338,5699,1,1.0
1339,5704,0,1.0
1340,5712,0,0.0
1341,5714,1,0.0
1342,5716,1,1.0
1343,5722,0,0.0
1344,5723,0,1.0
1345,5729,1,1.0
1346,5732,0,1.0
1347,5734,0,0.0
1348,5737,0,0.0
1349,5739,0,0.0
1350,5744,0,0.0
1351,5747,1,1.0
1352,5752,0,1.0
1353,5754,0,0.0
1354,5757,0,1.0
1355,5771,0,0.0
1356,5775,0,0.0
1357,5777,0,0.0
1358,5779,0,0.0
1359,5781,0,0.0
1360,5782,0,0.0
1361,5783,1,0.0
1362,5787,0,0.0
1363,5789,0,0.0
1364,5790,1,0.0
1365,5799,0,0.0
1366,5800,0,0.0
1367,5802,0,1.0
1368,5803,0,0.0
1369,5805,0,0.0
1370,5810,0,0.0
1371,5815,0,1.0
1372,5822,1,0.0
1373,5833,0,0.0
1374,5843,0,1.0
1375,5845,0,0.0
1376,5846,0,1.0
1377,5854,1,0.0
1378,5855,0,0.0
1379,5864,0,1.0
1380,5866,0,0.0
1381,5874,1,0.0
1382,5875,0,1.0
1383,5880,0,0.0
1384,5894,0,1.0
1385,5895,0,0.0
1386,5896,0,1.0
1387,5900,0,0.0
1388,5902,1,1.0
1389,5903,0,0.0
1390,5905,0,0.0
1391,5907,0,0.0
1392,5909,0,0.0
1393,5910,0,1.0
1394,5912,1,0.0
1395,5919,0,0.0
1396,5927,0,0.0
1397,5931,0,0.0
1398,5936,0,1.0
1399,5947,0,1.0
1400,5950,1,0.0
1401,5952,0,0.0
1402,5953,0,0.0
1403,5962,1,1.0
1404,5965,0,0.0
1405,5967,0,0.0
1406,5970,1,1.0
1407,5973,0,0.0
1408,5975,0,0.0
1409,5976,0,0.0
1410,5977,0,0.0
1411,5982,0,0.0
1412,5985,0,0.0
1413,5986,0,0.0
1414,6001,1,1.0
1415,6004,0,1.0
1416,6007,0,1.0
1417,6012,0,0.0
1418,6014,0,1.0
1419,6017,0,0.0
1420,6019,0,1.0
1421,6020,0,0.0
1422,6025,0,0.0
1423,6027,1,1.0
1424,6031,0,0.0
1425,6032,1,1.0
1426,6035,0,0.0
1427,6044,0,0.0
1428,6047,0,0.0
1429,6054,1,1.0
1430,6056,1,1.0
1431,6061,0,0.0
1432,6063,1,0.0
1433,6071,0,0.0
1434,6073,0,0.0
1435,6075,0,0.0
1436,6079,1,1.0
1437,6087,0,0.0
1438,6091,0,1.0
1439,6094,0,0.0
1440,6095,0,1.0
1441,6100,1,1.0
1442,6105,0,0.0
1443,6107,1,1.0
1444,6109,0,0.0
1445,6111,0,1.0
1446,6125,0,0.0
1447,6127,0,0.0
1448,6131,0,0.0
1449,6144,1,1.0
1450,6147,1,1.0
1451,6150,0,0.0
1452,6151,0,0.0
1453,6153,0,1.0
1454,6159,1,1.0
1455,6165,1,1.0
1456,6172,0,0.0
1457,6185,1,1.0
1458,6187,1,1.0
1459,6190,1,0.0
1460,6192,0,0.0
1461,6193,0,0.0
1462,6194,0,0.0
1463,6209,1,1.0
1464,6213,0,1.0
1465,6224,0,0.0
1466,6225,1,1.0
1467,6227,0,1.0
1468,6235,1,1.0
1469,6236,0,0.0
1470,6254,0,0.0
1471,6257,0,0.0
1472,6260,1,1.0
1473,6266,0,0.0
1474,6271,0,0.0
1475,6273,1,1.0
1476,6281,0,1.0
1477,6283,0,0.0
1478,6292,1,0.0
1479,6295,0,0.0
1480,6296,1,1.0
1481,6302,0,0.0
1482,6304,0,0.0
1483,6305,0,0.0
1484,6312,1,1.0
1485,6313,1,1.0
1486,6316,0,0.0
1487,6327,0,0.0
1488,6327,0,0.0
1489,6342,1,0.0
1490,6347,0,1.0
1491,6374,0,0.0
1492,6379,0,0.0
1493,6382,0,0.0
1494,6393,0,0.0
1495,6394,0,1.0
1496,6402,0,0.0
1497,6403,0,0.0
1498,6404,0,1.0
1499,6410,1,0.0
1500,6415,1,1.0
1501,6416,0,0.0
1502,6421,0,0.0
1503,6423,1,1.0
1504,6436,0,0.0
1505,6443,0,0.0
1506,6446,1,1.0
1507,6447,0,0.0
1508,6456,0,0.0
1509,6461,0,1.0
1510,6464,1,1.0
1511,6465,0,0.0
1512,6466,0,0.0
1513,6472,0,0.0
1514,6474,1,1.0
1515,6483,0,0.0
1516,6485,0,0.0
1517,6493,0,0.0
1518,6494,1,1.0
1519,6500,0,0.0
1520,6505,0,0.0
1521,6509,1,0.0
1522,6510,0,0.0
1523,6515,0,1.0
1524,6516,1,1.0
1525,6524,0,0.0
1526,6527,0,0.0
1527,6531,1,0.0
1528,6533,0,0.0
1529,6534,1,0.0
1530,6540,0,0.0
1531,6544,0,0.0
1532,6550,0,0.0
1533,6551,0,1.0
1534,6552,0,1.0
1535,6553,0,0.0
1536,6557,0,1.0
1537,6564,0,0.0
1538,6572,0,0.0
1539,6589,1,1.0
1540,6591,0,0.0
1541,6597,0,0.0
1542,6603,0,0.0
1543,6604,0,0.0
1544,6609,0,0.0
1545,6620,0,0.0
1546,6623,0,0.0
1547,6637,0,0.0
1548,6639,1,1.0
1549,6643,1,0.0
1550,6645,1,1.0
1551,6646,1,1.0
1552,6647,1,0.0
1553,6654,0,1.0
1554,6655,0,0.0
1555,6662,1,0.0
1556,6663,0,0.0
1557,6665,0,0.0
1558,6670,0,0.0
1559,6672,0,0.0
1560,6676,1,1.0
1561,6680,0,0.0
1562,6681,0,0.0
1563,6683,0,0.0
1564,6685,0,0.0
1565,6692,0,0.0
1566,6693,0,0.0
1567,6694,0,0.0
1568,6702,0,0.0
1569,6703,0,1.0
1570,6705,0,0.0
1571,6706,0,0.0
1572,6709,0,1.0
1573,6710,0,0.0
1574,6711,0,0.0
1575,6712,0,0.0
1576,6715,0,0.0
1577,6720,0,0.0
1578,6724,1,1.0
1579,6725,0,0.0
1580,6731,0,0.0
1581,6734,1,0.0
1582,6736,1,1.0
1583,6740,0,0.0
1584,6743,0,1.0
1585,6750,0,0.0
1586,6751,1,0.0
1587,6761,0,0.0
1588,6763,1,0.0
1589,6765,0,0.0
1590,6766,0,1.0
1591,6772,0,0.0
1592,6775,0,0.0
1593,6779,0,0.0
1594,6780,0,1.0
1595,6789,0,0.0
1596,6792,0,0.0
1597,6795,0,1.0
1598,6796,0,0.0
1599,6801,1,1.0
1600,6805,0,0.0
1601,6807,0,1.0
1602,6811,0,0.0
1603,6814,0,0.0
1604,6822,0,1.0
1605,6832,0,0.0
1606,6834,0,0.0
1607,6847,0,1.0
1608,6851,0,0.0
1609,6855,0,0.0
1610,6865,1,0.0
1611,6866,0,0.0
1612,6873,0,0.0
1613,6877,0,1.0
1614,6879,0,0.0
1615,6885,0,0.0
1616,6886,0,0.0
1617,6890,0,1.0
1618,6896,1,0.0
1619,6899,0,0.0
1620,6902,1,1.0
1621,6905,0,0.0
1622,6910,0,0.0
1623,6917,0,0.0
1624,6919,1,0.0
1625,6937,0,1.0
1626,6947,1,0.0
1627,6951,0,0.0
1628,6956,1,0.0
1629,6960,0,0.0
1630,6961,0,0.0
1631,6969,0,0.0
1632,6970,0,0.0
1633,6972,0,0.0
1634,6973,0,0.0
1635,6976,0,0.0
1636,6981,0,0.0
1637,6989,1,1.0
1638,6993,1,1.0
1639,6995,0,1.0
1640,6996,0,1.0
1641,6997,1,1.0
1642,7001,0,0.0
1643,7004,0,0.0
1644,7005,0,1.0
1645,7011,0,0.0
1646,7017,0,0.0
1647,7022,1,0.0
1648,7026,1,1.0
1649,7027,1,1.0
1650,7029,0,0.0
1651,7030,1,1.0
1652,7032,0,0.0
1653,7039,0,0.0
1654,7040,0,1.0
1655,7043,0,0.0
1656,7044,0,0.0
1657,7045,0,0.0
1658,7047,0,0.0
1659,7050,1,1.0
1660,7055,0,0.0
1661,7059,0,0.0
1662,7061,0,0.0
1663,7072,0,0.0
1664,7074,0,0.0
1665,7077,0,0.0
1666,7079,0,0.0
1667,7084,0,0.0
1668,7099,0,0.0
1669,7100,0,0.0
1670,7107,0,0.0
1671,7110,0,0.0
1672,7112,0,1.0
1673,7114,0,0.0
1674,7123,0,0.0
1675,7126,1,1.0
1676,7127,1,1.0
1677,7129,1,0.0
1678,7133,0,0.0
1679,7136,0,1.0
1680,7141,0,1.0
1681,7143,1,1.0
1682,7144,0,0.0
1683,7145,0,0.0
1684,7152,1,0.0
1685,7155,0,1.0
1686,7159,1,0.0
1687,7161,0,1.0
1688,7166,0,0.0
1689,7174,0,0.0
1690,7186,0,0.0
1691,7189,1,1.0
1692,7190,0,0.0
1693,7193,0,1.0
1694,7197,1,1.0
1695,7199,1,1.0
1696,7200,1,1.0
1697,7205,0,0.0
1698,7216,0,0.0
1699,7221,0,0.0
1700,7230,0,0.0
1701,7231,1,1.0
1702,7233,1,0.0
1703,7237,1,1.0
1704,7242,0,0.0
1705,7251,0,1.0
1706,7256,0,0.0
1707,7260,0,1.0
1708,7269,1,1.0
1709,7271,0,1.0
1710,7272,0,0.0
1711,7276,0,0.0
1712,7279,0,0.0
1713,7281,1,1.0
1714,7282,1,0.0
1715,7290,1,1.0
1716,7301,0,1.0
1717,7306,1,0.0
1718,7313,1,0.0
1719,7314,1,0.0
1720,7315,1,1.0
1721,7321,0,0.0
1722,7335,0,0.0
1723,7336,0,0.0
1724,7342,1,1.0
1725,7346,0,0.0
1726,7347,0,1.0
1727,7352,1,1.0
1728,7357,0,0.0
1729,7360,0,1.0
1730,7361,1,0.0
1731,7362,0,1.0
1732,7363,1,0.0
1733,7369,0,1.0
1734,7371,1,0.0
1735,7373,1,1.0
1736,7379,0,0.0
1737,7391,0,1.0
1738,7395,0,0.0
1739,7396,1,1.0
1740,7404,0,0.0
1741,7410,0,0.0
1742,7415,0,1.0
1743,7419,0,1.0
1744,7423,1,1.0
1745,7424,1,0.0
1746,7427,1,0.0
1747,7429,1,1.0
1748,7430,1,1.0
1749,7431,1,1.0
1750,7434,1,1.0
1751,7435,0,1.0
1752,7437,1,1.0
1753,7439,1,1.0
1754,7443,1,1.0
1755,7445,1,1.0
1756,7446,1,0.0
1757,7451,0,0.0
1758,7452,0,0.0
1759,7459,0,1.0
1760,7463,0,0.0
1761,7469,0,1.0
1762,7470,1,1.0
1763,7476,0,0.0
1764,7483,1,1.0
1765,7487,1,1.0
1766,7494,0,0.0
1767,7495,0,1.0
1768,7509,1,1.0
1769,7511,0,0.0
1770,7527,1,1.0
1771,7536,0,1.0
1772,7547,0,1.0
1773,7550,0,0.0
1774,7551,1,0.0
1775,7555,0,1.0
1776,7556,0,0.0
1777,7560,1,0.0
1778,7570,0,0.0
1779,7571,1,1.0
1780,7574,0,0.0
1781,7575,0,0.0
1782,7576,0,0.0
1783,7586,0,1.0
1784,7594,1,0.0
1785,7599,0,1.0
1786,7601,0,1.0
1787,7606,0,1.0
1788,7610,0,0.0
1789,7612,0,0.0
1790,7620,1,1.0
1791,7623,1,1.0
1792,7630,0,0.0
1793,7632,0,0.0
1794,7639,1,1.0
1795,7643,0,0.0
1796,7646,0,0.0
1797,7649,0,0.0
1798,7657,1,0.0
1799,7662,0,0.0
1800,7663,0,0.0
1801,7664,0,0.0
1802,7672,0,1.0
1803,7673,0,0.0
1804,7679,0,0.0
1805,7680,0,0.0
1806,7685,0,0.0
1807,7686,1,0.0
1808,7687,0,1.0
1809,7692,0,1.0
1810,7693,0,0.0
1811,7701,1,1.0
1812,7704,0,1.0
1813,7709,0,0.0
1814,7711,0,0.0
1815,7720,0,0.0
1816,7723,0,0.0
1817,7726,0,0.0
1818,7733,0,1.0
1819,7735,0,1.0
1820,7737,0,0.0
1821,7740,0,0.0
1822,7741,0,0.0
1823,7742,0,0.0
1824,7743,0,0.0
1825,7745,0,0.0
1826,7747,0,0.0
1827,7753,0,0.0
1828,7755,0,0.0
1829,7759,0,0.0
1830,7760,0,0.0
1831,7763,0,0.0
1832,7769,0,0.0
1833,7770,0,0.0
1834,7772,0,0.0
1835,7774,0,0.0
1836,7775,0,0.0
1837,7779,0,0.0
1838,7784,0,0.0
1839,7790,1,1.0
1840,7796,0,1.0
1841,7797,0,0.0
1842,7814,1,0.0
1843,7819,0,0.0
1844,7821,0,0.0
1845,7823,0,0.0
1846,7826,0,0.0
1847,7831,0,0.0
1848,7842,0,0.0
1849,7845,1,1.0
1850,7849,0,0.0
1851,7851,0,0.0
1852,7853,0,1.0
1853,7863,0,0.0
1854,7867,0,0.0
1855,7870,0,0.0
1856,7871,0,1.0
1857,7872,1,0.0
1858,7874,0,0.0
1859,7879,0,0.0
1860,7881,1,0.0
1861,7883,1,0.0
1862,7884,0,0.0
1863,7885,1,1.0
1864,7887,0,0.0
1865,7890,0,1.0
1866,7900,0,0.0
1867,7902,0,0.0
1868,7905,0,0.0
1869,7906,0,0.0
1870,7910,1,1.0
1871,7911,0,0.0
1872,7912,0,0.0
1873,7915,0,0.0
1874,7927,0,0.0
1875,7929,0,1.0
1876,7932,0,0.0
1877,7935,0,1.0
1878,7939,0,0.0
1879,7945,1,1.0
1880,7947,0,0.0
1881,7949,0,0.0
1882,7963,0,0.0
1883,7965,0,0.0
1884,7969,1,0.0
1885,7970,0,1.0
1886,7972,0,0.0
1887,7981,0,0.0
1888,7987,0,0.0
1889,7990,0,0.0
1890,7996,0,0.0
1891,8000,1,1.0
1892,8009,1,1.0
1893,8011,0,1.0
1894,8013,1,1.0
1895,8017,1,1.0
1896,8019,0,1.0
1897,8024,0,1.0
1898,8026,0,1.0
1899,8033,0,0.0
1900,8037,1,1.0
1901,8045,0,0.0
1902,8047,1,1.0
1903,8051,0,0.0
1904,8059,1,1.0
1905,8065,1,1.0
1906,8073,0,0.0
1907,8075,1,1.0
1908,8076,0,0.0
1909,8082,1,1.0
1910,8090,0,0.0
1911,8102,0,0.0
1912,8103,0,0.0
1913,8104,1,1.0
1914,8115,0,0.0
1915,8117,1,0.0
1916,8123,0,0.0
1917,8133,1,1.0
1918,8143,0,0.0
1919,8145,0,0.0
1920,8146,1,1.0
1921,8149,0,1.0
1922,8150,0,0.0
1923,8151,0,1.0
1924,8154,0,1.0
1925,8155,0,0.0
1926,8173,0,0.0
1927,8177,0,0.0
1928,8186,1,1.0
1929,8189,1,0.0
1930,8190,1,1.0
1931,8192,0,0.0
1932,8195,0,0.0
1933,8199,0,0.0
1934,8203,0,0.0
1935,8206,0,1.0
1936,8215,0,1.0
1937,8216,0,0.0
1938,8217,0,1.0
1939,8227,1,1.0
1940,8234,0,1.0
1941,8239,0,1.0
1942,8240,0,0.0
1943,8246,1,0.0
1944,8249,0,0.0
1945,8250,0,1.0
1946,8251,1,1.0
1947,8252,0,0.0
1948,8261,0,1.0
1949,8264,0,0.0
1950,8265,0,0.0
1951,8271,0,1.0
1952,8272,0,1.0
1953,8284,0,1.0
1954,8286,0,0.0
1955,8287,0,0.0
1956,8293,0,0.0
1957,8296,0,0.0
1958,8299,0,0.0
1959,8301,0,0.0
1960,8307,0,1.0
1961,8310,0,0.0
1962,8312,0,0.0
1963,8322,0,0.0
1964,8324,0,0.0
1965,8334,0,0.0
1966,8335,0,0.0
1967,8337,0,0.0
1968,8345,0,1.0
1969,8346,0,1.0
1970,8350,0,1.0
1971,8352,1,1.0
1972,8356,0,0.0
1973,8361,0,1.0
1974,8363,1,1.0
1975,8365,0,0.0
1976,8370,0,0.0
1977,8371,0,1.0
1978,8372,0,0.0
1979,8374,1,1.0
1980,8385,0,1.0
1981,8391,0,0.0
1982,8392,1,1.0
1983,8396,0,0.0
1984,8402,0,0.0
1985,8404,0,1.0
1986,8411,0,0.0
1987,8427,0,0.0
1988,8429,0,0.0
1989,8445,0,0.0
1990,8451,0,0.0
1991,8456,0,0.0
1992,8464,0,0.0
1993,8466,0,0.0
1994,8474,1,1.0
1995,8476,0,1.0
1996,8480,0,0.0
1997,8482,0,0.0
1998,8483,1,1.0
1999,8484,0,1.0
2000,8486,1,1.0
2001,8496,0,1.0
2002,8497,0,1.0
2003,8500,0,0.0
2004,8502,1,1.0
2005,8505,0,0.0
2006,8509,1,1.0
2007,8512,1,1.0
2008,8514,0,0.0
2009,8516,1,0.0
2010,8525,0,0.0
2011,8526,0,0.0
2012,8531,0,0.0
2013,8532,0,0.0
2014,8537,0,1.0
2015,8549,0,0.0
2016,8550,0,0.0
2017,8562,1,0.0
2018,8570,0,0.0
2019,8571,0,0.0
2020,8575,0,1.0
2021,8580,0,1.0
2022,8594,0,0.0
2023,8604,0,0.0
2024,8607,0,1.0
2025,8612,0,0.0
2026,8613,0,0.0
2027,8620,0,0.0
2028,8621,0,0.0
2029,8624,0,0.0
2030,8625,0,0.0
2031,8629,1,1.0
2032,8630,0,0.0
2033,8635,1,1.0
2034,8636,1,1.0
2035,8639,1,0.0
2036,8646,0,0.0
2037,8649,0,0.0
2038,8654,1,1.0
2039,8655,0,1.0
2040,8662,1,0.0
2041,8663,0,1.0
2042,8664,0,0.0
2043,8669,0,0.0
2044,8670,0,0.0
2045,8673,0,0.0
2046,8676,0,0.0
2047,8680,0,0.0
2048,8699,0,0.0
2049,8700,1,0.0
2050,8705,0,0.0
2051,8710,0,0.0
2052,8711,0,1.0
2053,8712,1,1.0
2054,8714,0,0.0
2055,8721,1,1.0
2056,8722,0,0.0
2057,8727,0,0.0
2058,8732,0,0.0
2059,8734,0,0.0
2060,8740,1,0.0
2061,8754,0,0.0
2062,8755,0,0.0
2063,8756,0,0.0
2064,8764,0,0.0
2065,8766,0,0.0
2066,8780,0,1.0
2067,8785,0,1.0
2068,8793,0,1.0
2069,8797,0,1.0
2070,8802,1,0.0
2071,8813,1,1.0
2072,8814,0,0.0
2073,8815,0,0.0
2074,8816,0,1.0
2075,8819,1,1.0
2076,8824,0,0.0
2077,8826,0,1.0
2078,8831,1,1.0
2079,8837,0,0.0
2080,8839,1,1.0
2081,8840,1,1.0
2082,8841,1,1.0
2083,8846,0,1.0
2084,8849,0,0.0
2085,8851,1,0.0
2086,8852,0,1.0
2087,8860,0,0.0
2088,8861,0,0.0
2089,8862,0,1.0
2090,8877,0,0.0
2091,8879,0,0.0
2092,8880,1,1.0
2093,8885,0,0.0
2094,8886,0,0.0
2095,8887,0,1.0
2096,8890,0,0.0
2097,8892,0,0.0
2098,8893,0,0.0
2099,8894,0,0.0
2100,8897,1,1.0
2101,8900,0,0.0
2102,8904,0,0.0
2103,8905,0,0.0
2104,8907,0,0.0
2105,8911,0,1.0
2106,8916,0,0.0
2107,8920,1,1.0
2108,8922,1,0.0
2109,8930,0,0.0
2110,8933,0,0.0
2111,8935,1,0.0
2112,8936,1,1.0
2113,8937,0,1.0
2114,8943,1,0.0
2115,8944,0,0.0
2116,8949,1,0.0
2117,8955,0,0.0
2118,8959,0,0.0
2119,8961,1,1.0
2120,8967,0,0.0
2121,8970,0,0.0
2122,8974,0,0.0
2123,8975,0,0.0
2124,8981,0,0.0
2125,8984,0,0.0
2126,8991,0,0.0
2127,8997,0,0.0
2128,9003,0,0.0
2129,9005,0,1.0
2130,9006,0,0.0
2131,9010,0,1.0
2132,9015,0,0.0
2133,9017,0,0.0
2134,9022,0,0.0
2135,9024,0,0.0
2136,9031,0,0.0
2137,9033,0,1.0
2138,9035,0,0.0
2139,9047,0,0.0
2140,9056,0,1.0
2141,9061,0,0.0
2142,9062,0,0.0
2143,9064,0,0.0
2144,9065,0,1.0
2145,9069,0,0.0
2146,9081,0,1.0
2147,9082,0,1.0
2148,9091,0,0.0
2149,9092,0,0.0
2150,9093,1,1.0
2151,9094,0,0.0
2152,9100,1,1.0
2153,9106,0,0.0
2154,9107,0,0.0
2155,9112,0,0.0
2156,9115,0,0.0
2157,9120,0,0.0
2158,9129,0,0.0
2159,9130,0,0.0
2160,9131,0,0.0
2161,9133,0,0.0
2162,9141,0,1.0
2163,9145,0,1.0
2164,9157,1,1.0
2165,9162,0,1.0
2166,9165,0,1.0
2167,9181,0,0.0
2168,9182,0,0.0
2169,9186,0,0.0
2170,9187,0,0.0
2171,9202,0,0.0
2172,9203,1,0.0
2173,9204,0,0.0
2174,9215,0,1.0
2175,9216,0,0.0
2176,9217,0,0.0
2177,9220,0,1.0
2178,9229,1,0.0
2179,9233,0,1.0
2180,9236,0,0.0
2181,9239,0,0.0
2182,9240,0,0.0
2183,9241,0,0.0
2184,9243,0,0.0
2185,9244,0,1.0
2186,9246,0,0.0
2187,9265,0,0.0
2188,9267,0,0.0
2189,9273,0,1.0
2190,9274,0,0.0
2191,9283,0,1.0
2192,9285,0,1.0
2193,9290,1,1.0
2194,9294,0,0.0
2195,9295,0,1.0
2196,9303,1,1.0
2197,9310,0,0.0
2198,9313,0,0.0
2199,9322,0,1.0
2200,9324,0,0.0
2201,9329,1,0.0
2202,9341,0,0.0
2203,9342,1,1.0
2204,9344,0,1.0
2205,9345,0,0.0
2206,9352,0,0.0
2207,9354,0,1.0
2208,9356,0,1.0
2209,9360,0,1.0
2210,9371,1,1.0
2211,9372,1,1.0
2212,9373,0,0.0
2213,9374,0,0.0
2214,9377,0,0.0
2215,9382,0,0.0
2216,9390,1,0.0
2217,9394,0,1.0
2218,9397,0,0.0
2219,9400,1,0.0
2220,9403,1,0.0
2221,9412,0,1.0
2222,9421,0,0.0
2223,9422,0,0.0
2224,9424,0,0.0
2225,9431,0,1.0
2226,9432,0,0.0
2227,9434,0,0.0
2228,9442,0,1.0
2229,9443,0,0.0
2230,9445,0,0.0
2231,9446,0,1.0
2232,9447,0,1.0
2233,9461,0,0.0
2234,9464,0,0.0
2235,9470,0,0.0
2236,9481,1,1.0
2237,9484,0,0.0
2238,9486,0,0.0
2239,9487,0,0.0
2240,9490,0,1.0
2241,9493,0,1.0
2242,9502,0,0.0
2243,9504,0,1.0
2244,9505,0,0.0
2245,9506,1,1.0
2246,9507,0,0.0
2247,9509,0,0.0
2248,9513,1,0.0
2249,9514,0,0.0
2250,9515,0,0.0
2251,9520,0,1.0
2252,9524,0,0.0
2253,9525,1,0.0
2254,9533,0,0.0
2255,9537,0,1.0
2256,9552,0,0.0
2257,9556,0,0.0
2258,9559,0,1.0
2259,9561,0,0.0
2260,9562,0,0.0
2261,9563,0,0.0
2262,9564,0,0.0
2263,9566,0,0.0
2264,9571,0,0.0
2265,9572,1,1.0
2266,9573,0,1.0
2267,9575,1,0.0
2268,9586,0,0.0
2269,9589,0,0.0
2270,9591,0,1.0
2271,9602,0,0.0
2272,9604,0,1.0
2273,9610,0,1.0
2274,9617,0,0.0
2275,9619,1,0.0
2276,9625,0,0.0
2277,9630,0,0.0
2278,9631,1,0.0
2279,9633,0,1.0
2280,9647,1,1.0
2281,9650,1,1.0
2282,9664,0,0.0
2283,9665,0,0.0
2284,9670,0,0.0
2285,9673,0,0.0
2286,9674,0,0.0
2287,9676,0,0.0
2288,9680,0,1.0
2289,9686,0,0.0
2290,9690,0,1.0
2291,9692,0,0.0
2292,9694,0,0.0
2293,9699,0,0.0
2294,9700,0,0.0
2295,9706,0,0.0
2296,9712,0,0.0
2297,9715,0,1.0
2298,9717,0,1.0
2299,9724,0,0.0
2300,9727,0,0.0
2301,9734,0,0.0
2302,9735,0,0.0
2303,9739,1,0.0
2304,9740,0,0.0
2305,9742,0,0.0
2306,9746,0,1.0
2307,9749,1,1.0
2308,9752,0,1.0
2309,9753,0,0.0
2310,9757,0,1.0
2311,9761,0,1.0
2312,9762,0,0.0
2313,9764,0,0.0
2314,9766,0,0.0
2315,9777,0,1.0
2316,9779,0,0.0
2317,9782,0,0.0
2318,9789,0,0.0
2319,9792,0,0.0
2320,9799,0,1.0
2321,9803,0,0.0
2322,9805,0,1.0
2323,9806,0,0.0
2324,9821,0,0.0
2325,9825,0,0.0
2326,9826,0,1.0
2327,9835,0,0.0
2328,9841,0,0.0
2329,9843,0,0.0
2330,9853,0,0.0
2331,9855,0,0.0
2332,9865,0,0.0
2333,9871,0,1.0
2334,9875,0,0.0
2335,9879,0,0.0
2336,9885,1,0.0
2337,9887,1,1.0
2338,9891,0,0.0
2339,9899,0,0.0
2340,9909,0,1.0
2341,9911,0,0.0
2342,9914,0,0.0
2343,9915,0,0.0
2344,9916,0,0.0
2345,9920,1,1.0
2346,9924,1,0.0
2347,9931,0,1.0
2348,9935,0,1.0
2349,9936,0,1.0
2350,9937,0,0.0
2351,9951,0,0.0
2352,9952,1,0.0
2353,9965,0,1.0
2354,9966,0,0.0
2355,9967,0,1.0
2356,9972,1,1.0
2357,9979,0,0.0
2358,9982,1,1.0
2359,9987,0,0.0
2360,9995,0,0.0
2361,10003,0,0.0
2362,10009,0,0.0
2363,10010,0,0.0
2364,10016,0,0.0
2365,10019,0,1.0
2366,10023,0,0.0
2367,10024,0,0.0
2368,10025,0,0.0
2369,10031,0,0.0
2370,10035,0,0.0
2371,10041,1,1.0
2372,10052,0,0.0
2373,10053,0,1.0
2374,10059,0,0.0
2375,10060,0,0.0
2376,10061,1,1.0
2377,10062,0,0.0
2378,10063,0,0.0
2379,10066,1,0.0
2380,10073,0,0.0
2381,10081,1,0.0
2382,10082,0,0.0
2383,10084,0,0.0
2384,10087,0,0.0
2385,10092,1,0.0
2386,10093,0,0.0
2387,10099,0,0.0
2388,10107,0,0.0
2389,10109,0,0.0
2390,10114,0,0.0
2391,10120,0,0.0
2392,10122,0,0.0
2393,10133,0,1.0
2394,10136,0,1.0
2395,10137,0,0.0
2396,10155,0,0.0
2397,10156,0,0.0
2398,10157,1,0.0
2399,10163,0,0.0
2400,10167,0,0.0
2401,10169,0,0.0
2402,10173,0,0.0
2403,10177,1,1.0
2404,10181,0,0.0
2405,10184,0,0.0
2406,10189,0,0.0
2407,10196,0,0.0
2408,10202,0,0.0
2409,10215,0,1.0
2410,10219,0,0.0
2411,10220,0,0.0
2412,10224,1,0.0
2413,10225,0,0.0
2414,10232,1,0.0
2415,10239,0,0.0
2416,10245,0,1.0
2417,10253,0,0.0
2418,10256,0,0.0
2419,10257,0,1.0
2420,10270,0,1.0
2421,10274,0,0.0
2422,10280,0,0.0
2423,10285,0,0.0
2424,10300,1,0.0
2425,10302,0,1.0
2426,10306,0,0.0
2427,10309,0,0.0
2428,10320,0,0.0
2429,10327,0,0.0
2430,10331,0,0.0
