,id,related,related_prediction
1266,5149,1,0.0
1267,5150,1,0.0
1268,5154,1,0.0
1269,5156,0,0.0
1270,5160,1,0.0
1271,5162,1,1.0
1272,5166,1,0.0
1273,5175,0,0.0
1274,5184,1,0.0
1275,5191,1,1.0
1276,5204,1,0.0
1277,5205,0,1.0
1278,5213,1,0.0
1279,5216,1,0.0
1280,5230,1,1.0
1281,5235,0,1.0
1282,5237,1,0.0
1283,5241,1,0.0
1284,5243,1,0.0
1285,5249,1,0.0
1286,5255,1,0.0
1287,5264,1,1.0
1288,5266,1,0.0
1289,5270,0,0.0
1290,5272,1,0.0
1291,5275,1,1.0
1292,5276,0,0.0
1293,5280,1,0.0
1294,5281,1,0.0
1295,5285,1,0.0
1296,5286,0,1.0
1297,5290,1,0.0
1298,5292,0,0.0
1299,5296,1,0.0
1300,5301,0,0.0
1301,5302,1,0.0
1302,5306,1,0.0
1303,5307,1,0.0
1304,5317,1,0.0
1305,5320,1,0.0
1306,5322,1,0.0
1307,5325,1,0.0
1308,5330,1,0.0
1309,5331,1,0.0
1310,5332,1,0.0
1311,5334,1,0.0
1312,5335,0,1.0
1313,5337,0,0.0
1314,5339,1,0.0
1315,5341,1,1.0
1316,5342,1,1.0
1317,5346,1,0.0
1318,5359,1,0.0
1319,5365,0,0.0
1320,5367,2,0.0
1321,5374,1,0.0
1322,5375,1,0.0
1323,5380,1,0.0
1324,5383,0,0.0
1325,5385,1,0.0
1326,5386,1,0.0
1327,5411,1,0.0
1328,5412,0,1.0
1329,5413,0,1.0
1330,5427,1,0.0
1331,5433,0,0.0
1332,5443,1,0.0
1333,5445,1,0.0
1334,5446,1,0.0
1335,5451,0,1.0
1336,5459,0,1.0
1337,5463,1,0.0
1338,5466,0,1.0
1339,5476,0,0.0
1340,5481,0,1.0
1341,5496,1,0.0
1342,5509,1,0.0
1343,5515,1,0.0
1344,5516,1,0.0
1345,5517,1,0.0
1346,5520,1,0.0
1347,5525,1,0.0
1348,5534,1,0.0
1349,5537,1,0.0
1350,5540,1,0.0
1351,5550,0,0.0
1352,5551,1,0.0
1353,5552,1,0.0
1354,5553,1,0.0
1355,5569,1,0.0
1356,5571,1,0.0
1357,5579,1,0.0
1358,5582,1,1.0
1359,5586,1,0.0
1360,5589,1,0.0
1361,5594,1,0.0
1362,5599,1,0.0
1363,5606,1,0.0
1364,5610,1,0.0
1365,5615,1,0.0
1366,5616,1,0.0
1367,5619,1,0.0
1368,5620,0,0.0
1369,5622,1,0.0
1370,5627,1,0.0
1371,5630,1,0.0
1372,5642,0,1.0
1373,5643,1,0.0
1374,5649,1,0.0
1375,5653,1,0.0
1376,5655,1,0.0
1377,5669,1,1.0
1378,5672,0,0.0
1379,5673,0,1.0
1380,5677,0,0.0
1381,5680,1,0.0
1382,5681,0,0.0
1383,5683,0,0.0
1384,5686,1,0.0
1385,5700,1,0.0
1386,5704,1,0.0
1387,5707,1,0.0
1388,5710,1,1.0
1389,5713,0,0.0
1390,5719,1,1.0
1391,5723,1,0.0
1392,5726,1,0.0
1393,5727,1,0.0
1394,5735,0,0.0
1395,5736,1,0.0
1396,5737,0,0.0
1397,5741,0,1.0
1398,5746,1,0.0
1399,5747,1,0.0
1400,5749,0,0.0
1401,5751,0,0.0
1402,5752,0,1.0
1403,5755,0,1.0
1404,5761,1,0.0
1405,5764,1,1.0
1406,5767,1,0.0
1407,5770,0,0.0
1408,5774,1,0.0
1409,5781,2,2.0
1410,5794,1,0.0
1411,5795,0,1.0
1412,5799,0,1.0
1413,5801,1,0.0
1414,5805,0,0.0
1415,5809,1,1.0
1416,5811,0,1.0
1417,5813,1,0.0
1418,5816,1,0.0
1419,5817,1,0.0
1420,5819,1,0.0
1421,5822,1,0.0
1422,5824,0,1.0
1423,5829,1,0.0
1424,5831,1,1.0
1425,5832,1,0.0
1426,5834,0,0.0
1427,5844,0,1.0
1428,5845,0,0.0
1429,5850,1,0.0
1430,5862,1,0.0
1431,5875,1,0.0
1432,5876,1,1.0
1433,5879,1,0.0
1434,5882,1,0.0
1435,5886,1,0.0
1436,5887,0,0.0
1437,5894,0,1.0
1438,5901,0,1.0
1439,5913,1,0.0
1440,5916,1,0.0
1441,5917,0,1.0
1442,5927,0,0.0
1443,5929,1,0.0
1444,5939,1,0.0
1445,5947,1,0.0
1446,5950,1,0.0
1447,5954,0,1.0
1448,5957,0,0.0
1449,5959,1,0.0
1450,5967,0,1.0
1451,5969,0,0.0
1452,5971,1,0.0
1453,5972,1,0.0
1454,5974,1,0.0
1455,5977,0,1.0
1456,5980,1,0.0
1457,5986,0,1.0
1458,5996,0,1.0
1459,5999,1,0.0
1460,6001,1,0.0
1461,6013,1,0.0
1462,6014,1,0.0
1463,6017,0,0.0
1464,6020,0,1.0
1465,6021,0,0.0
1466,6022,0,1.0
1467,6024,0,0.0
1468,6026,0,1.0
1469,6027,1,0.0
1470,6030,1,1.0
1471,6036,1,0.0
1472,6040,1,0.0
1473,6050,0,1.0
1474,6053,1,0.0
1475,6055,0,0.0
1476,6059,1,0.0
1477,6063,1,0.0
1478,6065,1,0.0
1479,6069,1,0.0
1480,6077,1,0.0
1481,6086,1,0.0
1482,6087,0,1.0
1483,6089,1,0.0
1484,6091,0,1.0
1485,6097,1,1.0
1486,6105,0,0.0
1487,6106,0,1.0
1488,6111,1,0.0
1489,6117,0,0.0
1490,6119,1,1.0
1491,6122,0,1.0
1492,6123,0,1.0
1493,6125,0,0.0
1494,6127,1,0.0
1495,6129,1,0.0
1496,6133,0,0.0
1497,6137,0,1.0
1498,6139,1,0.0
1499,6145,0,1.0
1500,6147,1,0.0
1501,6150,0,1.0
1502,6151,0,1.0
1503,6152,0,1.0
1504,6155,1,0.0
1505,6159,1,0.0
1506,6163,1,0.0
1507,6165,1,0.0
1508,6171,1,0.0
1509,6173,1,0.0
1510,6176,1,0.0
1511,6179,1,0.0
1512,6180,1,0.0
1513,6183,1,1.0
1514,6187,1,0.0
1515,6191,0,1.0
1516,6192,0,1.0
1517,6195,1,1.0
1518,6202,0,0.0
1519,6210,1,0.0
1520,6213,1,0.0
1521,6223,0,0.0
1522,6226,0,0.0
1523,6229,1,0.0
1524,6230,0,1.0
1525,6231,1,1.0
1526,6235,1,0.0
1527,6240,1,0.0
1528,6246,1,0.0
1529,6247,1,0.0
1530,6262,1,1.0
1531,6263,1,0.0
1532,6269,1,0.0
1533,6275,1,0.0
1534,6283,1,0.0
1535,6284,0,1.0
1536,6285,1,0.0
1537,6291,1,0.0
1538,6299,1,0.0
1539,6300,0,0.0
1540,6301,1,1.0
1541,6306,1,0.0
1542,6313,1,0.0
1543,6321,0,0.0
1544,6324,0,1.0
1545,6326,0,0.0
1546,6334,1,0.0
1547,6335,1,0.0
1548,6343,1,0.0
1549,6349,0,1.0
1550,6353,1,0.0
1551,6359,0,0.0
1552,6367,0,0.0
1553,6379,1,0.0
1554,6384,0,0.0
1555,6389,0,1.0
1556,6391,0,1.0
1557,6393,1,1.0
1558,6394,0,0.0
1559,6404,1,0.0
1560,6405,0,1.0
1561,6406,0,1.0
1562,6410,1,0.0
1563,6411,1,0.0
1564,6431,0,1.0
1565,6433,0,1.0
1566,6436,0,1.0
1567,6441,1,0.0
1568,6454,1,0.0
1569,6457,1,1.0
1570,6459,1,0.0
1571,6460,1,0.0
1572,6462,0,0.0
1573,6465,0,0.0
1574,6472,1,1.0
1575,6473,0,1.0
1576,6477,0,0.0
1577,6487,0,1.0
1578,6489,1,0.0
1579,6490,1,0.0
1580,6491,1,1.0
1581,6495,0,0.0
1582,6497,0,0.0
1583,6499,0,1.0
1584,6504,0,1.0
1585,6505,0,0.0
1586,6506,1,0.0
1587,6507,0,1.0
1588,6511,1,0.0
1589,6515,1,0.0
1590,6522,0,1.0
1591,6532,1,1.0
1592,6543,0,1.0
1593,6547,0,1.0
1594,6553,1,0.0
1595,6556,0,1.0
1596,6560,0,0.0
1597,6564,0,0.0
1598,6566,0,0.0
1599,6569,1,0.0
1600,6570,1,0.0
1601,6576,0,1.0
1602,6577,0,1.0
1603,6579,0,1.0
1604,6581,0,0.0
1605,6584,1,0.0
1606,6593,1,0.0
1607,6596,1,1.0
1608,6601,1,0.0
1609,6607,0,0.0
1610,6609,0,1.0
1611,6614,0,1.0
1612,6620,0,1.0
1613,6625,0,1.0
1614,6629,0,1.0
1615,6630,0,1.0
1616,6631,1,1.0
1617,6636,1,0.0
1618,6639,1,0.0
1619,6640,1,1.0
1620,6642,1,0.0
1621,6643,1,1.0
1622,6653,1,0.0
1623,6654,1,0.0
1624,6663,0,1.0
1625,6665,0,1.0
1626,6666,0,1.0
1627,6676,1,1.0
1628,6683,1,0.0
1629,6684,0,1.0
1630,6685,0,1.0
1631,6687,1,1.0
1632,6689,1,1.0
1633,6693,0,1.0
1634,6713,1,0.0
1635,6714,0,0.0
1636,6715,0,1.0
1637,6719,1,1.0
1638,6722,1,1.0
1639,6731,1,0.0
1640,6735,1,0.0
1641,6742,1,0.0
1642,6744,1,0.0
1643,6750,1,1.0
1644,6751,1,0.0
1645,6752,1,0.0
1646,6761,1,1.0
1647,6766,1,0.0
1648,6769,1,0.0
1649,6774,0,0.0
1650,6781,1,0.0
1651,6789,0,1.0
1652,6790,1,0.0
1653,6796,0,1.0
1654,6800,0,0.0
1655,6804,1,0.0
1656,6805,0,1.0
1657,6806,0,1.0
1658,6812,0,1.0
1659,6813,0,1.0
1660,6823,1,0.0
1661,6830,0,0.0
1662,6831,1,0.0
1663,6832,1,0.0
1664,6833,1,0.0
1665,6835,1,0.0
1666,6837,1,1.0
1667,6839,1,0.0
1668,6844,0,0.0
1669,6845,1,0.0
1670,6851,0,0.0
1671,6854,0,0.0
1672,6855,1,0.0
1673,6857,1,0.0
1674,6859,0,0.0
1675,6867,1,0.0
1676,6879,1,0.0
1677,6889,1,0.0
1678,6895,0,0.0
1679,6900,0,0.0
1680,6901,1,0.0
1681,6902,1,0.0
1682,6904,1,0.0
1683,6905,0,1.0
1684,6909,1,1.0
1685,6912,0,1.0
1686,6920,1,0.0
1687,6921,1,0.0
1688,6933,1,0.0
1689,6941,0,1.0
1690,6943,1,0.0
1691,6960,0,0.0
1692,6961,0,1.0
1693,6962,0,1.0
1694,6963,1,0.0
1695,6964,0,1.0
1696,6969,0,0.0
1697,6972,0,1.0
1698,6979,1,0.0
1699,6981,0,1.0
1700,6986,0,1.0
1701,6997,1,0.0
1702,6999,0,1.0
1703,7003,1,0.0
1704,7004,0,0.0
1705,7006,1,0.0
1706,7009,0,0.0
1707,7015,1,0.0
1708,7017,0,0.0
1709,7023,1,1.0
1710,7025,0,0.0
1711,7026,1,0.0
1712,7030,1,0.0
1713,7031,1,0.0
1714,7040,1,0.0
1715,7046,1,0.0
1716,7053,1,0.0
1717,7054,0,1.0
1718,7059,1,0.0
1719,7060,0,1.0
1720,7065,0,0.0
1721,7066,1,1.0
1722,7067,1,0.0
1723,7069,1,0.0
1724,7071,0,1.0
1725,7080,0,0.0
1726,7081,1,0.0
1727,7084,1,0.0
1728,7087,0,1.0
1729,7097,1,0.0
1730,7102,0,0.0
1731,7107,1,0.0
1732,7111,0,1.0
1733,7114,0,1.0
1734,7117,2,0.0
1735,7125,1,0.0
1736,7129,1,0.0
1737,7131,0,1.0
1738,7135,0,0.0
1739,7141,1,0.0
1740,7147,1,0.0
1741,7150,0,0.0
1742,7151,1,0.0
1743,7152,1,0.0
1744,7155,0,0.0
1745,7161,1,1.0
1746,7165,1,0.0
1747,7166,0,1.0
1748,7174,1,1.0
1749,7180,1,0.0
1750,7181,0,1.0
1751,7187,0,0.0
1752,7191,0,1.0
1753,7199,1,0.0
1754,7200,1,0.0
1755,7202,0,0.0
1756,7216,1,0.0
1757,7219,1,0.0
1758,7222,0,0.0
1759,7224,0,0.0
1760,7225,1,0.0
1761,7226,0,0.0
1762,7227,1,1.0
1763,7233,1,0.0
1764,7235,0,0.0
1765,7240,1,1.0
1766,7241,1,1.0
1767,7247,0,0.0
1768,7254,0,0.0
1769,7255,1,1.0
1770,7256,0,0.0
1771,7264,0,1.0
1772,7265,0,1.0
1773,7276,0,0.0
1774,7277,1,1.0
1775,7279,0,0.0
1776,7285,0,1.0
1777,7286,0,1.0
1778,7291,1,0.0
1779,7292,0,0.0
1780,7293,2,1.0
1781,7301,1,0.0
1782,7302,0,0.0
1783,7304,0,0.0
1784,7309,0,0.0
1785,7313,1,0.0
1786,7317,1,1.0
1787,7319,1,0.0
1788,7320,1,0.0
1789,7321,1,0.0
1790,7324,1,0.0
1791,7325,1,0.0
1792,7329,1,1.0
1793,7332,0,0.0
1794,7333,1,0.0
1795,7339,1,0.0
1796,7342,1,0.0
1797,7350,1,0.0
1798,7352,1,0.0
1799,7354,1,0.0
1800,7359,1,0.0
1801,7361,1,0.0
1802,7362,1,0.0
1803,7366,0,0.0
1804,7370,1,0.0
1805,7374,0,0.0
1806,7375,0,0.0
1807,7377,1,0.0
1808,7381,1,0.0
1809,7385,0,1.0
1810,7387,1,0.0
1811,7395,1,0.0
1812,7399,0,1.0
1813,7402,1,0.0
1814,7403,0,1.0
1815,7406,1,0.0
1816,7409,1,0.0
1817,7411,1,0.0
1818,7412,1,0.0
1819,7419,1,0.0
1820,7427,1,0.0
1821,7430,1,0.0
1822,7434,1,0.0
1823,7439,1,0.0
1824,7441,1,0.0
1825,7444,1,0.0
1826,7446,1,0.0
1827,7449,0,0.0
1828,7450,1,0.0
1829,7454,1,1.0
1830,7459,0,1.0
1831,7477,1,0.0
1832,7479,1,0.0
1833,7480,1,0.0
1834,7492,0,1.0
1835,7495,0,1.0
1836,7501,1,0.0
1837,7503,1,0.0
1838,7506,0,1.0
1839,7514,1,0.0
1840,7517,0,1.0
1841,7522,0,0.0
1842,7526,1,0.0
1843,7527,1,0.0
1844,7529,0,1.0
1845,7531,0,0.0
1846,7533,0,1.0
1847,7537,0,1.0
1848,7541,1,1.0
1849,7546,0,1.0
1850,7551,1,0.0
1851,7561,0,1.0
1852,7562,0,0.0
1853,7571,1,0.0
1854,7572,0,0.0
1855,7573,1,0.0
1856,7575,1,0.0
1857,7577,1,0.0
1858,7580,0,0.0
1859,7581,1,0.0
1860,7582,0,1.0
1861,7584,0,0.0
1862,7586,1,0.0
1863,7587,0,0.0
1864,7592,1,0.0
1865,7607,1,0.0
1866,7613,1,1.0
1867,7616,1,0.0
1868,7630,0,1.0
1869,7632,0,1.0
1870,7633,1,1.0
1871,7636,1,0.0
1872,7639,1,0.0
1873,7641,1,0.0
1874,7656,0,1.0
1875,7664,0,1.0
1876,7679,1,0.0
1877,7681,1,1.0
1878,7686,1,0.0
1879,7690,1,0.0
1880,7696,1,0.0
1881,7697,1,0.0
1882,7700,1,1.0
1883,7713,1,0.0
1884,7715,1,1.0
1885,7720,1,0.0
1886,7721,1,1.0
1887,7723,0,0.0
1888,7724,1,0.0
1889,7729,0,1.0
1890,7730,1,0.0
1891,7731,1,0.0
1892,7733,0,1.0
1893,7734,0,0.0
1894,7737,0,1.0
1895,7739,0,0.0
1896,7742,1,0.0
1897,7749,1,0.0
1898,7756,0,1.0
1899,7757,0,0.0
1900,7761,0,1.0
1901,7774,0,1.0
1902,7776,0,1.0
1903,7783,1,0.0
1904,7785,1,0.0
1905,7787,1,1.0
1906,7794,1,0.0
1907,7804,1,0.0
1908,7815,1,0.0
1909,7816,1,0.0
1910,7823,0,1.0
1911,7826,0,1.0
1912,7831,1,1.0
1913,7832,1,0.0
1914,7834,0,0.0
1915,7839,1,0.0
1916,7842,1,0.0
1917,7846,1,1.0
1918,7854,1,1.0
1919,7855,0,1.0
1920,7864,1,0.0
1921,7867,1,0.0
1922,7869,1,0.0
1923,7881,1,0.0
1924,7889,0,0.0
1925,7902,1,1.0
1926,7904,0,1.0
1927,7907,1,0.0
1928,7909,0,0.0
1929,7919,1,0.0
1930,7921,1,1.0
1931,7927,0,1.0
1932,7929,0,0.0
1933,7931,1,0.0
1934,7932,0,0.0
1935,7933,0,1.0
1936,7936,0,0.0
1937,7939,0,1.0
1938,7947,0,0.0
1939,7950,1,0.0
1940,7951,1,0.0
1941,7957,0,1.0
1942,7959,0,1.0
1943,7963,0,1.0
1944,7970,0,1.0
1945,7972,0,0.0
1946,7976,0,0.0
1947,7985,0,1.0
1948,7986,0,0.0
1949,7994,1,1.0
1950,7996,0,0.0
1951,8001,1,0.0
1952,8014,1,0.0
1953,8022,1,1.0
1954,8025,1,0.0
1955,8030,0,0.0
1956,8031,1,0.0
1957,8034,0,0.0
1958,8036,0,0.0
1959,8041,0,1.0
1960,8042,1,1.0
1961,8043,1,0.0
1962,8044,1,0.0
1963,8045,1,1.0
1964,8046,1,0.0
1965,8050,0,1.0
1966,8069,1,1.0
1967,8076,1,1.0
1968,8082,1,0.0
1969,8090,0,0.0
1970,8099,0,1.0
1971,8103,1,0.0
1972,8105,0,1.0
1973,8109,2,2.0
1974,8113,0,0.0
1975,8120,0,0.0
1976,8124,0,1.0
1977,8125,0,1.0
1978,8131,0,1.0
1979,8142,1,1.0
1980,8144,0,1.0
1981,8150,0,1.0
1982,8157,1,0.0
1983,8163,1,1.0
1984,8164,0,1.0
1985,8165,1,0.0
1986,8166,0,1.0
1987,8171,1,0.0
1988,8175,0,1.0
1989,8179,1,1.0
1990,8181,0,1.0
1991,8184,0,0.0
1992,8185,1,1.0
1993,8186,1,0.0
1994,8194,1,0.0
1995,8196,1,0.0
1996,8202,0,0.0
1997,8209,0,0.0
1998,8225,1,0.0
1999,8227,1,0.0
2000,8231,0,1.0
2001,8232,1,0.0
2002,8239,1,0.0
2003,8241,1,0.0
2004,8245,1,0.0
2005,8249,1,0.0
2006,8250,1,0.0
2007,8253,0,0.0
2008,8254,1,0.0
2009,8255,1,1.0
2010,8260,0,1.0
2011,8264,1,0.0
2012,8265,1,0.0
2013,8266,1,0.0
2014,8270,1,0.0
2015,8280,0,0.0
2016,8282,0,0.0
2017,8284,1,0.0
2018,8290,1,0.0
2019,8291,0,1.0
2020,8292,1,0.0
2021,8293,0,1.0
2022,8294,0,1.0
2023,8295,0,1.0
2024,8304,1,0.0
2025,8305,1,1.0
2026,8310,0,1.0
2027,8311,0,1.0
2028,8312,1,1.0
2029,8315,0,0.0
2030,8323,0,0.0
2031,8324,0,1.0
2032,8332,1,0.0
2033,8340,0,1.0
2034,8342,1,1.0
2035,8343,0,0.0
2036,8346,1,0.0
2037,8350,1,0.0
2038,8351,1,1.0
2039,8356,0,1.0
2040,8357,0,0.0
2041,8367,1,0.0
2042,8369,0,1.0
2043,8370,0,0.0
2044,8373,1,0.0
2045,8376,1,0.0
2046,8377,1,0.0
2047,8380,0,1.0
2048,8382,1,1.0
2049,8387,1,1.0
2050,8396,0,1.0
2051,8397,1,0.0
2052,8399,0,0.0
2053,8413,1,0.0
2054,8420,1,0.0
2055,8421,0,0.0
2056,8422,1,0.0
2057,8427,1,0.0
2058,8429,0,0.0
2059,8430,1,1.0
2060,8431,1,1.0
2061,8440,0,0.0
2062,8444,0,1.0
2063,8445,1,0.0
2064,8446,1,0.0
2065,8450,0,1.0
2066,8451,1,0.0
2067,8455,0,0.0
2068,8457,0,1.0
2069,8459,1,0.0
2070,8460,1,0.0
2071,8462,1,0.0
2072,8463,0,1.0
2073,8467,1,1.0
2074,8472,0,0.0
2075,8477,1,0.0
2076,8479,1,1.0
2077,8484,1,0.0
2078,8487,0,1.0
2079,8496,1,0.0
2080,8499,1,1.0
2081,8501,0,0.0
2082,8503,1,0.0
2083,8507,0,0.0
2084,8509,1,0.0
2085,8514,1,1.0
2086,8517,0,0.0
2087,8520,1,0.0
2088,8524,0,0.0
2089,8527,0,0.0
2090,8532,1,0.0
2091,8533,1,0.0
2092,8535,0,1.0
2093,8549,1,0.0
2094,8552,0,0.0
2095,8563,1,0.0
2096,8565,1,0.0
2097,8571,1,0.0
2098,8573,0,0.0
2099,8580,0,1.0
2100,8581,0,0.0
2101,8587,1,0.0
2102,8591,0,1.0
2103,8592,1,0.0
2104,8609,1,0.0
2105,8614,0,1.0
2106,8617,1,1.0
2107,8620,0,0.0
2108,8622,1,0.0
2109,8624,1,1.0
2110,8625,1,1.0
2111,8643,0,1.0
2112,8646,0,0.0
2113,8647,0,1.0
2114,8659,1,1.0
2115,8660,1,0.0
2116,8676,1,0.0
2117,8680,0,0.0
2118,8686,1,0.0
2119,8687,0,0.0
2120,8692,1,0.0
2121,8695,1,0.0
2122,8701,0,1.0
2123,8707,1,0.0
2124,8711,1,0.0
2125,8717,0,1.0
2126,8720,1,0.0
2127,8724,0,1.0
2128,8730,1,0.0
2129,8737,1,1.0
2130,8742,1,0.0
2131,8745,1,0.0
2132,8747,0,1.0
2133,8751,0,0.0
2134,8755,1,1.0
2135,8756,0,1.0
2136,8757,1,1.0
2137,8760,0,1.0
2138,8761,1,1.0
2139,8764,1,0.0
2140,8766,1,1.0
2141,8769,1,0.0
2142,8776,0,1.0
2143,8785,0,1.0
2144,8790,1,0.0
2145,8796,1,0.0
2146,8801,1,0.0
2147,8802,1,1.0
2148,8820,1,0.0
2149,8824,1,0.0
2150,8826,0,0.0
2151,8827,1,0.0
2152,8833,0,1.0
2153,8835,0,0.0
2154,8837,0,0.0
2155,8839,1,0.0
2156,8843,0,1.0
2157,8847,1,1.0
2158,8851,1,0.0
2159,8853,0,0.0
2160,8859,1,0.0
2161,8861,1,0.0
2162,8864,0,0.0
2163,8877,0,1.0
2164,8879,1,0.0
2165,8884,0,0.0
2166,8889,0,0.0
2167,8890,1,0.0
2168,8892,1,0.0
2169,8893,1,0.0
2170,8894,1,0.0
2171,8901,1,0.0
2172,8902,0,1.0
2173,8907,1,0.0
2174,8915,1,1.0
2175,8917,1,0.0
2176,8929,1,1.0
2177,8935,1,0.0
2178,8937,0,1.0
2179,8941,0,0.0
2180,8944,1,1.0
2181,8946,1,0.0
2182,8951,0,1.0
2183,8953,0,1.0
2184,8956,1,1.0
2185,8963,1,1.0
2186,8966,0,0.0
2187,8967,1,0.0
2188,8972,1,0.0
2189,8987,0,0.0
2190,8989,0,1.0
2191,8994,1,0.0
2192,8997,1,1.0
2193,8999,1,1.0
2194,9000,1,0.0
2195,9002,1,0.0
2196,9006,0,1.0
2197,9009,0,1.0
2198,9010,1,0.0
2199,9013,0,1.0
2200,9016,1,1.0
2201,9017,0,0.0
2202,9020,0,0.0
2203,9025,1,1.0
2204,9026,0,0.0
2205,9029,1,1.0
2206,9031,0,1.0
2207,9035,1,0.0
2208,9037,1,1.0
2209,9042,1,1.0
2210,9044,1,0.0
2211,9051,0,1.0
2212,9053,1,0.0
2213,9054,0,1.0
2214,9064,0,1.0
2215,9065,0,0.0
2216,9067,0,1.0
2217,9069,0,0.0
2218,9070,0,0.0
2219,9073,0,1.0
2220,9074,1,0.0
2221,9076,0,1.0
2222,9077,1,1.0
2223,9081,0,1.0
2224,9082,0,1.0
2225,9083,1,0.0
2226,9085,1,1.0
2227,9089,1,0.0
2228,9091,0,0.0
2229,9092,1,0.0
2230,9096,0,0.0
2231,9102,0,0.0
2232,9103,0,1.0
2233,9104,1,0.0
2234,9109,0,0.0
2235,9114,0,0.0
2236,9115,0,1.0
2237,9116,1,1.0
2238,9120,0,0.0
2239,9122,0,1.0
2240,9124,0,1.0
2241,9129,0,1.0
2242,9136,1,1.0
2243,9137,1,0.0
2244,9139,1,0.0
2245,9143,1,1.0
2246,9147,0,0.0
2247,9149,1,0.0
2248,9151,0,1.0
2249,9155,0,1.0
2250,9157,1,0.0
2251,9159,1,1.0
2252,9160,0,1.0
2253,9163,0,1.0
2254,9165,1,0.0
2255,9166,1,1.0
2256,9169,0,1.0
2257,9172,0,0.0
2258,9176,0,1.0
2259,9177,0,1.0
2260,9181,0,0.0
2261,9184,0,1.0
2262,9187,1,0.0
2263,9189,0,1.0
2264,9191,0,1.0
2265,9192,1,0.0
2266,9193,1,0.0
2267,9202,0,1.0
2268,9203,1,0.0
2269,9205,1,1.0
2270,9206,0,1.0
2271,9216,0,1.0
2272,9219,0,0.0
2273,9233,0,0.0
2274,9236,0,1.0
2275,9239,1,2.0
2276,9240,1,0.0
2277,9252,1,0.0
2278,9254,1,0.0
2279,9257,0,1.0
2280,9262,0,1.0
2281,9267,0,1.0
2282,9273,1,0.0
2283,9275,0,1.0
2284,9281,0,1.0
2285,9287,2,1.0
2286,9291,0,1.0
2287,9293,0,1.0
2288,9296,0,1.0
2289,9299,1,0.0
2290,9300,0,0.0
2291,9303,1,0.0
2292,9309,1,0.0
2293,9315,1,1.0
2294,9316,0,1.0
2295,9320,0,1.0
2296,9321,1,1.0
2297,9327,0,0.0
2298,9330,1,0.0
2299,9333,0,0.0
2300,9341,0,1.0
2301,9342,1,0.0
2302,9343,0,1.0
2303,9344,0,0.0
2304,9346,1,0.0
2305,9347,1,0.0
2306,9349,1,0.0
2307,9352,0,0.0
2308,9355,1,1.0
2309,9356,0,1.0
2310,9361,0,1.0
2311,9369,0,0.0
2312,9371,1,0.0
2313,9375,0,0.0
2314,9377,0,1.0
2315,9379,0,0.0
2316,9384,0,0.0
2317,9386,1,0.0
2318,9387,1,0.0
2319,9389,0,0.0
2320,9392,1,0.0
2321,9393,1,0.0
2322,9401,0,1.0
2323,9407,1,1.0
2324,9413,0,0.0
2325,9417,1,1.0
2326,9425,0,1.0
2327,9427,0,1.0
2328,9430,0,0.0
2329,9431,1,0.0
2330,9432,1,0.0
2331,9436,0,1.0
2332,9437,0,0.0
2333,9457,1,1.0
2334,9460,0,0.0
2335,9465,0,0.0
2336,9472,1,0.0
2337,9473,1,0.0
2338,9475,1,0.0
2339,9480,0,1.0
2340,9481,1,0.0
2341,9485,0,0.0
2342,9487,0,1.0
2343,9490,0,0.0
2344,9491,1,1.0
2345,9494,1,0.0
2346,9497,0,1.0
2347,9502,1,0.0
2348,9511,0,0.0
2349,9515,0,0.0
2350,9522,0,1.0
2351,9526,0,1.0
2352,9529,1,0.0
2353,9531,0,1.0
2354,9532,1,0.0
2355,9533,1,0.0
2356,9534,0,1.0
2357,9536,0,0.0
2358,9537,0,1.0
2359,9542,1,0.0
2360,9547,0,1.0
2361,9549,1,0.0
2362,9560,1,0.0
2363,9566,0,0.0
2364,9569,1,1.0
2365,9570,1,0.0
2366,9573,0,0.0
2367,9575,1,0.0
2368,9583,0,0.0
2369,9589,0,0.0
2370,9593,0,0.0
2371,9601,0,1.0
2372,9606,1,0.0
2373,9607,0,1.0
2374,9610,0,0.0
2375,9611,0,1.0
2376,9612,0,0.0
2377,9617,0,1.0
2378,9619,1,0.0
2379,9620,1,1.0
2380,9621,0,1.0
2381,9625,0,1.0
2382,9627,1,0.0
2383,9630,1,1.0
2384,9634,1,0.0
2385,9640,1,0.0
2386,9642,1,1.0
2387,9644,0,1.0
2388,9645,0,1.0
2389,9652,0,1.0
2390,9662,1,1.0
2391,9665,1,0.0
2392,9667,1,1.0
2393,9670,0,1.0
2394,9673,0,0.0
2395,9681,0,1.0
2396,9682,0,1.0
2397,9683,0,1.0
2398,9692,0,0.0
2399,9699,0,1.0
2400,9703,0,1.0
2401,9720,0,1.0
2402,9723,0,1.0
2403,9724,0,1.0
2404,9725,1,1.0
2405,9742,0,1.0
2406,9744,1,0.0
2407,9745,1,0.0
2408,9750,0,0.0
2409,9752,0,0.0
2410,9754,1,1.0
2411,9755,0,1.0
2412,9757,0,1.0
2413,9764,0,1.0
2414,9766,0,0.0
2415,9772,0,1.0
2416,9775,0,0.0
2417,9779,0,1.0
2418,9781,1,1.0
2419,9786,0,0.0
2420,9787,0,1.0
2421,9791,0,1.0
2422,9797,1,0.0
2423,9800,0,0.0
2424,9805,0,1.0
2425,9811,0,1.0
2426,9819,1,0.0
2427,9825,1,1.0
2428,9826,0,0.0
2429,9832,1,0.0
2430,9835,1,1.0
