,id,other_infrastructure,other_infrastructure_prediction
1265,5247,0,0.0
1266,5252,0,0.0
1267,5260,0,0.0
1268,5265,0,0.0
1269,5270,0,0.0
1270,5273,0,0.0
1271,5274,0,0.0
1272,5279,0,0.0
1273,5280,0,0.0
1274,5281,0,0.0
1275,5284,0,0.0
1276,5292,0,0.0
1277,5300,0,0.0
1278,5301,0,0.0
1279,5303,0,0.0
1280,5320,0,0.0
1281,5322,0,0.0
1282,5323,0,0.0
1283,5325,0,0.0
1284,5326,0,0.0
1285,5337,0,0.0
1286,5344,0,0.0
1287,5356,0,0.0
1288,5360,0,0.0
1289,5361,0,0.0
1290,5363,0,0.0
1291,5371,0,0.0
1292,5372,0,0.0
1293,5374,1,0.0
1294,5375,0,0.0
1295,5387,0,0.0
1296,5392,0,0.0
1297,5393,0,0.0
1298,5400,0,0.0
1299,5411,0,0.0
1300,5412,0,0.0
1301,5413,0,0.0
1302,5421,0,0.0
1303,5423,0,0.0
1304,5426,0,0.0
1305,5430,0,0.0
1306,5441,0,0.0
1307,5451,0,0.0
1308,5456,0,0.0
1309,5457,0,0.0
1310,5461,0,0.0
1311,5463,0,0.0
1312,5476,0,0.0
1313,5483,0,0.0
1314,5484,0,0.0
1315,5494,0,0.0
1316,5500,0,0.0
1317,5509,0,0.0
1318,5513,0,0.0
1319,5514,0,0.0
1320,5516,0,0.0
1321,5525,0,0.0
1322,5527,0,0.0
1323,5529,0,0.0
1324,5530,0,0.0
1325,5535,0,0.0
1326,5536,0,0.0
1327,5540,0,0.0
1328,5544,0,0.0
1329,5545,0,0.0
1330,5549,0,0.0
1331,5554,0,0.0
1332,5559,0,0.0
1333,5560,0,0.0
1334,5562,0,0.0
1335,5567,0,0.0
1336,5573,0,0.0
1337,5573,0,0.0
1338,5579,0,0.0
1339,5583,0,0.0
1340,5584,0,0.0
1341,5592,0,0.0
1342,5594,0,0.0
1343,5596,0,0.0
1344,5601,0,0.0
1345,5603,0,0.0
1346,5606,0,0.0
1347,5609,0,0.0
1348,5615,0,0.0
1349,5616,0,0.0
1350,5621,0,0.0
1351,5624,0,0.0
1352,5627,0,0.0
1353,5635,0,0.0
1354,5641,0,0.0
1355,5647,0,0.0
1356,5653,0,0.0
1357,5656,0,0.0
1358,5661,0,0.0
1359,5662,0,0.0
1360,5666,0,0.0
1361,5675,0,0.0
1362,5680,0,0.0
1363,5693,0,0.0
1364,5694,1,0.0
1365,5697,0,0.0
1366,5701,0,0.0
1367,5709,0,0.0
1368,5710,0,0.0
1369,5725,0,0.0
1370,5727,0,0.0
1371,5731,0,0.0
1372,5732,0,0.0
1373,5735,0,0.0
1374,5737,0,0.0
1375,5747,0,0.0
1376,5749,0,0.0
1377,5751,0,0.0
1378,5752,0,0.0
1379,5762,0,0.0
1380,5763,0,0.0
1381,5764,0,0.0
1382,5767,0,0.0
1383,5773,0,0.0
1384,5775,0,0.0
1385,5776,0,0.0
1386,5779,0,0.0
1387,5781,0,0.0
1388,5790,0,0.0
1389,5792,0,0.0
1390,5793,0,0.0
1391,5795,0,0.0
1392,5799,0,0.0
1393,5806,0,0.0
1394,5814,0,0.0
1395,5827,0,0.0
1396,5830,0,0.0
1397,5845,0,0.0
1398,5846,0,0.0
1399,5847,0,0.0
1400,5851,0,0.0
1401,5854,0,0.0
1402,5862,0,0.0
1403,5864,0,0.0
1404,5866,0,0.0
1405,5879,0,0.0
1406,5880,0,0.0
1407,5891,0,0.0
1408,5899,0,0.0
1409,5900,0,0.0
1410,5901,0,0.0
1411,5903,0,0.0
1412,5904,0,0.0
1413,5907,0,0.0
1414,5910,0,0.0
1415,5911,0,0.0
1416,5932,0,0.0
1417,5943,0,0.0
1418,5951,0,0.0
1419,5952,0,0.0
1420,5953,0,0.0
1421,5956,0,0.0
1422,5957,0,0.0
1423,5960,0,0.0
1424,5963,0,0.0
1425,5971,0,0.0
1426,5972,0,0.0
1427,5974,0,0.0
1428,5984,0,0.0
1429,5985,0,0.0
1430,5994,0,0.0
1431,5996,0,0.0
1432,6001,0,0.0
1433,6011,0,0.0
1434,6017,0,0.0
1435,6020,0,0.0
1436,6025,0,0.0
1437,6029,0,0.0
1438,6033,0,0.0
1439,6034,0,0.0
1440,6043,0,0.0
1441,6044,0,0.0
1442,6045,0,0.0
1443,6049,0,0.0
1444,6050,0,0.0
1445,6051,0,0.0
1446,6056,0,0.0
1447,6060,0,0.0
1448,6061,0,0.0
1449,6063,0,0.0
1450,6071,0,0.0
1451,6075,0,0.0
1452,6077,0,0.0
1453,6082,0,0.0
1454,6084,0,0.0
1455,6087,0,0.0
1456,6091,0,0.0
1457,6096,0,0.0
1458,6102,0,0.0
1459,6103,0,0.0
1460,6104,0,0.0
1461,6115,0,0.0
1462,6117,0,0.0
1463,6119,0,0.0
1464,6136,0,0.0
1465,6150,0,0.0
1466,6154,0,0.0
1467,6155,0,0.0
1468,6162,0,0.0
1469,6163,0,0.0
1470,6172,0,0.0
1471,6173,0,0.0
1472,6176,0,0.0
1473,6179,0,0.0
1474,6183,0,0.0
1475,6185,0,0.0
1476,6186,0,0.0
1477,6191,0,0.0
1478,6200,0,0.0
1479,6201,0,0.0
1480,6205,0,0.0
1481,6206,0,0.0
1482,6210,0,0.0
1483,6211,0,0.0
1484,6215,0,0.0
1485,6223,0,0.0
1486,6227,0,0.0
1487,6229,0,0.0
1488,6232,0,0.0
1489,6233,0,0.0
1490,6236,0,0.0
1491,6250,0,0.0
1492,6252,0,0.0
1493,6255,0,0.0
1494,6260,0,0.0
1495,6262,0,0.0
1496,6271,0,0.0
1497,6276,0,0.0
1498,6280,0,0.0
1499,6281,0,0.0
1500,6301,0,0.0
1501,6313,0,0.0
1502,6316,0,0.0
1503,6320,0,0.0
1504,6327,0,0.0
1505,6334,0,0.0
1506,6339,0,0.0
1507,6340,0,0.0
1508,6342,0,0.0
1509,6346,0,0.0
1510,6349,0,0.0
1511,6357,0,0.0
1512,6372,0,0.0
1513,6376,0,0.0
1514,6386,0,0.0
1515,6393,0,0.0
1516,6394,0,0.0
1517,6395,0,0.0
1518,6396,0,0.0
1519,6403,0,0.0
1520,6409,0,0.0
1521,6412,0,0.0
1522,6414,0,0.0
1523,6439,0,0.0
1524,6440,0,0.0
1525,6444,0,0.0
1526,6446,0,0.0
1527,6449,0,0.0
1528,6450,0,0.0
1529,6453,0,0.0
1530,6456,0,0.0
1531,6461,0,0.0
1532,6464,0,0.0
1533,6466,0,0.0
1534,6471,0,0.0
1535,6485,0,0.0
1536,6490,0,0.0
1537,6494,0,0.0
1538,6501,0,0.0
1539,6505,0,0.0
1540,6512,0,0.0
1541,6514,0,0.0
1542,6516,0,0.0
1543,6522,0,0.0
1544,6529,0,0.0
1545,6532,0,0.0
1546,6535,0,0.0
1547,6537,0,0.0
1548,6550,0,0.0
1549,6551,0,0.0
1550,6552,0,0.0
1551,6560,0,0.0
1552,6562,0,0.0
1553,6564,0,0.0
1554,6567,0,0.0
1555,6569,0,0.0
1556,6571,0,0.0
1557,6572,0,0.0
1558,6573,0,0.0
1559,6573,0,0.0
1560,6574,0,0.0
1561,6575,0,0.0
1562,6577,0,0.0
1563,6583,0,0.0
1564,6585,0,0.0
1565,6587,0,0.0
1566,6590,0,0.0
1567,6593,0,0.0
1568,6595,0,0.0
1569,6597,0,0.0
1570,6599,0,0.0
1571,6600,0,0.0
1572,6601,0,0.0
1573,6602,0,0.0
1574,6603,0,0.0
1575,6604,0,0.0
1576,6607,0,0.0
1577,6609,0,0.0
1578,6616,0,0.0
1579,6621,0,0.0
1580,6625,0,0.0
1581,6627,0,0.0
1582,6634,0,0.0
1583,6636,0,0.0
1584,6640,0,0.0
1585,6649,0,0.0
1586,6651,0,0.0
1587,6653,0,0.0
1588,6657,0,0.0
1589,6660,0,0.0
1590,6664,0,0.0
1591,6671,0,0.0
1592,6679,0,0.0
1593,6684,0,0.0
1594,6692,0,0.0
1595,6693,0,0.0
1596,6697,0,0.0
1597,6704,0,0.0
1598,6710,0,0.0
1599,6715,0,0.0
1600,6717,0,0.0
1601,6721,0,0.0
1602,6725,0,0.0
1603,6731,0,0.0
1604,6732,0,0.0
1605,6733,0,0.0
1606,6742,0,0.0
1607,6743,0,0.0
1608,6744,0,0.0
1609,6745,0,0.0
1610,6751,0,0.0
1611,6759,0,0.0
1612,6760,0,0.0
1613,6765,0,0.0
1614,6766,0,0.0
1615,6773,0,0.0
1616,6774,0,0.0
1617,6775,0,0.0
1618,6779,0,0.0
1619,6781,0,0.0
1620,6792,0,0.0
1621,6804,0,0.0
1622,6810,0,0.0
1623,6812,0,0.0
1624,6813,0,0.0
1625,6824,0,0.0
1626,6831,0,0.0
1627,6836,0,0.0
1628,6837,0,0.0
1629,6840,0,0.0
1630,6844,0,0.0
1631,6850,0,0.0
1632,6851,0,0.0
1633,6853,0,0.0
1634,6862,0,0.0
1635,6863,0,0.0
1636,6866,0,0.0
1637,6869,0,0.0
1638,6870,0,0.0
1639,6872,0,0.0
1640,6873,0,0.0
1641,6876,0,0.0
1642,6877,0,0.0
1643,6882,0,0.0
1644,6895,0,0.0
1645,6900,0,0.0
1646,6904,0,0.0
1647,6915,0,0.0
1648,6922,0,0.0
1649,6927,0,0.0
1650,6936,0,0.0
1651,6939,0,0.0
1652,6942,0,0.0
1653,6943,0,0.0
1654,6944,0,0.0
1655,6951,0,0.0
1656,6956,0,0.0
1657,6963,0,0.0
1658,6969,0,0.0
1659,6970,0,0.0
1660,6972,0,0.0
1661,6975,0,0.0
1662,6977,0,0.0
1663,6979,0,0.0
1664,6983,0,0.0
1665,6986,0,0.0
1666,6994,0,0.0
1667,6997,0,0.0
1668,7001,0,0.0
1669,7004,0,0.0
1670,7012,0,0.0
1671,7021,0,0.0
1672,7022,0,0.0
1673,7027,0,0.0
1674,7033,0,0.0
1675,7034,0,0.0
1676,7047,0,0.0
1677,7060,0,0.0
1678,7066,0,0.0
1679,7071,0,0.0
1680,7074,0,0.0
1681,7075,0,0.0
1682,7084,0,0.0
1683,7086,0,0.0
1684,7091,0,0.0
1685,7094,0,0.0
1686,7100,0,0.0
1687,7104,0,0.0
1688,7109,0,0.0
1689,7125,0,0.0
1690,7132,1,0.0
1691,7133,0,0.0
1692,7137,0,0.0
1693,7140,0,0.0
1694,7146,1,0.0
1695,7163,0,0.0
1696,7165,0,0.0
1697,7167,0,0.0
1698,7176,0,0.0
1699,7181,0,0.0
1700,7184,0,0.0
1701,7189,1,0.0
1702,7194,0,0.0
1703,7195,0,0.0
1704,7197,0,0.0
1705,7202,0,0.0
1706,7211,0,0.0
1707,7212,0,0.0
1708,7217,0,0.0
1709,7220,0,0.0
1710,7221,0,0.0
1711,7222,0,0.0
1712,7223,0,0.0
1713,7225,0,0.0
1714,7226,0,0.0
1715,7227,0,0.0
1716,7239,0,0.0
1717,7242,0,0.0
1718,7245,0,0.0
1719,7249,0,0.0
1720,7250,0,0.0
1721,7252,0,0.0
1722,7259,0,0.0
1723,7269,0,0.0
1724,7271,0,0.0
1725,7272,0,0.0
1726,7275,0,0.0
1727,7277,0,0.0
1728,7283,0,0.0
1729,7286,0,0.0
1730,7290,0,0.0
1731,7291,0,0.0
1732,7299,0,0.0
1733,7300,0,0.0
1734,7303,0,0.0
1735,7304,0,0.0
1736,7307,1,0.0
1737,7309,0,0.0
1738,7316,0,0.0
1739,7317,0,0.0
1740,7329,0,0.0
1741,7332,0,0.0
1742,7333,0,0.0
1743,7337,0,0.0
1744,7342,0,0.0
1745,7344,0,0.0
1746,7345,0,0.0
1747,7346,0,0.0
1748,7352,0,0.0
1749,7355,0,0.0
1750,7356,0,0.0
1751,7357,0,0.0
1752,7365,0,0.0
1753,7369,0,1.0
1754,7372,0,0.0
1755,7375,0,0.0
1756,7380,0,0.0
1757,7386,0,0.0
1758,7387,0,0.0
1759,7391,0,0.0
1760,7400,0,0.0
1761,7403,0,0.0
1762,7404,0,0.0
1763,7413,0,0.0
1764,7429,0,0.0
1765,7430,1,0.0
1766,7431,0,0.0
1767,7435,0,0.0
1768,7441,0,0.0
1769,7442,0,0.0
1770,7445,0,0.0
1771,7449,0,0.0
1772,7452,0,0.0
1773,7457,0,0.0
1774,7464,0,0.0
1775,7465,0,0.0
1776,7467,0,0.0
1777,7469,0,0.0
1778,7471,0,0.0
1779,7477,0,0.0
1780,7479,0,0.0
1781,7482,0,0.0
1782,7483,0,0.0
1783,7485,0,0.0
1784,7487,0,0.0
1785,7493,0,0.0
1786,7495,0,1.0
1787,7502,0,0.0
1788,7510,0,0.0
1789,7520,0,0.0
1790,7521,0,0.0
1791,7522,0,0.0
1792,7524,0,0.0
1793,7526,0,0.0
1794,7529,0,0.0
1795,7533,0,0.0
1796,7536,0,0.0
1797,7537,0,0.0
1798,7542,0,0.0
1799,7547,0,0.0
1800,7557,0,0.0
1801,7560,0,0.0
1802,7566,0,0.0
1803,7570,0,0.0
1804,7572,0,0.0
1805,7574,0,0.0
1806,7576,0,0.0
1807,7582,0,0.0
1808,7587,0,0.0
1809,7595,0,0.0
1810,7596,0,0.0
1811,7599,0,0.0
1812,7602,0,0.0
1813,7603,0,0.0
1814,7607,0,0.0
1815,7609,0,0.0
1816,7611,0,0.0
1817,7613,0,0.0
1818,7617,0,0.0
1819,7619,0,0.0
1820,7635,0,0.0
1821,7636,0,0.0
1822,7642,0,0.0
1823,7645,0,0.0
1824,7651,0,0.0
1825,7653,0,0.0
1826,7659,0,0.0
1827,7663,0,0.0
1828,7666,0,0.0
1829,7667,0,0.0
1830,7675,0,0.0
1831,7677,0,0.0
1832,7679,0,0.0
1833,7680,0,0.0
1834,7681,0,0.0
1835,7694,0,0.0
1836,7695,0,0.0
1837,7701,0,0.0
1838,7702,0,0.0
1839,7706,0,0.0
1840,7707,0,0.0
1841,7714,0,0.0
1842,7723,0,0.0
1843,7730,0,0.0
1844,7731,1,0.0
1845,7732,0,0.0
1846,7734,0,0.0
1847,7741,0,0.0
1848,7743,0,0.0
1849,7745,0,0.0
1850,7751,0,0.0
1851,7753,0,0.0
1852,7760,0,0.0
1853,7763,0,0.0
1854,7765,0,0.0
1855,7769,0,0.0
1856,7777,0,0.0
1857,7781,0,0.0
1858,7782,0,0.0
1859,7783,0,0.0
1860,7789,0,0.0
1861,7800,0,0.0
1862,7802,0,0.0
1863,7810,0,0.0
1864,7811,0,0.0
1865,7814,0,0.0
1866,7820,0,0.0
1867,7821,0,0.0
1868,7822,0,0.0
1869,7825,0,0.0
1870,7826,0,0.0
1871,7832,0,0.0
1872,7842,0,0.0
1873,7843,0,0.0
1874,7844,0,0.0
1875,7845,0,0.0
1876,7847,0,0.0
1877,7849,0,0.0
1878,7850,0,0.0
1879,7853,0,0.0
1880,7855,0,0.0
1881,7857,0,0.0
1882,7862,0,0.0
1883,7863,0,0.0
1884,7865,0,0.0
1885,7869,0,0.0
1886,7881,0,0.0
1887,7884,0,0.0
1888,7886,0,0.0
1889,7890,0,0.0
1890,7895,0,0.0
1891,7904,0,0.0
1892,7910,0,0.0
1893,7911,0,0.0
1894,7913,0,0.0
1895,7915,0,0.0
1896,7917,0,0.0
1897,7920,0,0.0
1898,7922,0,0.0
1899,7930,0,0.0
1900,7934,0,0.0
1901,7935,0,0.0
1902,7939,0,0.0
1903,7947,0,0.0
1904,7951,0,0.0
1905,7957,0,0.0
1906,7965,0,0.0
1907,7967,0,0.0
1908,7969,0,0.0
1909,7970,0,1.0
1910,7972,0,0.0
1911,7975,0,0.0
1912,7976,0,0.0
1913,7981,0,0.0
1914,7985,0,0.0
1915,7986,0,0.0
1916,7999,0,0.0
1917,8000,0,0.0
1918,8005,0,0.0
1919,8006,0,0.0
1920,8010,0,0.0
1921,8012,0,0.0
1922,8013,0,0.0
1923,8019,0,0.0
1924,8021,0,0.0
1925,8026,0,0.0
1926,8029,0,0.0
1927,8033,0,0.0
1928,8034,0,0.0
1929,8045,0,0.0
1930,8059,0,0.0
1931,8065,0,0.0
1932,8066,0,0.0
1933,8074,0,0.0
1934,8075,0,0.0
1935,8080,0,0.0
1936,8084,0,0.0
1937,8090,0,0.0
1938,8092,0,0.0
1939,8097,0,0.0
1940,8100,0,0.0
1941,8101,0,0.0
1942,8104,0,0.0
1943,8107,0,0.0
1944,8109,0,1.0
1945,8110,0,0.0
1946,8122,0,0.0
1947,8125,0,0.0
1948,8127,0,0.0
1949,8129,0,0.0
1950,8131,0,0.0
1951,8133,0,0.0
1952,8152,0,0.0
1953,8162,0,0.0
1954,8166,0,0.0
1955,8169,0,0.0
1956,8170,0,0.0
1957,8172,0,0.0
1958,8173,0,0.0
1959,8176,0,0.0
1960,8181,0,0.0
1961,8182,0,0.0
1962,8183,0,0.0
1963,8190,0,0.0
1964,8190,0,0.0
1965,8192,0,0.0
1966,8203,0,0.0
1967,8205,0,0.0
1968,8214,0,0.0
1969,8219,0,0.0
1970,8220,0,0.0
1971,8223,0,0.0
1972,8224,0,0.0
1973,8229,0,0.0
1974,8236,0,1.0
1975,8253,0,0.0
1976,8255,0,0.0
1977,8262,0,0.0
1978,8271,0,0.0
1979,8274,0,0.0
1980,8280,0,0.0
1981,8282,0,0.0
1982,8284,0,0.0
1983,8292,0,0.0
1984,8295,0,0.0
1985,8297,0,0.0
1986,8300,0,0.0
1987,8302,0,0.0
1988,8303,0,0.0
1989,8305,0,0.0
1990,8307,0,0.0
1991,8311,0,0.0
1992,8312,0,0.0
1993,8313,0,0.0
1994,8315,0,0.0
1995,8316,0,0.0
1996,8321,0,0.0
1997,8325,0,0.0
1998,8326,0,0.0
1999,8327,0,0.0
2000,8330,0,0.0
2001,8331,0,0.0
2002,8336,0,0.0
2003,8347,0,0.0
2004,8349,0,0.0
2005,8352,0,0.0
2006,8363,0,0.0
2007,8377,0,0.0
2008,8381,0,0.0
2009,8383,0,0.0
2010,8389,0,0.0
2011,8391,0,0.0
2012,8392,0,0.0
2013,8399,0,0.0
2014,8402,0,0.0
2015,8405,0,0.0
2016,8406,0,0.0
2017,8409,0,0.0
2018,8415,0,0.0
2019,8419,0,0.0
2020,8420,0,0.0
2021,8421,0,0.0
2022,8422,0,0.0
2023,8425,0,0.0
2024,8426,0,0.0
2025,8427,0,0.0
2026,8429,0,0.0
2027,8433,0,0.0
2028,8440,0,0.0
2029,8441,0,0.0
2030,8444,0,0.0
2031,8452,0,0.0
2032,8455,0,0.0
2033,8459,0,0.0
2034,8462,0,0.0
2035,8464,0,0.0
2036,8470,0,0.0
2037,8471,0,0.0
2038,8475,0,0.0
2039,8486,0,0.0
2040,8490,0,0.0
2041,8492,0,0.0
2042,8493,0,0.0
2043,8494,0,0.0
2044,8495,0,0.0
2045,8496,0,0.0
2046,8503,0,0.0
2047,8507,0,0.0
2048,8510,0,0.0
2049,8517,0,0.0
2050,8521,0,0.0
2051,8522,0,0.0
2052,8526,0,0.0
2053,8531,0,0.0
2054,8541,0,0.0
2055,8553,0,0.0
2056,8554,0,0.0
2057,8561,0,0.0
2058,8562,0,0.0
2059,8563,0,0.0
2060,8565,0,0.0
2061,8570,0,0.0
2062,8580,0,0.0
2063,8581,0,0.0
2064,8582,0,0.0
2065,8583,0,0.0
2066,8604,0,0.0
2067,8607,0,0.0
2068,8609,0,0.0
2069,8616,0,0.0
2070,8620,0,0.0
2071,8622,0,0.0
2072,8634,0,0.0
2073,8649,0,0.0
2074,8653,0,0.0
2075,8654,0,0.0
2076,8659,0,0.0
2077,8660,0,0.0
2078,8662,0,0.0
2079,8663,0,0.0
2080,8670,0,0.0
2081,8672,0,0.0
2082,8676,0,0.0
2083,8679,0,0.0
2084,8684,0,0.0
2085,8686,0,0.0
2086,8690,0,0.0
2087,8699,0,0.0
2088,8701,0,0.0
2089,8703,0,0.0
2090,8705,0,0.0
2091,8713,0,0.0
2092,8715,0,0.0
2093,8717,0,0.0
2094,8719,0,0.0
2095,8721,0,0.0
2096,8722,0,0.0
2097,8726,0,0.0
2098,8739,0,0.0
2099,8740,0,0.0
2100,8741,0,0.0
2101,8747,0,0.0
2102,8751,0,0.0
2103,8753,0,0.0
2104,8765,0,0.0
2105,8770,0,0.0
2106,8774,0,0.0
2107,8776,0,0.0
2108,8782,0,0.0
2109,8795,0,0.0
2110,8797,0,0.0
2111,8799,0,0.0
2112,8801,0,0.0
2113,8805,0,0.0
2114,8806,0,0.0
2115,8817,0,0.0
2116,8820,0,0.0
2117,8822,0,0.0
2118,8823,0,0.0
2119,8833,0,0.0
2120,8836,0,0.0
2121,8837,0,0.0
2122,8839,0,0.0
2123,8842,0,0.0
2124,8843,0,0.0
2125,8845,0,0.0
2126,8847,0,1.0
2127,8849,0,0.0
2128,8852,0,0.0
2129,8853,0,0.0
2130,8854,0,0.0
2131,8857,0,0.0
2132,8864,0,0.0
2133,8869,0,0.0
2134,8870,0,0.0
2135,8876,0,0.0
2136,8885,0,0.0
2137,8887,0,0.0
2138,8890,0,0.0
2139,8894,0,0.0
2140,8896,0,0.0
2141,8901,0,0.0
2142,8904,0,0.0
2143,8922,0,0.0
2144,8927,0,0.0
2145,8944,0,0.0
2146,8945,0,0.0
2147,8946,0,0.0
2148,8949,0,0.0
2149,8951,0,0.0
2150,8952,0,0.0
2151,8957,0,0.0
2152,8966,0,0.0
2153,8969,0,0.0
2154,8973,0,0.0
2155,8974,0,0.0
2156,8975,0,0.0
2157,8976,0,0.0
2158,8980,0,0.0
2159,8982,0,0.0
2160,8987,0,0.0
2161,8990,0,0.0
2162,8994,0,0.0
2163,8999,0,0.0
2164,9006,0,0.0
2165,9013,0,0.0
2166,9015,0,0.0
2167,9022,0,0.0
2168,9025,0,0.0
2169,9027,0,0.0
2170,9036,0,0.0
2171,9044,0,0.0
2172,9050,0,0.0
2173,9053,0,0.0
2174,9055,0,0.0
2175,9064,0,0.0
2176,9065,0,0.0
2177,9073,0,0.0
2178,9081,0,0.0
2179,9085,0,0.0
2180,9087,0,0.0
2181,9095,0,0.0
2182,9096,0,0.0
2183,9100,0,0.0
2184,9103,0,0.0
2185,9105,0,1.0
2186,9107,0,0.0
2187,9110,0,0.0
2188,9111,0,0.0
2189,9112,0,0.0
2190,9124,0,0.0
2191,9126,1,0.0
2192,9129,0,0.0
2193,9131,0,0.0
2194,9133,0,0.0
2195,9137,0,0.0
2196,9139,0,0.0
2197,9142,0,0.0
2198,9153,0,0.0
2199,9157,0,0.0
2200,9161,0,0.0
2201,9162,0,0.0
2202,9164,0,0.0
2203,9167,0,0.0
2204,9169,0,0.0
2205,9171,0,0.0
2206,9177,0,0.0
2207,9179,0,0.0
2208,9180,0,0.0
2209,9187,0,0.0
2210,9190,0,0.0
2211,9191,0,0.0
2212,9193,0,0.0
2213,9206,0,0.0
2214,9212,0,0.0
2215,9215,0,0.0
2216,9216,0,0.0
2217,9217,0,0.0
2218,9220,0,0.0
2219,9227,0,0.0
2220,9229,0,0.0
2221,9234,0,0.0
2222,9235,0,0.0
2223,9236,0,0.0
2224,9239,0,1.0
2225,9246,0,0.0
2226,9252,0,0.0
2227,9253,0,0.0
2228,9257,0,0.0
2229,9263,0,0.0
2230,9267,0,0.0
2231,9274,0,0.0
2232,9275,0,1.0
2233,9280,0,0.0
2234,9284,0,0.0
2235,9286,0,0.0
2236,9287,0,1.0
2237,9293,0,0.0
2238,9295,0,0.0
2239,9299,0,0.0
2240,9307,0,0.0
2241,9310,0,0.0
2242,9311,0,0.0
2243,9322,0,0.0
2244,9325,0,0.0
2245,9327,0,0.0
2246,9333,0,0.0
2247,9342,0,0.0
2248,9345,0,0.0
2249,9346,0,0.0
2250,9349,0,0.0
2251,9351,0,0.0
2252,9352,0,0.0
2253,9354,0,0.0
2254,9359,0,0.0
2255,9369,0,0.0
2256,9371,0,0.0
2257,9374,0,0.0
2258,9379,0,0.0
2259,9384,0,0.0
2260,9386,0,0.0
2261,9391,0,0.0
2262,9393,0,0.0
2263,9394,0,0.0
2264,9400,0,0.0
2265,9401,0,0.0
2266,9405,0,0.0
2267,9409,0,0.0
2268,9415,0,0.0
2269,9423,0,0.0
2270,9426,0,0.0
2271,9434,0,0.0
2272,9447,0,0.0
2273,9449,0,0.0
2274,9457,0,0.0
2275,9459,0,0.0
2276,9463,0,0.0
2277,9465,0,0.0
2278,9470,0,0.0
2279,9471,0,0.0
2280,9474,0,0.0
2281,9479,0,0.0
2282,9490,0,0.0
2283,9494,0,0.0
2284,9496,0,0.0
2285,9497,0,0.0
2286,9500,0,0.0
2287,9501,0,0.0
2288,9510,0,0.0
2289,9519,0,0.0
2290,9520,0,0.0
2291,9522,0,0.0
2292,9523,0,0.0
2293,9529,0,0.0
2294,9534,0,0.0
2295,9539,0,0.0
2296,9540,0,0.0
2297,9542,0,0.0
2298,9543,0,0.0
2299,9547,0,0.0
2300,9550,0,0.0
2301,9551,0,0.0
2302,9552,0,0.0
2303,9554,0,0.0
2304,9557,0,0.0
2305,9560,0,0.0
2306,9563,0,0.0
2307,9564,0,0.0
2308,9569,0,0.0
2309,9570,0,0.0
2310,9573,0,0.0
2311,9575,0,0.0
2312,9576,0,0.0
2313,9577,0,0.0
2314,9581,0,0.0
2315,9582,0,0.0
2316,9593,0,0.0
2317,9594,0,0.0
2318,9610,0,0.0
2319,9625,0,0.0
2320,9631,0,0.0
2321,9632,0,0.0
2322,9633,0,0.0
2323,9635,0,0.0
2324,9644,0,0.0
2325,9651,0,0.0
2326,9652,0,0.0
2327,9653,0,0.0
2328,9655,0,0.0
2329,9667,0,0.0
2330,9670,0,0.0
2331,9674,0,0.0
2332,9684,0,0.0
2333,9692,0,0.0
2334,9701,0,0.0
2335,9702,0,0.0
2336,9704,0,0.0
2337,9707,0,0.0
2338,9712,0,0.0
2339,9715,0,0.0
2340,9719,0,0.0
2341,9720,0,0.0
2342,9724,0,0.0
2343,9730,0,0.0
2344,9734,0,0.0
2345,9739,0,0.0
2346,9740,0,0.0
2347,9741,0,0.0
2348,9742,0,0.0
2349,9752,0,0.0
2350,9755,0,0.0
2351,9763,0,0.0
2352,9767,0,0.0
2353,9777,0,1.0
2354,9779,0,0.0
2355,9785,0,0.0
2356,9787,0,0.0
2357,9791,0,0.0
2358,9793,0,0.0
2359,9795,0,0.0
2360,9799,0,0.0
2361,9806,0,0.0
2362,9819,0,0.0
2363,9820,0,0.0
2364,9824,0,0.0
2365,9829,0,0.0
2366,9830,0,0.0
2367,9832,0,0.0
2368,9833,0,0.0
2369,9847,0,0.0
2370,9851,0,0.0
2371,9852,0,0.0
2372,9859,0,0.0
2373,9866,0,0.0
2374,9870,0,0.0
2375,9871,0,1.0
2376,9895,0,0.0
2377,9907,0,0.0
2378,9912,0,0.0
2379,9926,0,0.0
2380,9940,0,0.0
2381,9943,0,0.0
2382,9950,0,0.0
2383,9952,0,0.0
2384,9956,0,0.0
2385,9957,0,0.0
2386,9962,0,0.0
2387,9966,0,0.0
2388,9967,0,1.0
2389,9969,0,0.0
2390,9970,0,0.0
2391,9971,0,0.0
2392,9972,0,0.0
2393,9984,0,0.0
2394,9987,0,0.0
2395,9992,0,0.0
2396,9994,0,0.0
2397,9995,0,0.0
2398,10005,0,0.0
2399,10006,0,0.0
2400,10010,0,0.0
2401,10014,0,0.0
2402,10017,0,0.0
2403,10024,0,0.0
2404,10026,0,0.0
2405,10034,0,0.0
2406,10044,0,1.0
2407,10045,0,0.0
2408,10051,0,0.0
2409,10052,0,0.0
2410,10055,0,0.0
2411,10056,0,0.0
2412,10061,0,0.0
2413,10063,0,0.0
2414,10065,0,0.0
2415,10066,0,0.0
2416,10067,0,0.0
2417,10072,0,0.0
2418,10075,0,0.0
2419,10076,0,0.0
2420,10084,0,0.0
2421,10089,0,0.0
2422,10091,0,0.0
2423,10095,0,0.0
2424,10096,0,0.0
2425,10099,0,0.0
2426,10100,0,0.0
2427,10101,0,0.0
2428,10104,0,1.0
